Year_Month,Card Type,Travel_Mode,Trip
Jan-23,Child/Youth,Metro,150281
Feb-23,Employee,Metro,8932
Mar-23,Day Pass without SAF,Metro,16
May-24,Senior/Pensioner,Metro,149757
Jun-24,Concession,Metro,131729
Jan-20,Employee,Metro,8277
Jan-21,School Student,Metro,5223
May-21,Concession,Metro,172821
Jun-21,School Student,Metro,94870
Dec-21,Concession,Metro,79637
Oct-22,Concession,Metro,144844
Jan-23,Sgl Trip Rail Child/Youth,Metro,7938
Aug-23,Sgl Trip Rail Adult,Metro,4397
Nov-23,Sgl Trip Rail Child/Youth,Metro,4173
Nov-23,Child/Youth,Metro,90685
Oct-19,Child/Youth,Metro,139949.1529
Aug-21,Sgl Trip Rail Adult,Metro,276
Jun-22,Concession,Metro,113875
Feb-23,Child/Youth,Metro,92516
Mar-23,Adult,Metro,859491
Jan-21,Employee,Metro,6574
May-22,Day Pass without SAF,Metro,11
Sep-23,Senior/Pensioner,Metro,146648
Sep-19,Day Pass without SAF,Metro,8
Nov-20,Sgl Trip Rail Child/Youth,Metro,2839
Feb-21,Employee,Metro,7230
Nov-21,Employee,Metro,5866
Oct-22,Senior/Pensioner,Metro,109339
Mar-24,Child/Youth,Metro,77443
May-19,School Student,Metro,13436
Oct-21,Day Pass without SAF,Metro,4
May-23,Day Pass Child/Youth w/o SAF,Metro,14
Oct-20,Day Pass without SAF,Metro,13
Jul-23,Day Pass without SAF,Metro,5
Nov-22,Day Pass without SAF,Metro,11
Mar-24,Day Pass without SAF,Metro,6
Feb-21,Day Pass without SAF,Metro,10
Aug-22,Day Pass without SAF,Metro,3
Jun-19,Day Pass without SAF,Metro,6
Jun-20,Day Pass without SAF,Metro,4
Jan-22,School Student,Metro,2758
Jun-23,School Student,Bus,1438756
Aug-22,School Student,Bus,1558539
Jun-21,Employee,Bus,44912
Apr-21,Adult,Bus,6250652
Mar-20,Child/Youth,Bus,831831
Nov-19,Child/Youth,Bus,1273847
Aug-19,Concession,Bus,1914213
Jul-19,Day Pass without SAF,Bus,900
Dec-17,Child/Youth Single Bus Trip 1,Bus,48701
Dec-17,Child/Youth,Bus,1412859
Aug-17,Adult,Bus,14614966
Jul-17,Adult Single Bus Trip 2,Bus,96674
Feb-17,School Student,Bus,2600682
Jan-17,Free Travel,Bus,31281
Feb-24,Senior/Pensioner,Bus,3150673
Feb-23,School Student,Bus,1649956
Dec-21,Concession,Bus,471774
Dec-20,Senior/Pensioner,Bus,2841423
Apr-20,School Student,Bus,28417
Sep-19,Adult Single Bus Trip 2,Bus,35769
Sep-18,Child/Youth Single Bus Trip 1,Bus,27904
Dec-17,Senior/Pensioner,Bus,3927879
Jun-17,Adult Single Bus Trip 1,Bus,149534
Dec-16,Child/Youth Single Bus Trip 1,Bus,65006
Oct-16,Adult Single Bus Trip 1,Bus,183834
Aug-16,Child/Youth,Bus,1034488
Feb-24,CTP,Bus,7202010
Jan-24,CTP,Bus,"6,712,143"
Mar-21,Free Travel,Bus,29437
Nov-20,Senior/Pensioner,Bus,2896802
Feb-20,Adult,Bus,12587420
Jul-19,Child/Youth Single Bus Trip 2,Bus,21315
Apr-19,Child/Youth Single Bus Trip 3,Bus,6122
Aug-17,Adult Single Bus Trip 3,Bus,33402
Apr-24,School Student,Bus,655730
Aug-23,Adult,Bus,7488394
Jan-23,Concession,Bus,497056
Jun-21,Concession,Bus,682886
Feb-21,Child/Youth,Bus,737454
Aug-20,Free Travel,Bus,22685
Nov-19,Adult Single Bus Trip 3,Bus,7189
Mar-19,Concession,Bus,2273012
Dec-18,Child/Youth Single Bus Trip 1,Bus,32811
May-18,Child/Youth,Bus,1184699
Apr-18,Free Travel,Bus,36465
Jun-17,Free Travel,Bus,35256
Jul-23,Senior/Pensioner,Bus,3144619
Jul-22,Child/Youth,Bus,677145
Jun-22,CTP,Bus,3877626
Oct-21,Child/Youth,Bus,381176
Sep-21,Employee,Bus,21387
May-21,Child/Youth,Bus,684511
Apr-20,Adult,Bus,3003345
Aug-19,Adult Single Bus Trip 2,Bus,40983
May-19,Adult,Bus,16827324
Apr-19,Child/Youth Single Bus Trip 2,Bus,21897
Sep-18,Day Pass without SAF,Bus,259
Jul-18,Senior/Pensioner,Bus,4136888
Jun-18,Free Travel,Bus,37474
Oct-17,Adult,Bus,14493838
Mar-17,Free Travel,Bus,38557
Jul-18,Child/Youth,Bus,1478229
May-18,Adult Single Bus Trip 2,Bus,73371
Oct-21,Free Travel,Bus,16626
Jul-20,School Student,Bus,1033486
Jul-19,Child/Youth Single Bus Trip 1,Bus,29117
Mar-19,Child/Youth Single Bus Trip 1,Bus,24315
Jan-19,Concession,Bus,1004593
Jan-19,Adult Single Bus Trip 3,Bus,20411
Nov-18,Senior/Pensioner,Bus,4382870
May-18,Senior/Pensioner,Bus,4400482
Sep-16,Concession,Bus,1736089
Feb-21,School Student,Bus,1989485
Jan-20,Free Travel,Bus,38216
Feb-19,Adult,Bus,15426206
Mar-23,Senior/Pensioner,Bus,3379990
Mar-21,CTP,Bus,3112024
Mar-20,Adult Single Bus Trip 2,Bus,13872
Apr-17,School Student,Bus,1062002
May-20,Day Pass without SAF,Bus,393
Nov-19,Day Pass without SAF,Bus,998
Aug-18,Adult Single Bus Trip 2,Bus,66263
Apr-18,Child/Youth Single Bus Trip 1,Bus,41733
Feb-18,Adult Single Bus Trip 2,Bus,72765
Jun-24,Employee,Bus,67449
Mar-24,CTP,Bus,7413241
Aug-22,Employee,Bus,55583
Dec-21,Free Travel,Bus,21412
May-18,Adult Single Bus Trip 3,Bus,24464
Oct-21,School Student,Bus,460443
Apr-21,CTP,Bus,3177099
Sep-20,Adult,Bus,5844392
Mar-17,School Student,Bus,3137115
Jul-24,Senior/Pensioner,Bus,3289418
Feb-23,Senior/Pensioner,Bus,3008755
Aug-21,Senior/Pensioner,Bus,1080294
Aug-21,School Student,Bus,48228
Mar-20,Child/Youth Single Bus Trip 2,Bus,4348
Jun-19,Adult,Bus,14504498
May-21,Day Pass without SAF,Bus,727
Jul-17,Adult Single Bus Trip 3,Bus,36141
Oct-22,Adult Single Bus Trip 1,Bus,134
Feb-22,Day Pass without SAF,Bus,389
Apr-21,Concession,Bus,846573
Feb-21,Senior/Pensioner,Bus,2808255
Apr-19,Adult,Bus,14959627
Nov-23,Free Travel,Bus,30071
Dec-17,Concession,Bus,1066654
Aug-17,Free Travel,Bus,39408
Aug-19,Child/Youth Single Bus Trip 1,Bus,19594
Sep-18,Adult Single Bus Trip 2,Bus,60426
May-21,Adult Single Bus Trip 3,Bus,15
Apr-20,Adult Single Bus Trip 2,Bus,71
Aug-22,Child/Youth,Bus,556563
Jun-21,Child/Youth,Bus,570279
Jun-19,Child/Youth,Bus,1175335
Nov-18,Child/Youth Single Bus Trip 1,Bus,28168
Aug-17,Adult Single Bus Trip 2,Bus,88604
Jan-24,Senior/Pensioner,Bus,"3,044,731"
May-24,Free Travel,Bus,28414
Jan-21,Adult Single Bus Trip 1,Bus,61
Aug-24,Employee,Bus,76476
Jun-20,School Student,Bus,1891322
Feb-18,School Student,Bus,2701483
Oct-16,Child/Youth Single Bus Trip 2,Bus,44063
Dec-18,Day Pass without SAF,Bus,426
Oct-18,Senior/Pensioner,Bus,4228361
Mar-20,Adult Single Bus Trip 1,Bus,27590
Jan-18,Child/Youth Single Bus Trip 1,Bus,49176
Oct-16,School Student,Bus,2115831
Mar-23,School Student,Bus,1838842
Mar-20,Employee,Bus,74277
Jan-20,Child/Youth Single Bus Trip 2,Bus,14724
Dec-19,Day Pass without SAF,Bus,850
Jun-18,Day Pass without SAF,Bus,216
Jun-22,Day Pass without SAF,Bus,665
Jul-20,Adult Single Bus Trip 2,Bus,76
Apr-21,Adult Single Bus Trip 2,Bus,70
Apr-24,Adult Single Bus Trip 2,Bus,44
Jan-21,Adult Single Bus Trip 2,Bus,23
Apr-20,Adult Single Bus Trip 1,Bus,153
Jun-20,Adult Single Bus Trip 3,Bus,17
Aug-22,Adult Single Bus Trip 1,Bus,94
Jun-19,Day Pass without SAF,Bus,832
Jun-22,Adult Single Bus Trip 2,Bus,39
Oct-20,Adult Single Bus Trip 2,Bus,46
Nov-20,Adult Single Bus Trip 2,Bus,30
Jan-22,Adult Single Bus Trip 2,Bus,21
Jun-24,Adult Single Bus Trip 2,Bus,53
Jun-23,Child/Youth Single Bus Trip 2,Bus,2
Sep-17,Day Pass Child/Youth w/o SAF,Bus,31
Mar-21,Adult Single Bus Trip 2,Bus,35
Mar-22,Adult Single Bus Trip 2,Bus,38
Feb-24,Adult Single Bus Trip 3,Bus,14
Jun-20,Child/Youth Single Bus Trip 1,Bus,15
Nov-19,Day Pass Child/Youth w/o SAF,Bus,81
Jul-20,Child/Youth Single Bus Trip 3,Bus,5
May-23,Child/Youth Single Bus Trip 2,Bus,6
May-19,On Demand,Bus,11130
Oct-21,On Demand,Bus,12369
Jun-19,On Demand,Bus,9946
Dec-20,On Demand,Bus,17201
Nov-19,CTP,Bus,2036680
Dec-19,CTP,Bus,2232214
May-17,Senior/Pensioner,Bus,4329706
Oct-17,Adult Single Bus Trip 3,Bus,32576
Oct-17,Day Pass Child/Youth w/o SAF,Bus,20
Jan-24,School Student,Bus,"31,302"
Feb-23,Adult Single Bus Trip 2,Bus,45
Feb-22,Child/Youth Single Bus Trip 2,Bus,3
May-24,Day Pass Child/Youth w/o SAF,Bus,37
Sep-20,Adult Single Bus Trip 2,Bus,36
Mar-24,Day Pass Child/Youth w/o SAF,Bus,9
Nov-18,Other,Bus,174528
Oct-20,On Demand,Bus,16944
Sep-22,Child/Youth Single Bus Trip 1,Bus,5
Mar-18,Other,Bus,64634
May-18,Other,Bus,66092
Jun-18,On Demand,Bus,1896
Sep-22,Child/Youth Single Bus Trip 2,Bus,7
Sep-20,Child/Youth Single Bus Trip 2,Bus,1
Aug-21,On Demand,Bus,6463
Mar-21,On Demand,Bus,21078
Jan-24,Child/Youth Single Bus Trip 2,Bus,5
Dec-18,Other,Bus,65839
Jun-18,Day Pass Child/Youth w/o SAF,Bus,4
Dec-22,Child/Youth Single Bus Trip 2,Bus,1
May-18,On Demand,Bus,1782
Dec-21,On Demand,Bus,18475
Oct-20,Day Pass Child/Youth w/o SAF,Bus,1
Feb-18,On Demand,Bus,672
Apr-18,On Demand,Bus,1319
Aug-20,On Demand,Bus,14999
Oct-23,On Demand,Bus,22581
Jul-19,On Demand,Bus,22584
Oct-18,Other,Bus,81377
Jul-18,Other,Bus,37643
Aug-16,Child/Youth,Ferry,81256
Sep-16,Employee,Ferry,4975
Sep-16,Free Travel,Ferry,1920
Sep-16,Child/Youth,Ferry,103302
Dec-16,Child/Youth,Ferry,144692
Feb-17,School Student,Ferry,1914
Mar-17,Child/Youth,Ferry,63608
Apr-17,Adult,Ferry,953347
Aug-17,Child/Youth,Ferry,79252
Oct-17,School Student,Ferry,1718
Oct-17,Child/Youth,Ferry,115643
Nov-17,Free Travel,Ferry,2330
Dec-17,Sgl Trip Ferry Child/Youth,Ferry,18807
Jan-18,Adult,Ferry,1112314
Jan-18,Employee,Ferry,6262
Feb-18,Concession,Ferry,24733
Mar-18,Sgl Trip Ferry Adult,Ferry,61722
Mar-18,Free Travel,Ferry,2048
May-18,Adult,Ferry,828410
May-18,Senior/Pensioner,Ferry,201001
Jun-18,Concession,Ferry,24723
Aug-18,Free Travel,Ferry,1908
Sep-18,Child/Youth,Ferry,83827
Sep-18,Employee,Ferry,4119
Jan-19,Sgl Trip Ferry Adult,Ferry,61360
Feb-19,Sgl Trip Ferry Adult,Ferry,45285
Mar-19,School Student,Ferry,3635
May-19,Sgl Trip Ferry Child/Youth,Ferry,5522
Jun-19,Sgl Trip Ferry Adult,Ferry,32282
Jun-19,Concession,Ferry,23397
Jul-19,Child/Youth,Ferry,148948
Jul-19,Free Travel,Ferry,1954
Aug-19,CTP,Ferry,58355
Aug-19,Sgl Trip Ferry Child/Youth,Ferry,8804
Sep-19,Adult,Ferry,748378
Sep-19,Child/Youth,Ferry,83066
Oct-19,CTP,Ferry,144705
Dec-19,Free Travel,Ferry,2168
Mar-20,Concession,Ferry,14976
Mar-20,School Student,Ferry,5374
Apr-20,Sgl Trip Ferry Child/Youth,Ferry,294
Apr-20,Free Travel,Ferry,348
Jun-20,Employee,Ferry,2289
Jul-20,Day Pass without SAF,Ferry,14
Aug-20,Senior/Pensioner,Ferry,68959
Aug-20,Child/Youth,Ferry,16218
Sep-20,Senior/Pensioner,Ferry,89053
Sep-20,Free Travel,Ferry,1163
Sep-20,CTP,Ferry,104920
Jan-21,Adult,Ferry,211318
Feb-21,Senior/Pensioner,Ferry,118035
Feb-21,CTP,Ferry,148965
Apr-21,Adult,Ferry,340228
May-21,School Student,Ferry,8929
Jun-21,Employee,Ferry,2662
Jun-21,Sgl Trip Ferry Child/Youth,Ferry,3029
Oct-21,School Student,Ferry,2953
Oct-21,CTP,Ferry,109228
Oct-21,Free Travel,Ferry,880
Feb-22,Adult,Ferry,173621
Mar-22,Free Travel,Ferry,1222
Apr-22,Employee,Ferry,3903
Apr-22,CTP,Ferry,352454
May-22,Senior/Pensioner,Ferry,140823
Jun-22,Adult,Ferry,346291
Jul-22,Concession,Ferry,12041
Sep-22,Child/Youth,Ferry,69066
Sep-22,Sgl Trip Ferry Adult,Ferry,24863
Oct-22,Senior/Pensioner,Ferry,149758
Nov-22,CTP,Ferry,488778
Jan-23,Sgl Trip Ferry Adult,Ferry,42441
Apr-23,CTP,Ferry,505026
Apr-23,School Student,Ferry,3444
Aug-23,CTP,Ferry,492569
Sep-23,Senior/Pensioner,Ferry,179761
Sep-23,Sgl Trip Ferry Child/Youth,Ferry,16992
Nov-23,Child/Youth,Ferry,54515
Nov-23,CTP,Ferry,700752
Nov-23,Senior/Pensioner,Ferry,178886
Dec-23,CTP,Ferry,871206
Dec-23,School Student,Ferry,7817
Jan-24,Adult,Ferry,510730
Feb-24,Senior/Pensioner,Ferry,185346
May-24,Adult,Ferry,339893
May-24,Senior/Pensioner,Ferry,176704
May-24,Free Travel,Ferry,1646
Jun-24,Concession,Ferry,19998
Jun-24,Sgl Trip Ferry Adult,Ferry,22182
Jul-24,Concession,Ferry,19041
Jul-24,Free Travel,Ferry,1714
Sep-16,Sgl Trip Ferry Child/Youth,Ferry,10730
Jul-17,Child/Youth,Ferry,157889
Apr-19,Adult,Ferry,917392
Sep-19,Senior/Pensioner,Ferry,173519
Nov-19,Senior/Pensioner,Ferry,194361
Apr-20,Sgl Trip Ferry Adult,Ferry,522
Apr-21,Sgl Trip Ferry Child/Youth,Ferry,15144
Apr-21,CTP,Ferry,247035
Jan-22,Free Travel,Ferry,1295
Jul-22,Sgl Trip Ferry Child/Youth,Ferry,15127
Jan-23,CTP,Ferry,602638
Apr-23,Sgl Trip Ferry Adult,Ferry,35373
Aug-23,Employee,Ferry,4023
Aug-23,Adult,Ferry,350097
Apr-24,Employee,Ferry,4771
Jun-18,Employee,Ferry,4474
Dec-18,School Student,Ferry,2594
Feb-20,Child/Youth,Ferry,47403
Oct-20,Senior/Pensioner,Ferry,106677
Dec-20,School Student,Ferry,4291
Jun-23,Day Pass Child/Youth w/o SAF,Ferry,180
Sep-23,Day Pass without SAF,Ferry,64
Dec-23,Adult,Ferry,491772
Mar-21,Day Pass without SAF,Ferry,16
Jan-18,CTP,Ferry,2466
Jun-21,Day Pass without SAF,Ferry,4
Aug-17,CTP,Ferry,1976
Nov-20,Day Pass without SAF,Ferry,12
Mar-19,Day Pass without SAF,Ferry,13
Oct-23,Day Pass without SAF,Ferry,25
May-24,Day Pass without SAF,Ferry,33
Sep-22,Day Pass without SAF,Ferry,34
Oct-23,Child/Youth,Ferry,86327
Sep-21,School Student,Ferry,115
Aug-20,Day Pass without SAF,Ferry,1
Jan-21,Day Pass without SAF,Ferry,18
Dec-22,Day Pass Child/Youth w/o SAF,Ferry,99
Jan-24,Day Pass Child/Youth w/o SAF,Ferry,1
Aug-18,Day Pass without SAF,Ferry,4
Aug-16,Sgl Trip LR Adult,Light rail,2068
Sep-16,Concession,Light rail,26988
Oct-16,Concession,Light rail,26874
Nov-16,Sgl Trip LR Adult,Light rail,2204
Jan-17,Child/Youth,Light rail,33524
Feb-17,Adult,Light rail,545607
Feb-17,Free Travel,Light rail,697
May-17,Sgl Trip LR Child/Youth,Light rail,432
Jun-17,Concession,Light rail,33781
Jun-17,Sgl Trip LR Child/Youth,Light rail,623
Oct-17,Child/Youth,Light rail,38062
Dec-17,Adult,Light rail,643916
Mar-18,Sgl Trip LR Adult,Light rail,4325
Mar-18,CTP,Light rail,3018
Apr-18,Sgl Trip LR Child/Youth,Light rail,1173
May-18,Adult,Light rail,627483
Jun-18,Sgl Trip LR Child/Youth,Light rail,792
Aug-18,Senior/Pensioner,Light rail,137236
Aug-18,Adult,Light rail,635271
Sep-18,Adult,Light rail,618552
Oct-18,Concession,Light rail,27585
Dec-18,School Student,Light rail,2917
Feb-19,CTP,Light rail,25195
Mar-19,Adult,Light rail,696793
Mar-19,Child/Youth,Light rail,45828
Mar-19,Senior/Pensioner,Light rail,173382
Mar-19,Employee,Light rail,1817
Mar-19,Sgl Trip LR Child/Youth,Light rail,1046
Apr-19,Concession,Light rail,33409
May-19,School Student,Light rail,11280
Jun-19,Free Travel,Light rail,1098
Jun-19,Child/Youth,Light rail,48131
Jul-19,Sgl Trip LR Adult,Light rail,2885
Aug-19,Employee,Light rail,1651
Oct-19,School Student,Light rail,6472
Oct-19,Free Travel,Light rail,1323
Dec-19,Sgl Trip LR Adult,Light rail,7585
Dec-19,Free Travel,Light rail,2233
Jan-20,Child/Youth,Light rail,185322
Jan-20,Sgl Trip LR Adult,Light rail,10700
Jan-20,Day Pass without SAF,Light rail,24
Feb-20,Free Travel,Light rail,2461
Mar-20,Concession,Light rail,74522
Apr-20,CTP,Light rail,37047
Apr-20,Senior/Pensioner,Light rail,36977
May-20,Adult,Light rail,254202
May-20,Sgl Trip LR Child/Youth,Light rail,163
Jun-20,Sgl Trip LR Child/Youth,Light rail,410
Jul-20,Concession,Light rail,47485
Jul-20,Sgl Trip LR Child/Youth,Light rail,1003
Aug-20,Concession,Light rail,54331
Aug-20,Sgl Trip LR Child/Youth,Light rail,251
Sep-20,Adult,Light rail,539264
Oct-20,School Student,Light rail,28522
Jan-21,Employee,Light rail,5735
Mar-21,Senior/Pensioner,Light rail,259203
Mar-21,CTP,Light rail,413285
Mar-21,Free Travel,Light rail,2132
Apr-21,Sgl Trip LR Adult,Light rail,2765
Apr-21,Child/Youth,Light rail,125713
Apr-21,Day Pass without SAF,Light rail,19
May-21,Employee,Light rail,7962
May-21,Child/Youth,Light rail,60324
Jun-21,Employee,Light rail,5312
Jun-21,Sgl Trip LR Child/Youth,Light rail,685
Jul-21,Sgl Trip LR Adult,Light rail,154
Jul-21,Child/Youth,Light rail,6128
Aug-21,Free Travel,Light rail,401
Aug-21,Sgl Trip LR Adult,Light rail,72
Aug-21,School Student,Light rail,604
Aug-21,Day Pass without SAF,Light rail,12
Aug-21,Sgl Trip LR Child/Youth,Light rail,52
Sep-21,Free Travel,Light rail,509
Sep-21,Child/Youth,Light rail,5447
Nov-21,Concession,Light rail,61425
Nov-21,Free Travel,Light rail,1292
Nov-21,Sgl Trip LR Adult,Light rail,494
Jan-22,Adult,Light rail,451366
Feb-22,Senior/Pensioner,Light rail,180145
Apr-22,School Student,Light rail,13166
Jun-22,Employee,Light rail,8092
Jul-22,Child/Youth,Light rail,107183
Jul-22,Concession,Light rail,191810
Aug-22,CTP,Light rail,778397
Aug-22,Senior/Pensioner,Light rail,307001
Aug-22,Child/Youth,Light rail,61505
Nov-22,Employee,Light rail,7874
Nov-22,Adult,Light rail,1063223
Nov-22,CTP,Light rail,956717
Dec-22,CTP,Light rail,1053040
Dec-22,Senior/Pensioner,Light rail,354456
Dec-22,Child/Youth,Light rail,129748
Jan-23,Sgl Trip LR Child/Youth,Light rail,3370
Jan-23,School Student,Light rail,2246
Feb-23,Concession,Light rail,227531
Mar-23,School Student,Light rail,46106
Mar-23,Employee,Light rail,8668
May-23,Employee,Light rail,8635
May-23,Sgl Trip LR Adult,Light rail,3756
Jun-23,Child/Youth,Light rail,98239
Jun-23,Free Travel,Light rail,3044
Aug-23,Adult,Light rail,1275747
Aug-23,Child/Youth,Light rail,90965
Aug-23,Senior/Pensioner,Light rail,381478
Sep-23,Child/Youth,Light rail,125859
Oct-23,Concession,Light rail,275764
Oct-23,CTP,Light rail,1413262
Nov-23,School Student,Light rail,36321
Nov-23,Sgl Trip LR Child/Youth,Light rail,1258
Dec-23,Sgl Trip LR Child/Youth,Light rail,3046
Dec-23,Day Pass without SAF,Light rail,62
Jan-24,Employee,Light rail,9352
Feb-24,Sgl Trip LR Child/Youth,Light rail,1746
Mar-24,Adult,Light rail,1344444
Mar-24,Concession,Light rail,355368
Mar-24,Child/Youth,Light rail,99926
Mar-24,Sgl Trip LR Child/Youth,Light rail,1615
Apr-24,Child/Youth,Light rail,137350
Jun-24,Adult,Light rail,1052342
Apr-19,Senior/Pensioner,Light rail,159245
Dec-19,Day Pass without SAF,Light rail,16
Jan-20,Day Pass Child/Youth w/o SAF,Light rail,2
Apr-22,Sgl Trip LR Adult,Light rail,1659
Jan-18,School Student,Light rail,441
Dec-18,Day Pass without SAF,Light rail,1
Jan-19,Day Pass without SAF,Light rail,4
Mar-19,Day Pass Child/Youth w/o SAF,Light rail,1
Apr-19,Day Pass without SAF,Light rail,5
Sep-19,Day Pass Child/Youth w/o SAF,Light rail,67
Mar-24,Day Pass Child/Youth w/o SAF,Light rail,6
Aug-16,School Student,Train,1125676
Sep-16,Employee,Train,302130
Oct-16,Adult,Train,22608261
Oct-16,Sgl Trip Rail Adult,Train,311836
Nov-16,Free Travel,Train,33096
Dec-16,Adult,Train,21532401
Dec-16,School Student,Train,404194
Feb-17,School Student,Train,1028738
Feb-17,Sgl Trip Rail Adult,Train,288914
Feb-17,Sgl Trip Rail Child/Youth,Train,45771
Feb-17,Free Travel,Train,30092
Mar-17,Employee,Train,331728
Apr-17,Senior/Pensioner,Train,2679990
Apr-17,Concession,Train,2080422
Jun-17,Child/Youth,Train,1076221
Jun-17,Concession,Train,1944290
Jul-17,Sgl Trip Rail Child/Youth,Train,92187
Jul-17,Senior/Pensioner,Train,2804836
Aug-17,Concession,Train,2822581
Sep-17,Adult,Train,24295203
Oct-17,Day Pass without SAF,Train,73
Dec-17,Senior/Pensioner,Train,2749627
Dec-17,Adult,Train,22729922
Jan-18,Adult,Train,22118391
Feb-18,Employee,Train,259220
Mar-18,School Student,Train,1154541
Mar-18,Adult,Train,26186985
Jun-18,School Student,Train,1094868
Aug-18,Employee,Train,302280
Sep-18,School Student,Train,1093627
Nov-18,Concession,Train,1798391
Nov-18,School Student,Train,1152486
Dec-18,Concession,Train,1345643
Dec-18,Sgl Trip Rail Adult,Train,306621
Dec-18,CTP,Train,400255
Jan-19,Sgl Trip Rail Child/Youth,Train,73085
Feb-19,Senior/Pensioner,Train,2837854
May-19,Sgl Trip Rail Adult,Train,236129
Jun-19,Adult,Train,23861758
Jun-19,Sgl Trip Rail Adult,Train,218974
Jul-19,Concession,Train,1800701
Jul-19,Sgl Trip Rail Child/Youth,Train,67391
Jul-19,CTP,Train,890275
Jul-19,Free Travel,Train,35294
Aug-19,Free Travel,Train,35716
Nov-19,School Student,Train,1140317
Nov-19,CTP,Train,3041703
Dec-19,Employee,Train,313184
Dec-19,Senior/Pensioner,Train,2856582
Jan-20,School Student,Train,135534
Feb-20,Child/Youth,Train,851652
Mar-20,Child/Youth,Train,509401
May-20,Child/Youth,Train,199113
May-20,Day Pass without SAF,Train,446
Jul-20,CTP,Train,2292077
Aug-20,Child/Youth,Train,376987
Aug-20,Sgl Trip Rail Child/Youth,Train,16736
Sep-20,Senior/Pensioner,Train,1501862
Sep-20,Child/Youth,Train,481158
Nov-20,Free Travel,Train,19717
Feb-21,Sgl Trip Rail Adult,Train,44261
Feb-21,Child/Youth,Train,556563
Mar-21,Child/Youth,Train,532750
Mar-21,CTP,Train,4083006
Apr-21,Concession,Train,1227628
Apr-21,Child/Youth,Train,935882
Apr-21,Adult,Train,10852255
Apr-21,Sgl Trip Rail Child/Youth,Train,56928
May-21,Day Pass without SAF,Train,690
Jun-21,School Student,Train,834277
Jun-21,Sgl Trip Rail Child/Youth,Train,26038
Jul-21,Adult,Train,3303530
Jul-21,CTP,Train,1055844
Jul-21,Free Travel,Train,5093
Nov-21,School Student,Train,947788
Jan-22,Free Travel,Train,10852
May-22,Child/Youth,Train,514081
May-22,Senior/Pensioner,Train,2003021
Jun-22,Employee,Train,223849
Sep-22,Free Travel,Train,16554
Oct-22,Child/Youth,Train,605550
Nov-22,Employee,Train,120096
Dec-22,Sgl Trip Rail Adult,Train,117625
Jan-23,CTP,Train,6630220
Jan-23,Senior/Pensioner,Train,2013174
Jan-23,Concession,Train,663041
Jan-23,Employee,Train,193986
Feb-23,Senior/Pensioner,Train,2096692
Feb-23,Child/Youth,Train,588340
Feb-23,Concession,Train,1028752
Feb-23,Sgl Trip Rail Child/Youth,Train,34769
Feb-23,Adult,Train,9966221
Feb-23,Employee,Train,203824
Feb-23,School Student,Train,1020671
Mar-23,Senior/Pensioner,Train,2317254
May-23,Adult,Train,11513916
Jun-23,Sgl Trip Rail Adult,Train,98915
Aug-23,Sgl Trip Rail Child/Youth,Train,45109
Aug-23,Concession,Train,1466217
Sep-23,CTP,Train,8689041
Oct-23,Concession,Train,1300116
Oct-23,Sgl Trip Rail Child/Youth,Train,49139
Nov-23,Senior/Pensioner,Train,2426988
Nov-23,Sgl Trip Rail Child/Youth,Train,37905
Dec-23,Child/Youth,Train,837053
Jan-24,Child/Youth,Train,990126
Jan-24,School Student,Train,28741
Feb-24,Adult,Train,11065961
Feb-24,CTP,Train,9659653
Feb-24,Sgl Trip Rail Adult,Train,103265
Feb-24,Free Travel,Train,22693
Mar-24,Adult,Train,11523217
Mar-24,Concession,Train,1691060
Mar-24,Sgl Trip Rail Child/Youth,Train,44722
Apr-24,CTP,Train,9110115
Jun-24,School Student,Train,959920
Sep-16,Free Travel,Train,30292
Sep-21,Employee,Train,63703
Feb-22,Child/Youth,Train,446173
