trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2023-05-05|Bus|Chatswood|0|<50|<50
2023-05-05|Bus|Macquarie Park|0|<50|<50
2023-05-05|Bus|Newcastle and surrounds|0|<50|<50
2023-05-05|Bus|North Sydney|0|<50|<50
2023-05-05|Bus|Other|0|1000|2200
2023-05-05|Bus|Parramatta|0|<50|<50
2023-05-05|Bus|Strathfield|0|<50|<50
2023-05-05|Bus|Sydney CBD|0|800|200
2023-05-05|Bus|All - NSW|0|1800|2400
2023-05-05|Bus|Chatswood|1|<50|<50
2023-05-05|Bus|Macquarie Park|1|<50|<50
2023-05-05|Bus|North Sydney|1|<50|<50
2023-05-05|Bus|Other|1|400|800
2023-05-05|Bus|Parramatta|1|<50|<50
2023-05-05|Bus|Strathfield|1|<50|<50
2023-05-05|Bus|Sydney CBD|1|500|100
2023-05-05|Bus|All - NSW|1|900|900
2023-05-05|Bus|Chatswood|2|<50|<50
2023-05-05|Bus|Macquarie Park|2|<50|<50
2023-05-05|Bus|North Sydney|2|<50|<50
2023-05-05|Bus|Other|2|400|700
2023-05-05|Bus|Parramatta|2|<50|<50
2023-05-05|Bus|Strathfield|2|<50|<50
2023-05-05|Bus|Sydney CBD|2|400|100
2023-05-05|Bus|All - NSW|2|800|800
2023-05-05|Bus|Chatswood|3|<50|<50
2023-05-05|Bus|Macquarie Park|3|<50|<50
2023-05-05|Bus|North Sydney|3|<50|<50
2023-05-05|Bus|Other|3|400|600
2023-05-05|Bus|Parramatta|3|<50|<50
2023-05-05|Bus|Strathfield|3|<50|<50
2023-05-05|Bus|Sydney CBD|3|400|100
2023-05-05|Bus|All - NSW|3|800|700
2023-05-05|Bus|Chatswood|4|<50|<50
2023-05-05|Bus|Macquarie Park|4|<50|<50
2023-05-05|Bus|North Sydney|4|<50|<50
2023-05-05|Bus|Other|4|1600|1000
2023-05-05|Bus|Parramatta|4|<50|<50
2023-05-05|Bus|Strathfield|4|<50|<50
