trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2022-07-23|Bus|Chatswood|0|<50|<50
2022-07-23|Bus|Macquarie Park|0|<50|<50
2022-07-23|Bus|Newcastle and surrounds|0|<50|<50
2022-07-23|Bus|North Sydney|0|<50|<50
2022-07-23|Bus|Other|0|1200|2400
2022-07-23|Bus|Parramatta|0|<50|<50
2022-07-23|Bus|Strathfield|0|<50|<50
2022-07-23|Bus|Sydney CBD|0|900|200
2022-07-23|Bus|All - NSW|0|2100|2600
2022-07-23|Bus|Chatswood|1|<50|<50
2022-07-23|Bus|Macquarie Park|1|<50|<50
2022-07-23|Bus|Newcastle and surrounds|1|<50|<50
2022-07-23|Bus|North Sydney|1|<50|<50
2022-07-23|Bus|Other|1|500|1200
2022-07-23|Bus|Parramatta|1|<50|<50
2022-07-23|Bus|Strathfield|1|<50|<50
2022-07-23|Bus|Sydney CBD|1|700|200
2022-07-23|Bus|All - NSW|1|1200|1400
2022-07-23|Bus|Chatswood|2|<50|<50
2022-07-23|Bus|Macquarie Park|2|<50|<50
2022-07-23|Bus|Newcastle and surrounds|2|<50|<50
2022-07-23|Bus|North Sydney|2|<50|<50
2022-07-23|Bus|Other|2|400|1000
2022-07-23|Bus|Parramatta|2|<50|100
2022-07-23|Bus|Strathfield|2|<50|<50
2022-07-23|Bus|Sydney CBD|2|800|200
2022-07-23|Bus|All - NSW|2|1200|1300
2022-07-23|Bus|Chatswood|3|<50|<50
2022-07-23|Bus|Macquarie Park|3|<50|<50
2022-07-23|Bus|Newcastle and surrounds|3|<50|<50
2022-07-23|Bus|North Sydney|3|<50|<50
2022-07-23|Bus|Other|3|400|900
2022-07-23|Bus|Parramatta|3|<50|100
2022-07-23|Bus|Strathfield|3|<50|<50
2022-07-23|Bus|Sydney CBD|3|600|200
2022-07-23|Bus|All - NSW|3|1000|1200
2022-07-23|Bus|Chatswood|4|<50|<50
2022-07-23|Bus|Macquarie Park|4|<50|<50
2022-07-23|Bus|North Sydney|4|<50|<50
2022-07-23|Bus|Other|4|600|700
2022-07-23|Bus|Parramatta|4|<50|<50
2022-07-23|Bus|Strathfield|4|<50|<50
2022-07-23|Bus|Sydney CBD|4|300|200
2022-07-23|Bus|All - NSW|4|900|900
2022-07-23|Bus|Chatswood|5|<50|<50
2022-07-23|Bus|Macquarie Park|5|<50|<50
2022-07-23|Bus|Newcastle and surrounds|5|<50|<50
2022-07-23|Bus|North Sydney|5|<50|<50
2022-07-23|Bus|Other|5|1700|1400
2022-07-23|Bus|Parramatta|5|100|<50
2022-07-23|Bus|Strathfield|5|<50|<50
2022-07-23|Bus|Sydney CBD|5|400|300
2022-07-23|Bus|All - NSW|5|2200|1700
2022-07-23|Bus|Chatswood|6|100|<50
2022-07-23|Bus|Macquarie Park|6|<50|<50
2022-07-23|Bus|Newcastle and surrounds|6|<50|<50
2022-07-23|Bus|North Sydney|6|100|<50
2022-07-23|Bus|Other|6|4600|4400
2022-07-23|Bus|Parramatta|6|200|100
2022-07-23|Bus|Strathfield|6|100|<50
2022-07-23|Bus|Sydney CBD|6|800|600
2022-07-23|Bus|Wollongong and surrounds|6|<50|<50
2022-07-23|Bus|All - NSW|6|5900|5100
2022-07-23|Bus|Chatswood|7|100|100
2022-07-23|Bus|Macquarie Park|7|100|100
2022-07-23|Bus|Newcastle and surrounds|7|<50|<50
2022-07-23|Bus|North Sydney|7|100|<50
2022-07-23|Bus|Other|7|7800|6800
2022-07-23|Bus|Parramatta|7|300|300
2022-07-23|Bus|Strathfield|7|100|100
2022-07-23|Bus|Sydney CBD|7|800|800
2022-07-23|Bus|Wollongong and surrounds|7|<50|100
2022-07-23|Bus|All - NSW|7|9300|8300
2022-07-23|Bus|Chatswood|8|200|200
2022-07-23|Bus|Macquarie Park|8|200|200
2022-07-23|Bus|Newcastle and surrounds|8|<50|<50
2022-07-23|Bus|North Sydney|8|100|100
2022-07-23|Bus|Other|8|12700|11400
2022-07-23|Bus|Parramatta|8|500|500
2022-07-23|Bus|Strathfield|8|100|100
2022-07-23|Bus|Sydney CBD|8|1300|1400
2022-07-23|Bus|Wollongong and surrounds|8|100|100
2022-07-23|Bus|All - NSW|8|15200|14000
2022-07-23|Bus|Chatswood|9|200|300
2022-07-23|Bus|Macquarie Park|9|200|200
2022-07-23|Bus|Newcastle and surrounds|9|<50|<50
2022-07-23|Bus|North Sydney|9|100|100
2022-07-23|Bus|Other|9|16200|14500
2022-07-23|Bus|Parramatta|9|500|600
2022-07-23|Bus|Strathfield|9|200|200
2022-07-23|Bus|Sydney CBD|9|1400|2000
2022-07-23|Bus|Wollongong and surrounds|9|100|100
2022-07-23|Bus|All - NSW|9|18900|18000
2022-07-23|Bus|Chatswood|10|200|300
2022-07-23|Bus|Macquarie Park|10|200|300
2022-07-23|Bus|Newcastle and surrounds|10|<50|<50
2022-07-23|Bus|North Sydney|10|100|100
2022-07-23|Bus|Other|10|19000|17000
2022-07-23|Bus|Parramatta|10|500|600
2022-07-23|Bus|Strathfield|10|200|200
2022-07-23|Bus|Sydney CBD|10|1600|2500
2022-07-23|Bus|Wollongong and surrounds|10|100|200
2022-07-23|Bus|All - NSW|10|21900|21200
2022-07-23|Bus|Chatswood|11|300|300
2022-07-23|Bus|Macquarie Park|11|300|300
2022-07-23|Bus|Newcastle and surrounds|11|<50|100
2022-07-23|Bus|North Sydney|11|200|100
2022-07-23|Bus|Other|11|20600|18600
2022-07-23|Bus|Parramatta|11|600|700
2022-07-23|Bus|Strathfield|11|200|200
2022-07-23|Bus|Sydney CBD|11|1700|2900
2022-07-23|Bus|Wollongong and surrounds|11|100|200
2022-07-23|Bus|All - NSW|11|24000|23400
2022-07-23|Bus|Chatswood|12|300|400
2022-07-23|Bus|Macquarie Park|12|300|300
2022-07-23|Bus|Newcastle and surrounds|12|<50|100
2022-07-23|Bus|North Sydney|12|200|100
2022-07-23|Bus|Other|12|21700|19600
2022-07-23|Bus|Parramatta|12|600|700
2022-07-23|Bus|Strathfield|12|300|200
2022-07-23|Bus|Sydney CBD|12|1900|3200
2022-07-23|Bus|Wollongong and surrounds|12|100|100
2022-07-23|Bus|All - NSW|12|25400|24700
2022-07-23|Bus|Chatswood|13|300|300
2022-07-23|Bus|Macquarie Park|13|300|400
2022-07-23|Bus|Newcastle and surrounds|13|<50|100
2022-07-23|Bus|North Sydney|13|100|200
2022-07-23|Bus|Other|13|20200|20000
2022-07-23|Bus|Parramatta|13|800|700
2022-07-23|Bus|Strathfield|13|300|200
2022-07-23|Bus|Sydney CBD|13|2100|3100
2022-07-23|Bus|Wollongong and surrounds|13|100|100
2022-07-23|Bus|All - NSW|13|24200|25100
2022-07-23|Bus|Chatswood|14|300|300
2022-07-23|Bus|Macquarie Park|14|400|300
2022-07-23|Bus|Newcastle and surrounds|14|<50|<50
2022-07-23|Bus|North Sydney|14|200|100
2022-07-23|Bus|Other|14|20100|20300
2022-07-23|Bus|Parramatta|14|700|700
2022-07-23|Bus|Strathfield|14|200|200
