trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2022-09-09|Bus|Chatswood|0|<50|<50
2022-09-09|Bus|Macquarie Park|0|<50|<50
2022-09-09|Bus|Newcastle and surrounds|0|<50|<50
2022-09-09|Bus|North Sydney|0|<50|<50
2022-09-09|Bus|Other|0|700|1600
2022-09-09|Bus|Parramatta|0|<50|<50
2022-09-09|Bus|Strathfield|0|<50|<50
2022-09-09|Bus|Sydney CBD|0|600|200
2022-09-09|Bus|All - NSW|0|1300|1800
2022-09-09|Bus|Chatswood|1|<50|<50
2022-09-09|Bus|Macquarie Park|1|<50|<50
2022-09-09|Bus|North Sydney|1|<50|<50
2022-09-09|Bus|Other|1|400|800
2022-09-09|Bus|Parramatta|1|<50|<50
2022-09-09|Bus|Strathfield|1|<50|<50
2022-09-09|Bus|Sydney CBD|1|500|100
2022-09-09|Bus|All - NSW|1|900|900
2022-09-09|Bus|Chatswood|2|<50|<50
2022-09-09|Bus|Macquarie Park|2|<50|<50
2022-09-09|Bus|North Sydney|2|<50|<50
2022-09-09|Bus|Other|2|400|800
2022-09-09|Bus|Parramatta|2|<50|<50
2022-09-09|Bus|Strathfield|2|<50|<50
2022-09-09|Bus|Sydney CBD|2|500|200
2022-09-09|Bus|All - NSW|2|900|1000
2022-09-09|Bus|Chatswood|3|<50|<50
2022-09-09|Bus|Macquarie Park|3|<50|<50
2022-09-09|Bus|North Sydney|3|<50|<50
2022-09-09|Bus|Other|3|300|600
2022-09-09|Bus|Parramatta|3|<50|<50
2022-09-09|Bus|Strathfield|3|<50|<50
2022-09-09|Bus|Sydney CBD|3|400|100
2022-09-09|Bus|All - NSW|3|700|700
2022-09-09|Bus|Chatswood|4|<50|<50
2022-09-09|Bus|Macquarie Park|4|<50|<50
2022-09-09|Bus|North Sydney|4|<50|<50
2022-09-09|Bus|Other|4|1300|800
2022-09-09|Bus|Parramatta|4|<50|<50
2022-09-09|Bus|Strathfield|4|<50|<50
2022-09-09|Bus|Sydney CBD|4|200|200
2022-09-09|Bus|All - NSW|4|1500|1000
2022-09-09|Bus|Chatswood|5|100|<50
2022-09-09|Bus|Macquarie Park|5|100|100
2022-09-09|Bus|Newcastle and surrounds|5|<50|<50
2022-09-09|Bus|North Sydney|5|100|<50
2022-09-09|Bus|Other|5|7900|5300
2022-09-09|Bus|Parramatta|5|300|300
2022-09-09|Bus|Strathfield|5|100|100
2022-09-09|Bus|Sydney CBD|5|600|900
2022-09-09|Bus|Wollongong and surrounds|5|<50|<50
2022-09-09|Bus|All - NSW|5|9200|6700
2022-09-09|Bus|Chatswood|6|300|200
2022-09-09|Bus|Macquarie Park|6|200|200
2022-09-09|Bus|Newcastle and surrounds|6|<50|<50
2022-09-09|Bus|North Sydney|6|100|200
2022-09-09|Bus|Other|6|20500|16500
2022-09-09|Bus|Parramatta|6|900|700
2022-09-09|Bus|Strathfield|6|300|200
2022-09-09|Bus|Sydney CBD|6|1800|2600
2022-09-09|Bus|Wollongong and surrounds|6|100|100
2022-09-09|Bus|All - NSW|6|24200|20700
2022-09-09|Bus|Chatswood|7|500|400
2022-09-09|Bus|Macquarie Park|7|600|500
2022-09-09|Bus|Newcastle and surrounds|7|<50|100
2022-09-09|Bus|North Sydney|7|400|500
2022-09-09|Bus|Other|7|45000|29600
2022-09-09|Bus|Parramatta|7|1500|1600
2022-09-09|Bus|Strathfield|7|400|400
2022-09-09|Bus|Sydney CBD|7|2300|6500
2022-09-09|Bus|Wollongong and surrounds|7|300|400
2022-09-09|Bus|All - NSW|7|51000|40000
2022-09-09|Bus|Chatswood|8|600|700
2022-09-09|Bus|Macquarie Park|8|800|800
2022-09-09|Bus|Newcastle and surrounds|8|100|100
2022-09-09|Bus|North Sydney|8|700|1200
2022-09-09|Bus|Other|8|48900|43400
2022-09-09|Bus|Parramatta|8|1500|2200
2022-09-09|Bus|Strathfield|8|500|400
2022-09-09|Bus|Sydney CBD|8|3300|13100
2022-09-09|Bus|Wollongong and surrounds|8|400|900
2022-09-09|Bus|All - NSW|8|56800|62800
2022-09-09|Bus|Chatswood|9|300|400
2022-09-09|Bus|Macquarie Park|9|300|700
2022-09-09|Bus|Newcastle and surrounds|9|100|100
2022-09-09|Bus|North Sydney|9|300|500
2022-09-09|Bus|Other|9|27300|27200
2022-09-09|Bus|Parramatta|9|800|1300
2022-09-09|Bus|Strathfield|9|400|300
2022-09-09|Bus|Sydney CBD|9|2600|7000
2022-09-09|Bus|Wollongong and surrounds|9|100|200
2022-09-09|Bus|All - NSW|9|32200|37700
2022-09-09|Bus|Chatswood|10|200|300
2022-09-09|Bus|Macquarie Park|10|300|400
2022-09-09|Bus|Newcastle and surrounds|10|100|100
2022-09-09|Bus|North Sydney|10|200|200
2022-09-09|Bus|Other|10|22200|20900
2022-09-09|Bus|Parramatta|10|600|800
2022-09-09|Bus|Strathfield|10|200|200
2022-09-09|Bus|Sydney CBD|10|2000|3200
2022-09-09|Bus|Wollongong and surrounds|10|200|200
2022-09-09|Bus|All - NSW|10|26000|26300
2022-09-09|Bus|Chatswood|11|300|300
2022-09-09|Bus|Macquarie Park|11|300|400
2022-09-09|Bus|Newcastle and surrounds|11|100|100
2022-09-09|Bus|North Sydney|11|200|100
2022-09-09|Bus|Other|11|22300|20900
2022-09-09|Bus|Parramatta|11|700|800
2022-09-09|Bus|Strathfield|11|200|200
2022-09-09|Bus|Sydney CBD|11|2000|3000
2022-09-09|Bus|Wollongong and surrounds|11|200|200
