trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2025-05-10|Bus|Chatswood|0|<100|<100
2025-05-10|Bus|Macquarie Park|0|<100|100
2025-05-10|Bus|North Sydney|0|<100|<100
2025-05-10|Bus|Other|0|1900|2900
2025-05-10|Bus|Parramatta|0|100|100
2025-05-10|Bus|Strathfield|0|<100|<100
2025-05-10|Bus|Sydney CBD|0|1100|900
2025-05-10|Bus|All - NSW|0|3100|4000
2025-05-10|Bus|Chatswood|1|<100|<100
2025-05-10|Bus|Macquarie Park|1|<100|<100
2025-05-10|Bus|North Sydney|1|<100|<100
2025-05-10|Bus|Other|1|700|1000
2025-05-10|Bus|Parramatta|1|100|<100
2025-05-10|Bus|Strathfield|1|<100|<100
2025-05-10|Bus|Sydney CBD|1|700|600
2025-05-10|Bus|All - NSW|1|1500|1600
2025-05-10|Bus|Chatswood|2|<100|<100
2025-05-10|Bus|Macquarie Park|2|<100|<100
2025-05-10|Bus|North Sydney|2|<100|<100
2025-05-10|Bus|Other|2|500|700
2025-05-10|Bus|Parramatta|2|<100|<100
2025-05-10|Bus|Strathfield|2|<100|<100
2025-05-10|Bus|Sydney CBD|2|900|600
2025-05-10|Bus|All - NSW|2|1400|1300
2025-05-10|Bus|Chatswood|3|<100|<100
2025-05-10|Bus|Macquarie Park|3|<100|<100
2025-05-10|Bus|North Sydney|3|<100|<100
2025-05-10|Bus|Other|3|500|700
2025-05-10|Bus|Parramatta|3|<100|<100
2025-05-10|Bus|Strathfield|3|<100|<100
2025-05-10|Bus|Sydney CBD|3|600|500
2025-05-10|Bus|All - NSW|3|1100|1200
2025-05-10|Bus|Chatswood|4|<100|<100
2025-05-10|Bus|Macquarie Park|4|<100|<100
2025-05-10|Bus|North Sydney|4|<100|<100
2025-05-10|Bus|Other|4|700|700
2025-05-10|Bus|Parramatta|4|<100|100
2025-05-10|Bus|Strathfield|4|<100|<100
2025-05-10|Bus|Sydney CBD|4|300|400
2025-05-10|Bus|All - NSW|4|1000|1200
2025-05-10|Bus|Chatswood|5|100|<100
2025-05-10|Bus|Macquarie Park|5|<100|<100
2025-05-10|Bus|North Sydney|5|<100|<100
2025-05-10|Bus|Other|5|2600|2100
2025-05-10|Bus|Parramatta|5|100|100
2025-05-10|Bus|Strathfield|5|<100|<100
2025-05-10|Bus|Sydney CBD|5|500|400
2025-05-10|Bus|All - NSW|5|3300|2600
2025-05-10|Bus|Chatswood|6|200|100
2025-05-10|Bus|Macquarie Park|6|<100|<100
2025-05-10|Bus|North Sydney|6|100|<100
2025-05-10|Bus|Other|6|7400|6700
2025-05-10|Bus|Parramatta|6|400|200
2025-05-10|Bus|Strathfield|6|200|100
2025-05-10|Bus|Sydney CBD|6|1100|900
2025-05-10|Bus|Wollongong and surrounds|6|<100|<100
2025-05-10|Bus|All - NSW|6|9400|8000
2025-05-10|Bus|Chatswood|7|200|200
2025-05-10|Bus|Macquarie Park|7|100|200
2025-05-10|Bus|North Sydney|7|100|100
2025-05-10|Bus|Other|7|13300|11500
2025-05-10|Bus|Parramatta|7|500|500
2025-05-10|Bus|Strathfield|7|200|200
2025-05-10|Bus|Sydney CBD|7|1300|1200
2025-05-10|Bus|Wollongong and surrounds|7|100|100
2025-05-10|Bus|All - NSW|7|15800|14000
2025-05-10|Bus|Chatswood|8|300|300
2025-05-10|Bus|Macquarie Park|8|300|400
2025-05-10|Bus|North Sydney|8|100|100
2025-05-10|Bus|Other|8|20800|19000
2025-05-10|Bus|Parramatta|8|600|800
2025-05-10|Bus|Strathfield|8|200|300
2025-05-10|Bus|Sydney CBD|8|1800|1900
2025-05-10|Bus|Wollongong and surrounds|8|100|200
2025-05-10|Bus|All - NSW|8|24200|23000
2025-05-10|Bus|Chatswood|9|200|300
2025-05-10|Bus|Macquarie Park|9|300|400
2025-05-10|Bus|Newcastle and surrounds|9|<100|<100
2025-05-10|Bus|North Sydney|9|200|200
2025-05-10|Bus|Other|9|26800|24300
2025-05-10|Bus|Parramatta|9|700|800
2025-05-10|Bus|Strathfield|9|300|300
2025-05-10|Bus|Sydney CBD|9|2300|2700
2025-05-10|Bus|Wollongong and surrounds|9|300|200
2025-05-10|Bus|All - NSW|9|31100|29200
2025-05-10|Bus|Chatswood|10|300|400
2025-05-10|Bus|Macquarie Park|10|400|400
2025-05-10|Bus|Newcastle and surrounds|10|<100|<100
2025-05-10|Bus|North Sydney|10|200|200
2025-05-10|Bus|Other|10|31200|28500
2025-05-10|Bus|Parramatta|10|700|900
2025-05-10|Bus|Strathfield|10|400|300
2025-05-10|Bus|Sydney CBD|10|2800|3300
2025-05-10|Bus|Wollongong and surrounds|10|500|500
2025-05-10|Bus|All - NSW|10|36500|34500
2025-05-10|Bus|Chatswood|11|400|500
2025-05-10|Bus|Macquarie Park|11|400|500
2025-05-10|Bus|North Sydney|11|200|200
2025-05-10|Bus|Other|11|33900|32000
2025-05-10|Bus|Parramatta|11|800|900
2025-05-10|Bus|Strathfield|11|400|400
2025-05-10|Bus|Sydney CBD|11|3100|3900
2025-05-10|Bus|Wollongong and surrounds|11|500|500
2025-05-10|Bus|All - NSW|11|39700|38900
2025-05-10|Bus|Chatswood|12|500|500
2025-05-10|Bus|Macquarie Park|12|500|500
2025-05-10|Bus|North Sydney|12|200|200
2025-05-10|Bus|Other|12|33700|32700
2025-05-10|Bus|Parramatta|12|900|900
2025-05-10|Bus|Strathfield|12|400|400
2025-05-10|Bus|Sydney CBD|12|3700|4100
2025-05-10|Bus|Wollongong and surrounds|12|600|600
2025-05-10|Bus|All - NSW|12|40500|39900
2025-05-10|Bus|Chatswood|13|400|500
2025-05-10|Bus|Macquarie Park|13|500|500
2025-05-10|Bus|North Sydney|13|200|200
2025-05-10|Bus|Other|13|33900|33800
2025-05-10|Bus|Parramatta|13|1000|1000
2025-05-10|Bus|Strathfield|13|500|400
2025-05-10|Bus|Sydney CBD|13|4000|4300
2025-05-10|Bus|Wollongong and surrounds|13|600|600
2025-05-10|Bus|All - NSW|13|41100|41300
2025-05-10|Bus|Chatswood|14|500|500
2025-05-10|Bus|Macquarie Park|14|600|500
2025-05-10|Bus|North Sydney|14|200|200
2025-05-10|Bus|Other|14|33500|33600
2025-05-10|Bus|Parramatta|14|1000|1100
2025-05-10|Bus|Strathfield|14|400|400
2025-05-10|Bus|Sydney CBD|14|4200|4200
2025-05-10|Bus|Wollongong and surrounds|14|600|600
2025-05-10|Bus|All - NSW|14|41000|41100
2025-05-10|Bus|Chatswood|15|600|600
2025-05-10|Bus|Macquarie Park|15|600|500
2025-05-10|Bus|Newcastle and surrounds|15|<100|<100
2025-05-10|Bus|North Sydney|15|200|200
2025-05-10|Bus|Other|15|33400|34100
2025-05-10|Bus|Parramatta|15|1000|900
2025-05-10|Bus|Strathfield|15|500|400
2025-05-10|Bus|Sydney CBD|15|4800|4400
2025-05-10|Bus|Wollongong and surrounds|15|700|700
2025-05-10|Bus|All - NSW|15|41800|41800
2025-05-10|Bus|Chatswood|16|600|500
2025-05-10|Bus|Macquarie Park|16|600|400
2025-05-10|Bus|Newcastle and surrounds|16|<100|<100
2025-05-10|Bus|North Sydney|16|200|200
2025-05-10|Bus|Other|16|33500|34200
2025-05-10|Bus|Parramatta|16|1300|1100
2025-05-10|Bus|Strathfield|16|300|300
2025-05-10|Bus|Sydney CBD|16|4900|4700
2025-05-10|Bus|Wollongong and surrounds|16|800|800
2025-05-10|Bus|All - NSW|16|42200|42200
2025-05-10|Bus|Chatswood|17|600|500
2025-05-10|Bus|Macquarie Park|17|600|600
2025-05-10|Bus|Newcastle and surrounds|17|<100|<100
2025-05-10|Bus|North Sydney|17|300|200
2025-05-10|Bus|Other|17|30700|31900
2025-05-10|Bus|Parramatta|17|1100|900
2025-05-10|Bus|Strathfield|17|300|400
2025-05-10|Bus|Sydney CBD|17|5000|5000
2025-05-10|Bus|Wollongong and surrounds|17|300|300
2025-05-10|Bus|All - NSW|17|38900|39800
2025-05-10|Bus|Chatswood|18|400|300
2025-05-10|Bus|Macquarie Park|18|600|500
2025-05-10|Bus|North Sydney|18|200|200
2025-05-10|Bus|Other|18|21900|25100
2025-05-10|Bus|Parramatta|18|1000|900
2025-05-10|Bus|Strathfield|18|300|400
2025-05-10|Bus|Sydney CBD|18|3700|4200
2025-05-10|Bus|Wollongong and surrounds|18|100|100
2025-05-10|Bus|All - NSW|18|28200|31700
2025-05-10|Bus|Chatswood|19|300|300
2025-05-10|Bus|Macquarie Park|19|300|300
2025-05-10|Bus|North Sydney|19|100|100
