trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2020-01-02|Bus|Chatswood|0|<50|<50
2020-01-02|Bus|Macquarie Park|0|<50|<50
2020-01-02|Bus|North Sydney|0|<50|<50
2020-01-02|Bus|Other|0|800|1700
2020-01-02|Bus|Parramatta|0|100|<50
2020-01-02|Bus|Strathfield|0|<50|<50
2020-01-02|Bus|Sydney CBD|0|700|200
2020-01-02|Bus|All - NSW|0|1600|1900
2020-01-02|Bus|Chatswood|1|<50|<50
2020-01-02|Bus|Macquarie Park|1|<50|<50
2020-01-02|Bus|North Sydney|1|<50|<50
2020-01-02|Bus|Other|1|400|700
2020-01-02|Bus|Parramatta|1|<50|100
2020-01-02|Bus|Strathfield|1|<50|<50
2020-01-02|Bus|Sydney CBD|1|500|100
2020-01-02|Bus|All - NSW|1|900|900
2020-01-02|Bus|Chatswood|2|<50|<50
2020-01-02|Bus|Macquarie Park|2|<50|<50
2020-01-02|Bus|North Sydney|2|<50|<50
2020-01-02|Bus|Other|2|300|600
2020-01-02|Bus|Parramatta|2|<50|<50
2020-01-02|Bus|Strathfield|2|<50|<50
2020-01-02|Bus|Sydney CBD|2|400|100
2020-01-02|Bus|All - NSW|2|700|700
2020-01-02|Bus|Chatswood|3|<50|<50
2020-01-02|Bus|Macquarie Park|3|<50|<50
2020-01-02|Bus|North Sydney|3|<50|<50
2020-01-02|Bus|Other|3|300|500
2020-01-02|Bus|Parramatta|3|<50|<50
2020-01-02|Bus|Strathfield|3|<50|<50
2020-01-02|Bus|Sydney CBD|3|300|100
2020-01-02|Bus|All - NSW|3|600|600
2020-01-02|Bus|Chatswood|4|<50|<50
2020-01-02|Bus|Macquarie Park|4|<50|<50
2020-01-02|Bus|North Sydney|4|<50|<50
2020-01-02|Bus|Other|4|1000|700
2020-01-02|Bus|Parramatta|4|<50|<50
2020-01-02|Bus|Strathfield|4|<50|<50
2020-01-02|Bus|Sydney CBD|4|200|200
2020-01-02|Bus|All - NSW|4|1200|900
2020-01-02|Bus|Chatswood|5|<50|<50
2020-01-02|Bus|Macquarie Park|5|<50|100
2020-01-02|Bus|Newcastle and surrounds|5|<50|<50
2020-01-02|Bus|North Sydney|5|<50|<50
2020-01-02|Bus|Other|5|5300|3700
2020-01-02|Bus|Parramatta|5|200|200
2020-01-02|Bus|Strathfield|5|100|<50
2020-01-02|Bus|Sydney CBD|5|600|600
2020-01-02|Bus|Wollongong and surrounds|5|<50|<50
2020-01-02|Bus|All - NSW|5|6200|4600
2020-01-02|Bus|Chatswood|6|200|100
2020-01-02|Bus|Macquarie Park|6|100|200
2020-01-02|Bus|Newcastle and surrounds|6|<50|<50
2020-01-02|Bus|North Sydney|6|100|100
2020-01-02|Bus|Other|6|14100|11600
2020-01-02|Bus|Parramatta|6|600|600
2020-01-02|Bus|Strathfield|6|200|100
2020-01-02|Bus|Sydney CBD|6|1400|1700
2020-01-02|Bus|Wollongong and surrounds|6|<50|<50
2020-01-02|Bus|All - NSW|6|16700|14400
2020-01-02|Bus|Chatswood|7|300|300
2020-01-02|Bus|Macquarie Park|7|400|400
2020-01-02|Bus|Newcastle and surrounds|7|<50|100
2020-01-02|Bus|North Sydney|7|200|300
2020-01-02|Bus|Other|7|26100|17500
2020-01-02|Bus|Parramatta|7|1000|1300
2020-01-02|Bus|Strathfield|7|300|300
2020-01-02|Bus|Sydney CBD|7|1900|4600
2020-01-02|Bus|Wollongong and surrounds|7|100|100
2020-01-02|Bus|All - NSW|7|30300|24900
2020-01-02|Bus|Chatswood|8|400|500
2020-01-02|Bus|Macquarie Park|8|500|700
2020-01-02|Bus|Newcastle and surrounds|8|100|100
2020-01-02|Bus|North Sydney|8|300|800
2020-01-02|Bus|Other|8|31700|24800
2020-01-02|Bus|Parramatta|8|1000|1600
2020-01-02|Bus|Strathfield|8|300|300
2020-01-02|Bus|Sydney CBD|8|2700|9100
2020-01-02|Bus|Wollongong and surrounds|8|200|200
2020-01-02|Bus|All - NSW|8|37200|38100
2020-01-02|Bus|Chatswood|9|300|500
2020-01-02|Bus|Macquarie Park|9|300|600
2020-01-02|Bus|Newcastle and surrounds|9|100|100
2020-01-02|Bus|North Sydney|9|300|400
2020-01-02|Bus|Other|9|30800|27000
2020-01-02|Bus|Parramatta|9|800|1300
2020-01-02|Bus|Strathfield|9|300|300
2020-01-02|Bus|Sydney CBD|9|2700|6000
2020-01-02|Bus|Wollongong and surrounds|9|200|200
2020-01-02|Bus|All - NSW|9|35800|36400
2020-01-02|Bus|Chatswood|10|400|600
2020-01-02|Bus|Macquarie Park|10|300|500
2020-01-02|Bus|Newcastle and surrounds|10|100|100
2020-01-02|Bus|North Sydney|10|200|200
2020-01-02|Bus|Other|10|33500|29200
2020-01-02|Bus|Parramatta|10|800|1100
2020-01-02|Bus|Strathfield|10|300|200
2020-01-02|Bus|Sydney CBD|10|2700|5200
2020-01-02|Bus|Wollongong and surrounds|10|200|200
2020-01-02|Bus|All - NSW|10|38500|37300
2020-01-02|Bus|Chatswood|11|400|600
2020-01-02|Bus|Macquarie Park|11|400|500
2020-01-02|Bus|Newcastle and surrounds|11|100|100
2020-01-02|Bus|North Sydney|11|200|200
2020-01-02|Bus|Other|11|34900|31400
2020-01-02|Bus|Parramatta|11|800|1200
2020-01-02|Bus|Strathfield|11|300|300
2020-01-02|Bus|Sydney CBD|11|3100|5600
2020-01-02|Bus|Wollongong and surrounds|11|200|300
2020-01-02|Bus|All - NSW|11|40400|40200
2020-01-02|Bus|Chatswood|12|400|500
2020-01-02|Bus|Macquarie Park|12|400|400
2020-01-02|Bus|Newcastle and surrounds|12|100|100
2020-01-02|Bus|North Sydney|12|200|200
2020-01-02|Bus|Other|12|32200|31500
2020-01-02|Bus|Parramatta|12|900|1000
2020-01-02|Bus|Strathfield|12|300|200
2020-01-02|Bus|Sydney CBD|12|3500|5300
2020-01-02|Bus|Wollongong and surrounds|12|200|200
2020-01-02|Bus|All - NSW|12|38200|39400
2020-01-02|Bus|Chatswood|13|500|500
2020-01-02|Bus|Macquarie Park|13|400|400
2020-01-02|Bus|Newcastle and surrounds|13|100|100
2020-01-02|Bus|North Sydney|13|300|200
2020-01-02|Bus|Other|13|32000|31700
2020-01-02|Bus|Parramatta|13|1000|1000
2020-01-02|Bus|Strathfield|13|400|300
2020-01-02|Bus|Sydney CBD|13|3800|4000
2020-01-02|Bus|Wollongong and surrounds|13|200|200
2020-01-02|Bus|All - NSW|13|38700|38400
2020-01-02|Bus|Chatswood|14|600|400
2020-01-02|Bus|Macquarie Park|14|500|400
2020-01-02|Bus|Newcastle and surrounds|14|100|<50
2020-01-02|Bus|North Sydney|14|200|200
2020-01-02|Bus|Other|14|32100|32900
2020-01-02|Bus|Parramatta|14|1100|900
2020-01-02|Bus|Strathfield|14|300|300
2020-01-02|Bus|Sydney CBD|14|5000|3800
2020-01-02|Bus|Wollongong and surrounds|14|200|200
2020-01-02|Bus|All - NSW|14|40100|39100
2020-01-02|Bus|Chatswood|15|700|500
2020-01-02|Bus|Macquarie Park|15|600|400
2020-01-02|Bus|Newcastle and surrounds|15|100|100
2020-01-02|Bus|North Sydney|15|400|300
2020-01-02|Bus|Other|15|34300|35900
2020-01-02|Bus|Parramatta|15|1300|1000
2020-01-02|Bus|Strathfield|15|400|300
2020-01-02|Bus|Sydney CBD|15|6400|4200
2020-01-02|Bus|Wollongong and surrounds|15|200|200
2020-01-02|Bus|All - NSW|15|44400|42900
2020-01-02|Bus|Chatswood|16|700|500
2020-01-02|Bus|Macquarie Park|16|900|500
2020-01-02|Bus|Newcastle and surrounds|16|100|100
2020-01-02|Bus|North Sydney|16|600|400
2020-01-02|Bus|Other|16|35700|40400
2020-01-02|Bus|Parramatta|16|1900|1100
2020-01-02|Bus|Strathfield|16|400|400
2020-01-02|Bus|Sydney CBD|16|8700|4100
2020-01-02|Bus|Wollongong and surrounds|16|300|200
2020-01-02|Bus|All - NSW|16|49300|47700
2020-01-02|Bus|Chatswood|17|700|600
2020-01-02|Bus|Macquarie Park|17|800|500
2020-01-02|Bus|Newcastle and surrounds|17|100|<50
2020-01-02|Bus|North Sydney|17|700|300
2020-01-02|Bus|Other|17|34100|42700
