trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2022-06-06|Bus|Chatswood|0|<50|<50
2022-06-06|Bus|Macquarie Park|0|<50|<50
2022-06-06|Bus|North Sydney|0|<50|<50
2022-06-06|Bus|Other|0|500|700
2022-06-06|Bus|Parramatta|0|<50|<50
2022-06-06|Bus|Strathfield|0|<50|<50
2022-06-06|Bus|Sydney CBD|0|300|100
2022-06-06|Bus|All - NSW|0|800|800
2022-06-06|Bus|Chatswood|1|<50|<50
2022-06-06|Bus|Macquarie Park|1|<50|<50
2022-06-06|Bus|North Sydney|1|<50|<50
2022-06-06|Bus|Other|1|200|400
2022-06-06|Bus|Parramatta|1|<50|<50
2022-06-06|Bus|Strathfield|1|<50|<50
2022-06-06|Bus|Sydney CBD|1|300|100
2022-06-06|Bus|All - NSW|1|500|500
2022-06-06|Bus|Chatswood|2|<50|<50
2022-06-06|Bus|Macquarie Park|2|<50|<50
2022-06-06|Bus|North Sydney|2|<50|<50
2022-06-06|Bus|Other|2|200|300
2022-06-06|Bus|Parramatta|2|<50|<50
2022-06-06|Bus|Strathfield|2|<50|<50
2022-06-06|Bus|Sydney CBD|2|300|100
2022-06-06|Bus|All - NSW|2|500|400
2022-06-06|Bus|Chatswood|3|<50|<50
2022-06-06|Bus|Macquarie Park|3|<50|<50
2022-06-06|Bus|North Sydney|3|<50|<50
2022-06-06|Bus|Other|3|200|300
2022-06-06|Bus|Parramatta|3|<50|<50
2022-06-06|Bus|Strathfield|3|<50|<50
2022-06-06|Bus|Sydney CBD|3|200|100
2022-06-06|Bus|All - NSW|3|400|400
2022-06-06|Bus|Chatswood|4|<50|<50
2022-06-06|Bus|Macquarie Park|4|<50|<50
2022-06-06|Bus|Newcastle and surrounds|4|<50|<50
2022-06-06|Bus|North Sydney|4|<50|<50
2022-06-06|Bus|Other|4|1200|800
2022-06-06|Bus|Parramatta|4|<50|<50
2022-06-06|Bus|Strathfield|4|<50|<50
2022-06-06|Bus|Sydney CBD|4|200|200
2022-06-06|Bus|All - NSW|4|1400|1000
2022-06-06|Bus|Chatswood|5|100|<50
2022-06-06|Bus|Macquarie Park|5|<50|100
2022-06-06|Bus|Newcastle and surrounds|5|<50|<50
2022-06-06|Bus|North Sydney|5|<50|<50
2022-06-06|Bus|Other|5|7500|5100
2022-06-06|Bus|Parramatta|5|300|300
2022-06-06|Bus|Strathfield|5|100|100
2022-06-06|Bus|Sydney CBD|5|600|800
2022-06-06|Bus|Wollongong and surrounds|5|<50|<50
2022-06-06|Bus|All - NSW|5|8600|6400
2022-06-06|Bus|Chatswood|6|300|100
2022-06-06|Bus|Macquarie Park|6|200|200
2022-06-06|Bus|Newcastle and surrounds|6|<50|<50
2022-06-06|Bus|North Sydney|6|100|100
2022-06-06|Bus|Other|6|19300|15400
2022-06-06|Bus|Parramatta|6|900|700
2022-06-06|Bus|Strathfield|6|300|200
2022-06-06|Bus|Sydney CBD|6|1800|2400
2022-06-06|Bus|Wollongong and surrounds|6|100|100
2022-06-06|Bus|All - NSW|6|23000|19200
2022-06-06|Bus|Chatswood|7|500|500
2022-06-06|Bus|Macquarie Park|7|700|500
2022-06-06|Bus|Newcastle and surrounds|7|<50|100
2022-06-06|Bus|North Sydney|7|400|600
2022-06-06|Bus|Other|7|49400|31400
2022-06-06|Bus|Parramatta|7|1600|1800
2022-06-06|Bus|Strathfield|7|400|400
2022-06-06|Bus|Sydney CBD|7|2300|7000
2022-06-06|Bus|Wollongong and surrounds|7|300|500
2022-06-06|Bus|All - NSW|7|55600|42800
2022-06-06|Bus|Chatswood|8|600|700
2022-06-06|Bus|Macquarie Park|8|700|800
2022-06-06|Bus|Newcastle and surrounds|8|100|100
2022-06-06|Bus|North Sydney|8|800|1300
2022-06-06|Bus|Other|8|51500|46900
2022-06-06|Bus|Parramatta|8|1400|2300
2022-06-06|Bus|Strathfield|8|400|500
2022-06-06|Bus|Sydney CBD|8|3300|15000
2022-06-06|Bus|Wollongong and surrounds|8|500|900
2022-06-06|Bus|All - NSW|8|59300|68500
2022-06-06|Bus|Chatswood|9|300|400
2022-06-06|Bus|Macquarie Park|9|300|600
2022-06-06|Bus|Newcastle and surrounds|9|<50|100
2022-06-06|Bus|North Sydney|9|200|400
2022-06-06|Bus|Other|9|24700|24700
2022-06-06|Bus|Parramatta|9|700|1200
2022-06-06|Bus|Strathfield|9|200|100
2022-06-06|Bus|Sydney CBD|9|2200|6200
2022-06-06|Bus|Wollongong and surrounds|9|200|200
2022-06-06|Bus|All - NSW|9|28800|33900
2022-06-06|Bus|Chatswood|10|200|300
2022-06-06|Bus|Macquarie Park|10|300|400
2022-06-06|Bus|Newcastle and surrounds|10|<50|100
2022-06-06|Bus|North Sydney|10|100|100
2022-06-06|Bus|Other|10|20700|19500
2022-06-06|Bus|Parramatta|10|600|800
2022-06-06|Bus|Strathfield|10|200|200
2022-06-06|Bus|Sydney CBD|10|1500|2600
2022-06-06|Bus|Wollongong and surrounds|10|100|200
2022-06-06|Bus|All - NSW|10|23700|24200
2022-06-06|Bus|Chatswood|11|300|300
2022-06-06|Bus|Macquarie Park|11|200|300
2022-06-06|Bus|Newcastle and surrounds|11|100|100
2022-06-06|Bus|North Sydney|11|200|100
2022-06-06|Bus|Other|11|19900|19100
2022-06-06|Bus|Parramatta|11|600|700
2022-06-06|Bus|Strathfield|11|200|100
2022-06-06|Bus|Sydney CBD|11|1600|2400
2022-06-06|Bus|Wollongong and surrounds|11|200|200
2022-06-06|Bus|All - NSW|11|23300|23300
2022-06-06|Bus|Chatswood|12|500|500
2022-06-06|Bus|Macquarie Park|12|200|500
2022-06-06|Bus|Newcastle and surrounds|12|<50|<50
2022-06-06|Bus|North Sydney|12|500|200
2022-06-06|Bus|Other|12|20100|19500
2022-06-06|Bus|Parramatta|12|700|600
2022-06-06|Bus|Strathfield|12|200|100
2022-06-06|Bus|Sydney CBD|12|2100|2300
2022-06-06|Bus|Wollongong and surrounds|12|200|100
2022-06-06|Bus|All - NSW|12|24500|23800
2022-06-06|Bus|Chatswood|13|300|400
2022-06-06|Bus|Macquarie Park|13|300|300
2022-06-06|Bus|Newcastle and surrounds|13|100|<50
2022-06-06|Bus|North Sydney|13|200|100
2022-06-06|Bus|Other|13|21700|21800
2022-06-06|Bus|Parramatta|13|800|600
2022-06-06|Bus|Strathfield|13|200|100
2022-06-06|Bus|Sydney CBD|13|2300|2100
2022-06-06|Bus|Wollongong and surrounds|13|200|100
2022-06-06|Bus|All - NSW|13|26100|25500
2022-06-06|Bus|Chatswood|14|400|300
2022-06-06|Bus|Macquarie Park|14|400|400
2022-06-06|Bus|Newcastle and surrounds|14|100|100
2022-06-06|Bus|North Sydney|14|200|200
2022-06-06|Bus|Other|14|28700|27800
2022-06-06|Bus|Parramatta|14|1100|800
2022-06-06|Bus|Strathfield|14|200|200
2022-06-06|Bus|Sydney CBD|14|3100|2200
2022-06-06|Bus|Wollongong and surrounds|14|1200|400
2022-06-06|Bus|All - NSW|14|35400|32400
2022-06-06|Bus|Chatswood|15|900|500
2022-06-06|Bus|Macquarie Park|15|900|500
2022-06-06|Bus|Newcastle and surrounds|15|100|100
2022-06-06|Bus|North Sydney|15|600|300
2022-06-06|Bus|Other|15|46100|45900
2022-06-06|Bus|Parramatta|15|2000|1300
2022-06-06|Bus|Strathfield|15|400|400
2022-06-06|Bus|Sydney CBD|15|4200|2600
2022-06-06|Bus|Wollongong and surrounds|15|800|500
2022-06-06|Bus|All - NSW|15|56000|52100
2022-06-06|Bus|Chatswood|16|600|500
2022-06-06|Bus|Macquarie Park|16|800|500
2022-06-06|Bus|Newcastle and surrounds|16|100|100
2022-06-06|Bus|North Sydney|16|600|200
2022-06-06|Bus|Other|16|34100|40400
2022-06-06|Bus|Parramatta|16|1800|1200
2022-06-06|Bus|Strathfield|16|400|300
2022-06-06|Bus|Sydney CBD|16|6800|3500
2022-06-06|Bus|Wollongong and surrounds|16|200|300
2022-06-06|Bus|All - NSW|16|45400|47000
2022-06-06|Bus|Chatswood|17|600|500
2022-06-06|Bus|Macquarie Park|17|900|600
2022-06-06|Bus|Newcastle and surrounds|17|100|100
2022-06-06|Bus|North Sydney|17|1100|400
2022-06-06|Bus|Other|17|31800|39600
2022-06-06|Bus|Parramatta|17|2000|1300
2022-06-06|Bus|Strathfield|17|500|400
2022-06-06|Bus|Sydney CBD|17|11700|4000
2022-06-06|Bus|Wollongong and surrounds|17|200|100
2022-06-06|Bus|All - NSW|17|48900|47000
2022-06-06|Bus|Chatswood|18|400|400
2022-06-06|Bus|Macquarie Park|18|600|500
2022-06-06|Bus|Newcastle and surrounds|18|<50|<50
2022-06-06|Bus|North Sydney|18|400|300
2022-06-06|Bus|Other|18|19400|32400
2022-06-06|Bus|Parramatta|18|1200|900
2022-06-06|Bus|Strathfield|18|400|300
2022-06-06|Bus|Sydney CBD|18|7300|3100
2022-06-06|Bus|Wollongong and surrounds|18|100|100
2022-06-06|Bus|All - NSW|18|29800|38000
2022-06-06|Bus|Chatswood|19|200|100
2022-06-06|Bus|Macquarie Park|19|200|200
2022-06-06|Bus|Newcastle and surrounds|19|<50|<50
2022-06-06|Bus|North Sydney|19|200|100
2022-06-06|Bus|Other|19|9000|14000
2022-06-06|Bus|Parramatta|19|500|300
2022-06-06|Bus|Strathfield|19|100|100
2022-06-06|Bus|Sydney CBD|19|3200|1400
2022-06-06|Bus|Wollongong and surrounds|19|100|<50
2022-06-06|Bus|All - NSW|19|13500|16200
2022-06-06|Bus|Chatswood|20|100|100
2022-06-06|Bus|Macquarie Park|20|200|100
2022-06-06|Bus|Newcastle and surrounds|20|<50|<50
2022-06-06|Bus|North Sydney|20|100|100
2022-06-06|Bus|Other|20|5800|7800
2022-06-06|Bus|Parramatta|20|300|200
