trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2021-10-24|Bus|Chatswood|0|<50|<50
2021-10-24|Bus|Macquarie Park|0|<50|<50
2021-10-24|Bus|Newcastle and surrounds|0|<50|<50
2021-10-24|Bus|North Sydney|0|<50|<50
2021-10-24|Bus|Other|0|800|1300
2021-10-24|Bus|Parramatta|0|<50|<50
2021-10-24|Bus|Strathfield|0|<50|<50
2021-10-24|Bus|Sydney CBD|0|500|200
2021-10-24|Bus|All - NSW|0|1300|1500
2021-10-24|Bus|Chatswood|1|<50|<50
2021-10-24|Bus|Macquarie Park|1|<50|<50
2021-10-24|Bus|Newcastle and surrounds|1|<50|<50
2021-10-24|Bus|North Sydney|1|<50|<50
2021-10-24|Bus|Other|1|300|700
2021-10-24|Bus|Parramatta|1|<50|<50
2021-10-24|Bus|Strathfield|1|<50|<50
2021-10-24|Bus|Sydney CBD|1|400|100
2021-10-24|Bus|All - NSW|1|700|800
2021-10-24|Bus|Chatswood|2|<50|<50
2021-10-24|Bus|Macquarie Park|2|<50|<50
2021-10-24|Bus|North Sydney|2|<50|<50
2021-10-24|Bus|Other|2|200|500
2021-10-24|Bus|Parramatta|2|<50|<50
2021-10-24|Bus|Strathfield|2|<50|<50
2021-10-24|Bus|Sydney CBD|2|400|100
2021-10-24|Bus|All - NSW|2|600|600
2021-10-24|Bus|Chatswood|3|<50|<50
2021-10-24|Bus|Macquarie Park|3|<50|<50
2021-10-24|Bus|North Sydney|3|<50|<50
2021-10-24|Bus|Other|3|200|400
2021-10-24|Bus|Parramatta|3|<50|<50
2021-10-24|Bus|Strathfield|3|<50|<50
2021-10-24|Bus|Sydney CBD|3|200|100
2021-10-24|Bus|All - NSW|3|400|500
2021-10-24|Bus|Chatswood|4|<50|<50
2021-10-24|Bus|Macquarie Park|4|<50|<50
2021-10-24|Bus|North Sydney|4|<50|<50
2021-10-24|Bus|Other|4|200|300
2021-10-24|Bus|Parramatta|4|<50|<50
2021-10-24|Bus|Strathfield|4|<50|<50
2021-10-24|Bus|Sydney CBD|4|100|100
2021-10-24|Bus|All - NSW|4|300|400
2021-10-24|Bus|Chatswood|5|<50|<50
2021-10-24|Bus|Macquarie Park|5|<50|<50
2021-10-24|Bus|Newcastle and surrounds|5|<50|<50
2021-10-24|Bus|North Sydney|5|<50|<50
2021-10-24|Bus|Other|5|500|500
2021-10-24|Bus|Parramatta|5|<50|<50
2021-10-24|Bus|Strathfield|5|<50|<50
2021-10-24|Bus|Sydney CBD|5|200|100
2021-10-24|Bus|All - NSW|5|700|600
2021-10-24|Bus|Chatswood|6|100|<50
2021-10-24|Bus|Macquarie Park|6|<50|<50
2021-10-24|Bus|Newcastle and surrounds|6|<50|<50
2021-10-24|Bus|North Sydney|6|<50|<50
2021-10-24|Bus|Other|6|1300|1400
