trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2024-01-16|Bus|Chatswood|0|<50|<50
2024-01-16|Bus|Macquarie Park|0|<50|<50
2024-01-16|Bus|Newcastle and surrounds|0|<50|<50
2024-01-16|Bus|North Sydney|0|<50|<50
2024-01-16|Bus|Other|0|700|800
2024-01-16|Bus|Parramatta|0|<50|100
2024-01-16|Bus|Strathfield|0|<50|<50
2024-01-16|Bus|Sydney CBD|0|500|600
2024-01-16|Bus|All - NSW|0|1200|1500
2024-01-16|Bus|Chatswood|1|<50|<50
2024-01-16|Bus|Macquarie Park|1|<50|<50
2024-01-16|Bus|Other|1|300|400
2024-01-16|Bus|Parramatta|1|<50|<50
2024-01-16|Bus|Strathfield|1|<50|<50
2024-01-16|Bus|Sydney CBD|1|300|300
2024-01-16|Bus|All - NSW|1|600|700
2024-01-16|Bus|Chatswood|2|<50|<50
2024-01-16|Bus|Macquarie Park|2|<50|<50
2024-01-16|Bus|North Sydney|2|<50|<50
2024-01-16|Bus|Other|2|300|300
2024-01-16|Bus|Parramatta|2|<50|<50
2024-01-16|Bus|Strathfield|2|<50|<50
2024-01-16|Bus|Sydney CBD|2|200|200
2024-01-16|Bus|All - NSW|2|500|500
2024-01-16|Bus|Chatswood|3|<50|<50
2024-01-16|Bus|Macquarie Park|3|<50|<50
2024-01-16|Bus|North Sydney|3|<50|<50
2024-01-16|Bus|Other|3|300|300
2024-01-16|Bus|Parramatta|3|<50|<50
2024-01-16|Bus|Strathfield|3|<50|<50
2024-01-16|Bus|Sydney CBD|3|200|200
2024-01-16|Bus|All - NSW|3|500|500
2024-01-16|Bus|Chatswood|4|<50|<50
2024-01-16|Bus|Macquarie Park|4|<50|<50
2024-01-16|Bus|North Sydney|4|<50|<50
2024-01-16|Bus|Other|4|1500|1000
2024-01-16|Bus|Parramatta|4|<50|<50
2024-01-16|Bus|Strathfield|4|<50|<50
2024-01-16|Bus|Sydney CBD|4|100|200
2024-01-16|Bus|All - NSW|4|1600|1200
2024-01-16|Bus|Chatswood|5|100|100
2024-01-16|Bus|Macquarie Park|5|<50|<50
2024-01-16|Bus|Newcastle and surrounds|5|<50|<50
2024-01-16|Bus|North Sydney|5|100|<50
2024-01-16|Bus|Other|5|10100|7400
2024-01-16|Bus|Parramatta|5|400|300
2024-01-16|Bus|Strathfield|5|100|100
2024-01-16|Bus|Sydney CBD|5|700|400
2024-01-16|Bus|Wollongong and surrounds|5|<50|<50
2024-01-16|Bus|All - NSW|5|11500|8300
2024-01-16|Bus|Chatswood|6|300|300
2024-01-16|Bus|Macquarie Park|6|200|100
2024-01-16|Bus|Newcastle and surrounds|6|<50|<50
2024-01-16|Bus|North Sydney|6|200|200
2024-01-16|Bus|Other|6|25600|21800
2024-01-16|Bus|Parramatta|6|1100|900
2024-01-16|Bus|Strathfield|6|400|300
2024-01-16|Bus|Sydney CBD|6|2400|2100
2024-01-16|Bus|Wollongong and surrounds|6|100|100
2024-01-16|Bus|All - NSW|6|30300|25800
2024-01-16|Bus|Chatswood|7|400|300
2024-01-16|Bus|Macquarie Park|7|800|500
2024-01-16|Bus|Newcastle and surrounds|7|100|<50
2024-01-16|Bus|North Sydney|7|300|300
2024-01-16|Bus|Other|7|51100|39800
2024-01-16|Bus|Parramatta|7|1400|1200
2024-01-16|Bus|Strathfield|7|500|500
2024-01-16|Bus|Sydney CBD|7|2700|2500
2024-01-16|Bus|Wollongong and surrounds|7|100|100
2024-01-16|Bus|All - NSW|7|57400|45200
2024-01-16|Bus|Chatswood|8|500|600
