trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2021-08-21|Bus|Chatswood|0|<50|<50
2021-08-21|Bus|Macquarie Park|0|<50|<50
2021-08-21|Bus|North Sydney|0|<50|<50
2021-08-21|Bus|Other|0|200|200
2021-08-21|Bus|Parramatta|0|<50|<50
2021-08-21|Bus|Strathfield|0|<50|<50
2021-08-21|Bus|Sydney CBD|0|<50|100
2021-08-21|Bus|All - NSW|0|200|300
2021-08-21|Bus|Chatswood|1|<50|<50
2021-08-21|Bus|Macquarie Park|1|<50|<50
2021-08-21|Bus|North Sydney|1|<50|<50
2021-08-21|Bus|Other|1|100|100
2021-08-21|Bus|Parramatta|1|<50|<50
2021-08-21|Bus|Strathfield|1|<50|<50
2021-08-21|Bus|Sydney CBD|1|<50|<50
2021-08-21|Bus|All - NSW|1|100|100
2021-08-21|Bus|Chatswood|2|<50|<50
2021-08-21|Bus|Macquarie Park|2|<50|<50
2021-08-21|Bus|North Sydney|2|<50|<50
2021-08-21|Bus|Other|2|100|100
2021-08-21|Bus|Parramatta|2|<50|<50
2021-08-21|Bus|Strathfield|2|<50|<50
2021-08-21|Bus|Sydney CBD|2|100|<50
2021-08-21|Bus|All - NSW|2|200|100
2021-08-21|Bus|Chatswood|3|<50|<50
2021-08-21|Bus|Macquarie Park|3|<50|<50
2021-08-21|Bus|North Sydney|3|<50|<50
2021-08-21|Bus|Other|3|100|100
2021-08-21|Bus|Parramatta|3|<50|<50
2021-08-21|Bus|Strathfield|3|<50|<50
2021-08-21|Bus|Sydney CBD|3|<50|<50
2021-08-21|Bus|All - NSW|3|100|100
2021-08-21|Bus|Chatswood|4|<50|<50
2021-08-21|Bus|Macquarie Park|4|<50|<50
2021-08-21|Bus|North Sydney|4|<50|<50
2021-08-21|Bus|Other|4|200|200
2021-08-21|Bus|Parramatta|4|<50|<50
2021-08-21|Bus|Strathfield|4|<50|<50
2021-08-21|Bus|Sydney CBD|4|100|100
2021-08-21|Bus|All - NSW|4|300|300
2021-08-21|Bus|Chatswood|5|<50|<50
2021-08-21|Bus|Macquarie Park|5|<50|<50
2021-08-21|Bus|Newcastle and surrounds|5|<50|<50
2021-08-21|Bus|North Sydney|5|<50|<50
2021-08-21|Bus|Other|5|900|700
2021-08-21|Bus|Parramatta|5|100|<50
2021-08-21|Bus|Strathfield|5|<50|<50
2021-08-21|Bus|Sydney CBD|5|300|200
2021-08-21|Bus|All - NSW|5|1300|900
2021-08-21|Bus|Chatswood|6|100|<50
2021-08-21|Bus|Macquarie Park|6|<50|<50
2021-08-21|Bus|Newcastle and surrounds|6|<50|<50
2021-08-21|Bus|North Sydney|6|<50|<50
2021-08-21|Bus|Other|6|2600|2900
2021-08-21|Bus|Parramatta|6|200|100
2021-08-21|Bus|Strathfield|6|100|<50
2021-08-21|Bus|Sydney CBD|6|600|300
2021-08-21|Bus|Wollongong and surrounds|6|<50|<50
2021-08-21|Bus|All - NSW|6|3600|3300
2021-08-21|Bus|Chatswood|7|100|<50
2021-08-21|Bus|Macquarie Park|7|<50|100
2021-08-21|Bus|Newcastle and surrounds|7|<50|<50
2021-08-21|Bus|North Sydney|7|<50|<50
2021-08-21|Bus|Other|7|3400|3600
2021-08-21|Bus|Parramatta|7|200|100
2021-08-21|Bus|Strathfield|7|100|<50
2021-08-21|Bus|Sydney CBD|7|600|300
2021-08-21|Bus|Wollongong and surrounds|7|<50|<50
2021-08-21|Bus|All - NSW|7|4400|4100
2021-08-21|Bus|Chatswood|8|100|100
2021-08-21|Bus|Macquarie Park|8|100|100
2021-08-21|Bus|Newcastle and surrounds|8|<50|<50
2021-08-21|Bus|North Sydney|8|<50|<50
2021-08-21|Bus|Other|8|4300|4500
2021-08-21|Bus|Parramatta|8|200|100
2021-08-21|Bus|Strathfield|8|100|<50
2021-08-21|Bus|Sydney CBD|8|500|300
2021-08-21|Bus|Wollongong and surrounds|8|<50|<50
2021-08-21|Bus|All - NSW|8|5300|5100
2021-08-21|Bus|Chatswood|9|100|100
2021-08-21|Bus|Macquarie Park|9|100|100
2021-08-21|Bus|Newcastle and surrounds|9|<50|<50
2021-08-21|Bus|North Sydney|9|100|<50
2021-08-21|Bus|Other|9|5500|5500
2021-08-21|Bus|Parramatta|9|200|100
2021-08-21|Bus|Strathfield|9|100|<50
2021-08-21|Bus|Sydney CBD|9|500|300
2021-08-21|Bus|Wollongong and surrounds|9|100|100
2021-08-21|Bus|All - NSW|9|6700|6200
2021-08-21|Bus|Chatswood|10|100|100
2021-08-21|Bus|Macquarie Park|10|<50|100
2021-08-21|Bus|Newcastle and surrounds|10|<50|<50
2021-08-21|Bus|North Sydney|10|100|<50
2021-08-21|Bus|Other|10|6200|6400
2021-08-21|Bus|Parramatta|10|200|200
2021-08-21|Bus|Strathfield|10|100|100
2021-08-21|Bus|Sydney CBD|10|600|400
2021-08-21|Bus|Wollongong and surrounds|10|100|<50
2021-08-21|Bus|All - NSW|10|7400|7300
2021-08-21|Bus|Chatswood|11|100|100
2021-08-21|Bus|Macquarie Park|11|100|100
2021-08-21|Bus|Newcastle and surrounds|11|<50|<50
2021-08-21|Bus|North Sydney|11|100|<50
2021-08-21|Bus|Other|11|6800|6900
2021-08-21|Bus|Parramatta|11|200|200
2021-08-21|Bus|Strathfield|11|100|<50
2021-08-21|Bus|Sydney CBD|11|600|400
2021-08-21|Bus|Wollongong and surrounds|11|100|100
2021-08-21|Bus|All - NSW|11|8100|7800
2021-08-21|Bus|Chatswood|12|100|100
2021-08-21|Bus|Macquarie Park|12|100|100
2021-08-21|Bus|Newcastle and surrounds|12|<50|<50
2021-08-21|Bus|North Sydney|12|100|100
2021-08-21|Bus|Other|12|6900|6900
2021-08-21|Bus|Parramatta|12|200|200
2021-08-21|Bus|Strathfield|12|100|100
2021-08-21|Bus|Sydney CBD|12|600|500
2021-08-21|Bus|Wollongong and surrounds|12|100|100
2021-08-21|Bus|All - NSW|12|8200|8100
2021-08-21|Bus|Chatswood|13|100|100
2021-08-21|Bus|Macquarie Park|13|100|100
2021-08-21|Bus|Newcastle and surrounds|13|<50|<50
2021-08-21|Bus|North Sydney|13|100|100
2021-08-21|Bus|Other|13|7000|7200
2021-08-21|Bus|Parramatta|13|300|200
2021-08-21|Bus|Strathfield|13|100|100
2021-08-21|Bus|Sydney CBD|13|800|500
2021-08-21|Bus|Wollongong and surrounds|13|100|100
2021-08-21|Bus|All - NSW|13|8600|8400
2021-08-21|Bus|Chatswood|14|100|100
2021-08-21|Bus|Macquarie Park|14|100|100
2021-08-21|Bus|Newcastle and surrounds|14|<50|<50
2021-08-21|Bus|North Sydney|14|100|100
2021-08-21|Bus|Other|14|7500|7700
2021-08-21|Bus|Parramatta|14|200|200
2021-08-21|Bus|Strathfield|14|100|100
2021-08-21|Bus|Sydney CBD|14|900|700
2021-08-21|Bus|Wollongong and surrounds|14|<50|<50
2021-08-21|Bus|All - NSW|14|9000|9000
2021-08-21|Bus|Chatswood|15|100|100
2021-08-21|Bus|Macquarie Park|15|100|100
2021-08-21|Bus|Newcastle and surrounds|15|<50|<50
2021-08-21|Bus|North Sydney|15|<50|100
2021-08-21|Bus|Other|15|7100|7300
2021-08-21|Bus|Parramatta|15|200|200
2021-08-21|Bus|Strathfield|15|100|100
2021-08-21|Bus|Sydney CBD|15|800|700
2021-08-21|Bus|Wollongong and surrounds|15|100|100
2021-08-21|Bus|All - NSW|15|8500|8700
2021-08-21|Bus|Chatswood|16|100|100
2021-08-21|Bus|Macquarie Park|16|100|100
2021-08-21|Bus|Newcastle and surrounds|16|<50|<50
2021-08-21|Bus|North Sydney|16|<50|<50
2021-08-21|Bus|Other|16|5900|6300
2021-08-21|Bus|Parramatta|16|200|200
2021-08-21|Bus|Strathfield|16|100|100
2021-08-21|Bus|Sydney CBD|16|500|500
2021-08-21|Bus|Wollongong and surrounds|16|<50|<50
2021-08-21|Bus|All - NSW|16|6900|7300
2021-08-21|Bus|Chatswood|17|100|100
2021-08-21|Bus|Macquarie Park|17|100|100
