trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2022-05-06|Bus|Chatswood|0|<50|<50
2022-05-06|Bus|Macquarie Park|0|<50|<50
2022-05-06|Bus|Newcastle and surrounds|0|<50|<50
2022-05-06|Bus|North Sydney|0|<50|<50
2022-05-06|Bus|Other|0|400|800
2022-05-06|Bus|Parramatta|0|<50|<50
2022-05-06|Bus|Strathfield|0|<50|<50
2022-05-06|Bus|Sydney CBD|0|400|100
2022-05-06|Bus|All - NSW|0|800|900
2022-05-06|Bus|Chatswood|1|<50|<50
2022-05-06|Bus|Macquarie Park|1|<50|<50
2022-05-06|Bus|North Sydney|1|<50|<50
2022-05-06|Bus|Other|1|200|400
2022-05-06|Bus|Parramatta|1|<50|<50
2022-05-06|Bus|Strathfield|1|<50|<50
2022-05-06|Bus|Sydney CBD|1|300|100
2022-05-06|Bus|All - NSW|1|500|500
2022-05-06|Bus|Chatswood|2|<50|<50
2022-05-06|Bus|Macquarie Park|2|<50|<50
2022-05-06|Bus|North Sydney|2|<50|<50
2022-05-06|Bus|Other|2|200|400
2022-05-06|Bus|Parramatta|2|<50|<50
2022-05-06|Bus|Strathfield|2|<50|<50
2022-05-06|Bus|Sydney CBD|2|200|100
2022-05-06|Bus|All - NSW|2|400|500
2022-05-06|Bus|Chatswood|3|<50|<50
2022-05-06|Bus|Macquarie Park|3|<50|<50
2022-05-06|Bus|North Sydney|3|<50|<50
2022-05-06|Bus|Other|3|200|300
2022-05-06|Bus|Parramatta|3|<50|<50
2022-05-06|Bus|Strathfield|3|<50|<50
2022-05-06|Bus|Sydney CBD|3|200|100
2022-05-06|Bus|All - NSW|3|400|400
2022-05-06|Bus|Chatswood|4|<50|<50
2022-05-06|Bus|Macquarie Park|4|<50|<50
2022-05-06|Bus|North Sydney|4|<50|<50
2022-05-06|Bus|Other|4|900|600
2022-05-06|Bus|Parramatta|4|<50|<50
2022-05-06|Bus|Strathfield|4|<50|<50
2022-05-06|Bus|Sydney CBD|4|100|100
2022-05-06|Bus|All - NSW|4|1000|700
2022-05-06|Bus|Chatswood|5|100|<50
2022-05-06|Bus|Macquarie Park|5|<50|<50
2022-05-06|Bus|Newcastle and surrounds|5|<50|<50
2022-05-06|Bus|North Sydney|5|<50|<50
2022-05-06|Bus|Other|5|5100|3600
2022-05-06|Bus|Parramatta|5|200|200
2022-05-06|Bus|Strathfield|5|100|<50
2022-05-06|Bus|Sydney CBD|5|400|500
2022-05-06|Bus|Wollongong and surrounds|5|<50|<50
2022-05-06|Bus|All - NSW|5|5900|4300
2022-05-06|Bus|Chatswood|6|200|100
2022-05-06|Bus|Macquarie Park|6|100|200
2022-05-06|Bus|Newcastle and surrounds|6|<50|<50
