trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2025-05-29|Bus|Chatswood|0|<100|<100
2025-05-29|Bus|Macquarie Park|0|<100|<100
2025-05-29|Bus|North Sydney|0|<100|<100
2025-05-29|Bus|Other|0|900|1300
2025-05-29|Bus|Parramatta|0|<100|100
2025-05-29|Bus|Strathfield|0|<100|<100
2025-05-29|Bus|Sydney CBD|0|500|500
2025-05-29|Bus|All - NSW|0|1400|1900
2025-05-29|Bus|Chatswood|1|<100|<100
2025-05-29|Bus|Macquarie Park|1|<100|<100
2025-05-29|Bus|North Sydney|1|<100|<100
2025-05-29|Bus|Other|1|400|500
2025-05-29|Bus|Parramatta|1|<100|<100
2025-05-29|Bus|Strathfield|1|<100|<100
2025-05-29|Bus|Sydney CBD|1|400|400
2025-05-29|Bus|All - NSW|1|800|900
2025-05-29|Bus|Chatswood|2|<100|<100
2025-05-29|Bus|Macquarie Park|2|<100|<100
2025-05-29|Bus|North Sydney|2|<100|<100
2025-05-29|Bus|Other|2|300|400
2025-05-29|Bus|Parramatta|2|<100|<100
2025-05-29|Bus|Strathfield|2|<100|<100
2025-05-29|Bus|Sydney CBD|2|300|200
2025-05-29|Bus|All - NSW|2|600|600
2025-05-29|Bus|Chatswood|3|<100|<100
2025-05-29|Bus|Macquarie Park|3|<100|<100
2025-05-29|Bus|North Sydney|3|<100|<100
2025-05-29|Bus|Other|3|400|400
2025-05-29|Bus|Parramatta|3|<100|<100
2025-05-29|Bus|Strathfield|3|<100|<100
2025-05-29|Bus|Sydney CBD|3|200|200
2025-05-29|Bus|All - NSW|3|600|600
2025-05-29|Bus|Chatswood|4|<100|<100
2025-05-29|Bus|Macquarie Park|4|<100|<100
2025-05-29|Bus|North Sydney|4|<100|<100
2025-05-29|Bus|Other|4|1700|1000
2025-05-29|Bus|Parramatta|4|<100|<100
2025-05-29|Bus|Strathfield|4|<100|<100
2025-05-29|Bus|Sydney CBD|4|200|300
2025-05-29|Bus|All - NSW|4|1900|1300
2025-05-29|Bus|Chatswood|5|100|100
2025-05-29|Bus|Macquarie Park|5|100|100
2025-05-29|Bus|Newcastle and surrounds|5|<100|<100
2025-05-29|Bus|North Sydney|5|<100|<100
2025-05-29|Bus|Other|5|11300|8100
2025-05-29|Bus|Parramatta|5|500|400
2025-05-29|Bus|Strathfield|5|100|100
2025-05-29|Bus|Sydney CBD|5|800|800
2025-05-29|Bus|Wollongong and surrounds|5|<100|<100
2025-05-29|Bus|All - NSW|5|12900|9600
2025-05-29|Bus|Chatswood|6|500|300
2025-05-29|Bus|Macquarie Park|6|300|300
2025-05-29|Bus|Newcastle and surrounds|6|<100|<100
2025-05-29|Bus|North Sydney|6|100|100
2025-05-29|Bus|Other|6|30100|24200
2025-05-29|Bus|Parramatta|6|1200|1000
2025-05-29|Bus|Strathfield|6|400|300
2025-05-29|Bus|Sydney CBD|6|2600|2600
2025-05-29|Bus|Wollongong and surrounds|6|100|100
2025-05-29|Bus|All - NSW|6|35300|28900
2025-05-29|Bus|Chatswood|7|800|900
2025-05-29|Bus|Macquarie Park|7|900|900
2025-05-29|Bus|Newcastle and surrounds|7|<100|<100
2025-05-29|Bus|North Sydney|7|300|500
2025-05-29|Bus|Other|7|90400|68800
