trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2024-04-07|Bus|Chatswood|0|<50|100
2024-04-07|Bus|Macquarie Park|0|<50|<50
2024-04-07|Bus|Newcastle and surrounds|0|<50|<50
2024-04-07|Bus|North Sydney|0|100|100
2024-04-07|Bus|Other|0|3400|3700
2024-04-07|Bus|Parramatta|0|100|100
2024-04-07|Bus|Strathfield|0|<50|<50
2024-04-07|Bus|Sydney CBD|0|2800|2700
2024-04-07|Bus|Wollongong and surrounds|0|<50|<50
2024-04-07|Bus|All - NSW|0|6400|6700
2024-04-07|Bus|Chatswood|1|<50|<50
2024-04-07|Bus|Macquarie Park|1|<50|<50
2024-04-07|Bus|Newcastle and surrounds|1|<50|<50
2024-04-07|Bus|North Sydney|1|<50|<50
2024-04-07|Bus|Other|1|1500|1700
2024-04-07|Bus|Parramatta|1|100|100
2024-04-07|Bus|Strathfield|1|<50|<50
2024-04-07|Bus|Sydney CBD|1|1700|1900
2024-04-07|Bus|All - NSW|1|3300|3700
2024-04-07|Bus|Chatswood|2|<50|<50
2024-04-07|Bus|Macquarie Park|2|<50|<50
2024-04-07|Bus|Newcastle and surrounds|2|<50|<50
2024-04-07|Bus|North Sydney|2|<50|<50
2024-04-07|Bus|Other|2|1100|1300
2024-04-07|Bus|Parramatta|2|<50|<50
2024-04-07|Bus|Strathfield|2|<50|<50
2024-04-07|Bus|Sydney CBD|2|1700|2100
2024-04-07|Bus|All - NSW|2|2800|3400
2024-04-07|Bus|Chatswood|3|<50|<50
2024-04-07|Bus|Macquarie Park|3|<50|<50
2024-04-07|Bus|North Sydney|3|<50|<50
2024-04-07|Bus|Other|3|500|500
2024-04-07|Bus|Parramatta|3|<50|<50
2024-04-07|Bus|Strathfield|3|<50|<50
2024-04-07|Bus|Sydney CBD|3|500|800
2024-04-07|Bus|All - NSW|3|1000|1300
2024-04-07|Bus|Chatswood|4|<50|<50
2024-04-07|Bus|Macquarie Park|4|<50|<50
2024-04-07|Bus|North Sydney|4|<50|<50
2024-04-07|Bus|Other|4|400|400
2024-04-07|Bus|Parramatta|4|<50|<50
2024-04-07|Bus|Strathfield|4|<50|<50
2024-04-07|Bus|Sydney CBD|4|200|200
2024-04-07|Bus|All - NSW|4|600|600
2024-04-07|Bus|Chatswood|5|<50|<50
2024-04-07|Bus|Macquarie Park|5|<50|<50
2024-04-07|Bus|Newcastle and surrounds|5|<50|<50
2024-04-07|Bus|North Sydney|5|<50|<50
2024-04-07|Bus|Other|5|1500|1300
2024-04-07|Bus|Parramatta|5|<50|<50
2024-04-07|Bus|Strathfield|5|<50|<50
2024-04-07|Bus|Sydney CBD|5|500|400
2024-04-07|Bus|All - NSW|5|2000|1700
2024-04-07|Bus|Chatswood|6|100|100
2024-04-07|Bus|Macquarie Park|6|<50|<50
2024-04-07|Bus|Newcastle and surrounds|6|<50|<50
2024-04-07|Bus|North Sydney|6|<50|<50
2024-04-07|Bus|Other|6|3800|3200
2024-04-07|Bus|Parramatta|6|200|100
2024-04-07|Bus|Strathfield|6|<50|<50
2024-04-07|Bus|Sydney CBD|6|700|700
2024-04-07|Bus|All - NSW|6|4800|4100
2024-04-07|Bus|Chatswood|7|100|100
2024-04-07|Bus|Macquarie Park|7|100|100
2024-04-07|Bus|Newcastle and surrounds|7|<50|<50
2024-04-07|Bus|North Sydney|7|100|100
2024-04-07|Bus|Other|7|8200|6900
2024-04-07|Bus|Parramatta|7|400|300
2024-04-07|Bus|Strathfield|7|100|100
2024-04-07|Bus|Sydney CBD|7|1000|800
2024-04-07|Bus|Wollongong and surrounds|7|<50|<50
2024-04-07|Bus|All - NSW|7|10000|8400
2024-04-07|Bus|Chatswood|8|200|200
2024-04-07|Bus|Macquarie Park|8|300|200
2024-04-07|Bus|Newcastle and surrounds|8|<50|<50
2024-04-07|Bus|North Sydney|8|100|100
2024-04-07|Bus|Other|8|15500|13800
2024-04-07|Bus|Parramatta|8|600|500
2024-04-07|Bus|Strathfield|8|100|100
2024-04-07|Bus|Sydney CBD|8|1400|1300
2024-04-07|Bus|Wollongong and surrounds|8|100|100
2024-04-07|Bus|All - NSW|8|18300|16300
2024-04-07|Bus|Chatswood|9|300|200
2024-04-07|Bus|Macquarie Park|9|300|300
2024-04-07|Bus|Newcastle and surrounds|9|<50|<50
2024-04-07|Bus|North Sydney|9|200|200
2024-04-07|Bus|Other|9|23100|21600
2024-04-07|Bus|Parramatta|9|700|700
2024-04-07|Bus|Strathfield|9|200|200
2024-04-07|Bus|Sydney CBD|9|2500|2200
2024-04-07|Bus|Wollongong and surrounds|9|100|100
2024-04-07|Bus|All - NSW|9|27400|25500
2024-04-07|Bus|Chatswood|10|300|300
2024-04-07|Bus|Macquarie Park|10|400|400
2024-04-07|Bus|Newcastle and surrounds|10|<50|<50
2024-04-07|Bus|North Sydney|10|300|200
2024-04-07|Bus|Other|10|26100|25600
2024-04-07|Bus|Parramatta|10|800|700
2024-04-07|Bus|Strathfield|10|200|200
2024-04-07|Bus|Sydney CBD|10|3000|2700
2024-04-07|Bus|Wollongong and surrounds|10|200|100
2024-04-07|Bus|All - NSW|10|31300|30200
2024-04-07|Bus|Chatswood|11|300|300
2024-04-07|Bus|Macquarie Park|11|500|400
2024-04-07|Bus|Newcastle and surrounds|11|<50|<50
2024-04-07|Bus|North Sydney|11|200|200
2024-04-07|Bus|Other|11|28000|27500
2024-04-07|Bus|Parramatta|11|800|800
2024-04-07|Bus|Strathfield|11|300|300
2024-04-07|Bus|Sydney CBD|11|2900|2900
2024-04-07|Bus|Wollongong and surrounds|11|100|200
2024-04-07|Bus|All - NSW|11|33100|32600
2024-04-07|Bus|Chatswood|12|400|300
2024-04-07|Bus|Macquarie Park|12|400|400
2024-04-07|Bus|Newcastle and surrounds|12|100|<50
2024-04-07|Bus|North Sydney|12|200|200
2024-04-07|Bus|Other|12|27800|28000
2024-04-07|Bus|Parramatta|12|800|700
2024-04-07|Bus|Strathfield|12|200|200
2024-04-07|Bus|Sydney CBD|12|3200|3000
2024-04-07|Bus|Wollongong and surrounds|12|100|100
2024-04-07|Bus|All - NSW|12|33200|32900
2024-04-07|Bus|Chatswood|13|400|500
2024-04-07|Bus|Macquarie Park|13|500|400
2024-04-07|Bus|Newcastle and surrounds|13|<50|100
2024-04-07|Bus|North Sydney|13|200|300
2024-04-07|Bus|Other|13|27600|28200
2024-04-07|Bus|Parramatta|13|800|800
2024-04-07|Bus|Strathfield|13|300|300
2024-04-07|Bus|Sydney CBD|13|3300|3200
2024-04-07|Bus|Wollongong and surrounds|13|200|200
2024-04-07|Bus|All - NSW|13|33300|34000
2024-04-07|Bus|Chatswood|14|500|400
2024-04-07|Bus|Macquarie Park|14|500|500
2024-04-07|Bus|Newcastle and surrounds|14|100|<50
2024-04-07|Bus|North Sydney|14|200|200
2024-04-07|Bus|Other|14|27200|27200
2024-04-07|Bus|Parramatta|14|1000|1000
2024-04-07|Bus|Strathfield|14|300|200
2024-04-07|Bus|Sydney CBD|14|3000|3000
2024-04-07|Bus|Wollongong and surrounds|14|200|200
2024-04-07|Bus|All - NSW|14|33000|32700
2024-04-07|Bus|Chatswood|15|500|500
2024-04-07|Bus|Macquarie Park|15|500|500
2024-04-07|Bus|Newcastle and surrounds|15|100|100
2024-04-07|Bus|North Sydney|15|200|200
2024-04-07|Bus|Other|15|27400|27400
2024-04-07|Bus|Parramatta|15|900|1000
2024-04-07|Bus|Strathfield|15|200|300
2024-04-07|Bus|Sydney CBD|15|4300|3500
2024-04-07|Bus|Wollongong and surrounds|15|100|200
2024-04-07|Bus|All - NSW|15|34200|33700
2024-04-07|Bus|Chatswood|16|500|600
2024-04-07|Bus|Macquarie Park|16|500|500
2024-04-07|Bus|Newcastle and surrounds|16|100|100
2024-04-07|Bus|North Sydney|16|200|200
2024-04-07|Bus|Other|16|27100|27600
2024-04-07|Bus|Parramatta|16|1000|900
2024-04-07|Bus|Strathfield|16|300|200
2024-04-07|Bus|Sydney CBD|16|4700|4800
2024-04-07|Bus|Wollongong and surrounds|16|100|100
2024-04-07|Bus|All - NSW|16|34500|35000
2024-04-07|Bus|Chatswood|17|500|400
2024-04-07|Bus|Macquarie Park|17|600|600
2024-04-07|Bus|Newcastle and surrounds|17|100|100
2024-04-07|Bus|North Sydney|17|200|200
2024-04-07|Bus|Other|17|23400|24800
2024-04-07|Bus|Parramatta|17|900|900
2024-04-07|Bus|Strathfield|17|200|200
2024-04-07|Bus|Sydney CBD|17|4300|4400
2024-04-07|Bus|Wollongong and surrounds|17|200|100
2024-04-07|Bus|All - NSW|17|30400|31700
2024-04-07|Bus|Chatswood|18|300|400
2024-04-07|Bus|Macquarie Park|18|400|500
2024-04-07|Bus|Newcastle and surrounds|18|<50|100
2024-04-07|Bus|North Sydney|18|100|100
2024-04-07|Bus|Other|18|16900|19000
2024-04-07|Bus|Parramatta|18|800|800
2024-04-07|Bus|Strathfield|18|200|200
2024-04-07|Bus|Sydney CBD|18|3500|3700
2024-04-07|Bus|Wollongong and surrounds|18|100|100
2024-04-07|Bus|All - NSW|18|22300|24900
2024-04-07|Bus|Chatswood|19|200|200
2024-04-07|Bus|Macquarie Park|19|300|300
2024-04-07|Bus|Newcastle and surrounds|19|<50|<50
2024-04-07|Bus|North Sydney|19|100|100
2024-04-07|Bus|Other|19|10000|11300
2024-04-07|Bus|Parramatta|19|500|600
2024-04-07|Bus|Strathfield|19|200|200
2024-04-07|Bus|Sydney CBD|19|2500|2800
2024-04-07|Bus|Wollongong and surrounds|19|<50|<50
2024-04-07|Bus|All - NSW|19|13800|15500
2024-04-07|Bus|Chatswood|20|100|100
2024-04-07|Bus|Macquarie Park|20|200|200
2024-04-07|Bus|Newcastle and surrounds|20|<50|<50
2024-04-07|Bus|North Sydney|20|100|100
2024-04-07|Bus|Other|20|7300|7900
2024-04-07|Bus|Parramatta|20|400|400
2024-04-07|Bus|Strathfield|20|100|100
2024-04-07|Bus|Sydney CBD|20|1900|1900
2024-04-07|Bus|Wollongong and surrounds|20|<50|<50
2024-04-07|Bus|All - NSW|20|10100|10700
2024-04-07|Bus|Chatswood|21|100|100
2024-04-07|Bus|Macquarie Park|21|100|100
2024-04-07|Bus|Newcastle and surrounds|21|<50|<50
2024-04-07|Bus|North Sydney|21|<50|<50
2024-04-07|Bus|Other|21|6400|6600
2024-04-07|Bus|Parramatta|21|200|300
2024-04-07|Bus|Strathfield|21|100|100
2024-04-07|Bus|Sydney CBD|21|1700|1800
2024-04-07|Bus|Wollongong and surrounds|21|<50|<50
2024-04-07|Bus|All - NSW|21|8600|9000
2024-04-07|Bus|Chatswood|22|100|100
2024-04-07|Bus|Macquarie Park|22|100|100
2024-04-07|Bus|Newcastle and surrounds|22|<50|<50
2024-04-07|Bus|North Sydney|22|<50|<50
2024-04-07|Bus|Other|22|3900|4500
2024-04-07|Bus|Parramatta|22|200|200
2024-04-07|Bus|Strathfield|22|<50|100
2024-04-07|Bus|Sydney CBD|22|1300|1400
2024-04-07|Bus|All - NSW|22|5600|6400
2024-04-07|Bus|Chatswood|23|100|<50
2024-04-07|Bus|Macquarie Park|23|<50|<50
