trip_origin_date|mode_name|ti_region|tap_hour|Tap_Ons|Tap_Offs
2021-04-01|Bus|Chatswood|0|<50|<50
2021-04-01|Bus|Macquarie Park|0|<50|<50
2021-04-01|Bus|Newcastle and surrounds|0|<50|<50
2021-04-01|Bus|North Sydney|0|<50|<50
2021-04-01|Bus|Other|0|700|1300
2021-04-01|Bus|Parramatta|0|<50|<50
2021-04-01|Bus|Strathfield|0|<50|<50
2021-04-01|Bus|Sydney CBD|0|400|200
2021-04-01|Bus|All - NSW|0|1100|1500
2021-04-01|Bus|Chatswood|1|<50|<50
2021-04-01|Bus|Macquarie Park|1|<50|<50
2021-04-01|Bus|North Sydney|1|<50|<50
2021-04-01|Bus|Other|1|300|500
2021-04-01|Bus|Parramatta|1|<50|<50
2021-04-01|Bus|Strathfield|1|<50|<50
2021-04-01|Bus|Sydney CBD|1|300|100
2021-04-01|Bus|All - NSW|1|600|600
2021-04-01|Bus|Chatswood|2|<50|<50
2021-04-01|Bus|Macquarie Park|2|<50|<50
2021-04-01|Bus|North Sydney|2|<50|<50
2021-04-01|Bus|Other|2|300|400
2021-04-01|Bus|Parramatta|2|<50|<50
2021-04-01|Bus|Strathfield|2|<50|<50
2021-04-01|Bus|Sydney CBD|2|200|100
2021-04-01|Bus|All - NSW|2|500|500
2021-04-01|Bus|Chatswood|3|<50|<50
2021-04-01|Bus|Macquarie Park|3|<50|<50
2021-04-01|Bus|North Sydney|3|<50|<50
2021-04-01|Bus|Other|3|300|400
2021-04-01|Bus|Parramatta|3|<50|<50
2021-04-01|Bus|Strathfield|3|<50|<50
2021-04-01|Bus|Sydney CBD|3|200|100
2021-04-01|Bus|All - NSW|3|500|500
2021-04-01|Bus|Chatswood|4|<50|<50
2021-04-01|Bus|Macquarie Park|4|<50|<50
2021-04-01|Bus|North Sydney|4|<50|<50
2021-04-01|Bus|Other|4|1200|700
2021-04-01|Bus|Parramatta|4|<50|<50
2021-04-01|Bus|Strathfield|4|<50|<50
2021-04-01|Bus|Sydney CBD|4|100|200
2021-04-01|Bus|All - NSW|4|1300|900
2021-04-01|Bus|Chatswood|5|100|100
2021-04-01|Bus|Macquarie Park|5|<50|100
2021-04-01|Bus|Newcastle and surrounds|5|<50|<50
2021-04-01|Bus|North Sydney|5|100|<50
2021-04-01|Bus|Other|5|8100|5200
2021-04-01|Bus|Parramatta|5|300|300
2021-04-01|Bus|Strathfield|5|100|100
2021-04-01|Bus|Sydney CBD|5|800|1000
2021-04-01|Bus|Wollongong and surrounds|5|<50|<50
2021-04-01|Bus|All - NSW|5|9500|6800
2021-04-01|Bus|Chatswood|6|200|100
2021-04-01|Bus|Macquarie Park|6|200|200
2021-04-01|Bus|Newcastle and surrounds|6|<50|<50
2021-04-01|Bus|North Sydney|6|100|200
2021-04-01|Bus|Other|6|22100|17200
2021-04-01|Bus|Parramatta|6|800|800
2021-04-01|Bus|Strathfield|6|300|200
2021-04-01|Bus|Sydney CBD|6|2200|2900
2021-04-01|Bus|Wollongong and surrounds|6|100|100
2021-04-01|Bus|All - NSW|6|26000|21700
2021-04-01|Bus|Chatswood|7|500|600
2021-04-01|Bus|Macquarie Park|7|700|600
2021-04-01|Bus|Newcastle and surrounds|7|100|100
2021-04-01|Bus|North Sydney|7|500|800
2021-04-01|Bus|Other|7|53900|34600
2021-04-01|Bus|Parramatta|7|1600|1800
2021-04-01|Bus|Strathfield|7|500|400
2021-04-01|Bus|Sydney CBD|7|3000|7800
2021-04-01|Bus|Wollongong and surrounds|7|200|400
2021-04-01|Bus|All - NSW|7|61000|47100
2021-04-01|Bus|Chatswood|8|700|700
2021-04-01|Bus|Macquarie Park|8|800|1000
2021-04-01|Bus|Newcastle and surrounds|8|100|100
2021-04-01|Bus|North Sydney|8|800|1600
2021-04-01|Bus|Other|8|59000|53600
2021-04-01|Bus|Parramatta|8|1600|2600
2021-04-01|Bus|Strathfield|8|500|500
2021-04-01|Bus|Sydney CBD|8|4100|15800
2021-04-01|Bus|Wollongong and surrounds|8|400|700
2021-04-01|Bus|All - NSW|8|68000|76600
2021-04-01|Bus|Chatswood|9|300|600
2021-04-01|Bus|Macquarie Park|9|300|800
2021-04-01|Bus|Newcastle and surrounds|9|100|100
2021-04-01|Bus|North Sydney|9|300|500
2021-04-01|Bus|Other|9|34400|33700
2021-04-01|Bus|Parramatta|9|900|1600
2021-04-01|Bus|Strathfield|9|400|300
2021-04-01|Bus|Sydney CBD|9|3000|7200
2021-04-01|Bus|Wollongong and surrounds|9|200|300
2021-04-01|Bus|All - NSW|9|39900|45100
2021-04-01|Bus|Chatswood|10|300|400
2021-04-01|Bus|Macquarie Park|10|300|600
2021-04-01|Bus|Newcastle and surrounds|10|100|100
2021-04-01|Bus|North Sydney|10|200|200
2021-04-01|Bus|Other|10|30000|28300
2021-04-01|Bus|Parramatta|10|700|1100
2021-04-01|Bus|Strathfield|10|200|200
2021-04-01|Bus|Sydney CBD|10|2300|3500
2021-04-01|Bus|Wollongong and surrounds|10|200|300
2021-04-01|Bus|All - NSW|10|34300|34700
2021-04-01|Bus|Chatswood|11|300|400
2021-04-01|Bus|Macquarie Park|11|300|400
2021-04-01|Bus|Newcastle and surrounds|11|100|100
2021-04-01|Bus|North Sydney|11|200|200
2021-04-01|Bus|Other|11|28600|27700
2021-04-01|Bus|Parramatta|11|800|900
2021-04-01|Bus|Strathfield|11|200|200
2021-04-01|Bus|Sydney CBD|11|2300|3200
2021-04-01|Bus|Wollongong and surrounds|11|200|300
2021-04-01|Bus|All - NSW|11|33000|33400
2021-04-01|Bus|Chatswood|12|400|300
2021-04-01|Bus|Macquarie Park|12|400|500
2021-04-01|Bus|Newcastle and surrounds|12|100|100
2021-04-01|Bus|North Sydney|12|300|200
2021-04-01|Bus|Other|12|28800|28200
2021-04-01|Bus|Parramatta|12|900|900
2021-04-01|Bus|Strathfield|12|200|200
2021-04-01|Bus|Sydney CBD|12|2800|3000
2021-04-01|Bus|Wollongong and surrounds|12|200|200
2021-04-01|Bus|All - NSW|12|34100|33600
2021-04-01|Bus|Chatswood|13|400|300
2021-04-01|Bus|Macquarie Park|13|500|400
2021-04-01|Bus|Newcastle and surrounds|13|100|100
2021-04-01|Bus|North Sydney|13|300|200
2021-04-01|Bus|Other|13|29200|29600
2021-04-01|Bus|Parramatta|13|1100|900
2021-04-01|Bus|Strathfield|13|200|200
2021-04-01|Bus|Sydney CBD|13|3400|2900
2021-04-01|Bus|Wollongong and surrounds|13|200|200
2021-04-01|Bus|All - NSW|13|35400|34800
2021-04-01|Bus|Chatswood|14|600|500
2021-04-01|Bus|Macquarie Park|14|500|400
2021-04-01|Bus|Newcastle and surrounds|14|100|100
2021-04-01|Bus|North Sydney|14|300|200
2021-04-01|Bus|Other|14|35600|34500
2021-04-01|Bus|Parramatta|14|1400|1000
2021-04-01|Bus|Strathfield|14|300|300
2021-04-01|Bus|Sydney CBD|14|4200|2900
2021-04-01|Bus|Wollongong and surrounds|14|800|300
2021-04-01|Bus|All - NSW|14|43800|40200
2021-04-01|Bus|Chatswood|15|800|500
2021-04-01|Bus|Macquarie Park|15|800|600
2021-04-01|Bus|Newcastle and surrounds|15|100|100
2021-04-01|Bus|North Sydney|15|800|400
2021-04-01|Bus|Other|15|49700|49100
2021-04-01|Bus|Parramatta|15|2000|1400
2021-04-01|Bus|Strathfield|15|400|400
2021-04-01|Bus|Sydney CBD|15|5100|3200
2021-04-01|Bus|Wollongong and surrounds|15|800|600
2021-04-01|Bus|All - NSW|15|60500|56300
2021-04-01|Bus|Chatswood|16|700|600
2021-04-01|Bus|Macquarie Park|16|900|600
2021-04-01|Bus|Newcastle and surrounds|16|100|100
2021-04-01|Bus|North Sydney|16|700|300
2021-04-01|Bus|Other|16|39400|45800
2021-04-01|Bus|Parramatta|16|1900|1300
2021-04-01|Bus|Strathfield|16|500|400
2021-04-01|Bus|Sydney CBD|16|7900|4300
2021-04-01|Bus|Wollongong and surrounds|16|200|200
2021-04-01|Bus|All - NSW|16|52300|53600
2021-04-01|Bus|Chatswood|17|700|500
2021-04-01|Bus|Macquarie Park|17|900|600
2021-04-01|Bus|Newcastle and surrounds|17|100|100
2021-04-01|Bus|North Sydney|17|900|500
2021-04-01|Bus|Other|17|36800|44400
2021-04-01|Bus|Parramatta|17|2100|1400
2021-04-01|Bus|Strathfield|17|500|400
2021-04-01|Bus|Sydney CBD|17|10400|4900
2021-04-01|Bus|Wollongong and surrounds|17|200|200
2021-04-01|Bus|All - NSW|17|52600|53000
2021-04-01|Bus|Chatswood|18|500|500
2021-04-01|Bus|Macquarie Park|18|600|500
2021-04-01|Bus|Newcastle and surrounds|18|<50|100
2021-04-01|Bus|North Sydney|18|500|300
2021-04-01|Bus|Other|18|26100|37300
2021-04-01|Bus|Parramatta|18|1500|1100
2021-04-01|Bus|Strathfield|18|400|300
2021-04-01|Bus|Sydney CBD|18|6900|3800
2021-04-01|Bus|Wollongong and surrounds|18|100|200
2021-04-01|Bus|All - NSW|18|36600|44100
2021-04-01|Bus|Chatswood|19|300|200
2021-04-01|Bus|Macquarie Park|19|400|300
2021-04-01|Bus|Newcastle and surrounds|19|<50|<50
2021-04-01|Bus|North Sydney|19|200|200
2021-04-01|Bus|Other|19|15700|21200
2021-04-01|Bus|Parramatta|19|900|600
2021-04-01|Bus|Strathfield|19|200|200
2021-04-01|Bus|Sydney CBD|19|3700|2100
2021-04-01|Bus|Wollongong and surrounds|19|100|100
2021-04-01|Bus|All - NSW|19|21500|24900
2021-04-01|Bus|Chatswood|20|200|200
2021-04-01|Bus|Macquarie Park|20|300|200
2021-04-01|Bus|Newcastle and surrounds|20|<50|<50
2021-04-01|Bus|North Sydney|20|100|100
2021-04-01|Bus|Other|20|10200|12900
2021-04-01|Bus|Parramatta|20|700|400
2021-04-01|Bus|Strathfield|20|100|100
2021-04-01|Bus|Sydney CBD|20|2600|1600
2021-04-01|Bus|Wollongong and surrounds|20|<50|<50
2021-04-01|Bus|All - NSW|20|14200|15500
2021-04-01|Bus|Chatswood|21|200|100
2021-04-01|Bus|Macquarie Park|21|200|100
2021-04-01|Bus|Newcastle and surrounds|21|<50|<50
2021-04-01|Bus|North Sydney|21|100|<50
2021-04-01|Bus|Other|21|8500|10200
2021-04-01|Bus|Parramatta|21|500|300
2021-04-01|Bus|Strathfield|21|100|100
2021-04-01|Bus|Sydney CBD|21|2300|1400
2021-04-01|Bus|Wollongong and surrounds|21|<50|<50
2021-04-01|Bus|All - NSW|21|11900|12200
2021-04-01|Bus|Chatswood|22|100|100
2021-04-01|Bus|Macquarie Park|22|200|100
2021-04-01|Bus|Newcastle and surrounds|22|<50|<50
2021-04-01|Bus|North Sydney|22|100|<50
2021-04-01|Bus|Other|22|5900|7600
2021-04-01|Bus|Parramatta|22|200|200
2021-04-01|Bus|Strathfield|22|100|100
2021-04-01|Bus|Sydney CBD|22|1900|1200
2021-04-01|Bus|Wollongong and surrounds|22|<50|<50
2021-04-01|Bus|All - NSW|22|8500|9300
2021-04-01|Bus|Chatswood|23|100|<50
2021-04-01|Bus|Macquarie Park|23|100|<50
2021-04-01|Bus|Newcastle and surrounds|23|<50|<50
2021-04-01|Bus|North Sydney|23|<50|<50
2021-04-01|Bus|Other|23|3000|4600
2021-04-01|Bus|Parramatta|23|100|100
2021-04-01|Bus|Strathfield|23|<50|<50
2021-04-01|Bus|Sydney CBD|23|1300|800
2021-04-01|Bus|Wollongong and surrounds|23|<50|<50
2021-04-01|Bus|All - NSW|23|4600|5500
2021-04-01|Ferry|Other|0|<50|100
2021-04-01|Ferry|Sydney CBD|0|<50|<50
2021-04-01|Ferry|All - NSW|0|<50|100
2021-04-01|Ferry|Newcastle and surrounds|5|<50|<50
2021-04-01|Ferry|Other|5|<50|<50
2021-04-01|Ferry|Sydney CBD|5|<50|<50
2021-04-01|Ferry|All - NSW|5|<50|<50
2021-04-01|Ferry|Newcastle and surrounds|6|<50|<50
2021-04-01|Ferry|North Sydney|6|<50|<50
2021-04-01|Ferry|Other|6|300|100
2021-04-01|Ferry|Sydney CBD|6|100|100
2021-04-01|Ferry|All - NSW|6|400|200
2021-04-01|Ferry|Newcastle and surrounds|7|<50|100
2021-04-01|Ferry|North Sydney|7|100|100
2021-04-01|Ferry|Other|7|1600|200
2021-04-01|Ferry|Sydney CBD|7|200|800
2021-04-01|Ferry|All - NSW|7|1900|1200
2021-04-01|Ferry|Newcastle and surrounds|8|<50|100
2021-04-01|Ferry|North Sydney|8|100|100
2021-04-01|Ferry|Other|8|1500|300
2021-04-01|Ferry|Parramatta|8|<50|<50
2021-04-01|Ferry|Sydney CBD|8|200|1800
2021-04-01|Ferry|All - NSW|8|1800|2300
2021-04-01|Ferry|Newcastle and surrounds|9|<50|<50
2021-04-01|Ferry|North Sydney|9|<50|<50
2021-04-01|Ferry|Other|9|700|300
2021-04-01|Ferry|Parramatta|9|<50|<50
2021-04-01|Ferry|Sydney CBD|9|400|700
2021-04-01|Ferry|All - NSW|9|1100|1000
2021-04-01|Ferry|Newcastle and surrounds|10|<50|100
2021-04-01|Ferry|North Sydney|10|100|<50
2021-04-01|Ferry|Other|10|600|600
2021-04-01|Ferry|Parramatta|10|<50|<50
2021-04-01|Ferry|Sydney CBD|10|600|500
2021-04-01|Ferry|All - NSW|10|1300|1200
2021-04-01|Ferry|Newcastle and surrounds|11|<50|<50
2021-04-01|Ferry|North Sydney|11|100|100
2021-04-01|Ferry|Other|11|600|700
2021-04-01|Ferry|Parramatta|11|<50|<50
2021-04-01|Ferry|Sydney CBD|11|700|700
2021-04-01|Ferry|All - NSW|11|1400|1500
2021-04-01|Ferry|Newcastle and surrounds|12|<50|<50
2021-04-01|Ferry|North Sydney|12|100|<50
2021-04-01|Ferry|Other|12|500|700
2021-04-01|Ferry|Parramatta|12|<50|<50
2021-04-01|Ferry|Sydney CBD|12|700|600
2021-04-01|Ferry|All - NSW|12|1300|1300
2021-04-01|Ferry|Newcastle and surrounds|13|<50|<50
2021-04-01|Ferry|North Sydney|13|100|<50
2021-04-01|Ferry|Other|13|600|600
2021-04-01|Ferry|Parramatta|13|<50|<50
2021-04-01|Ferry|Sydney CBD|13|600|600
2021-04-01|Ferry|All - NSW|13|1300|1200
2021-04-01|Ferry|Newcastle and surrounds|14|<50|<50
2021-04-01|Ferry|North Sydney|14|<50|<50
2021-04-01|Ferry|Other|14|800|600
2021-04-01|Ferry|Parramatta|14|<50|<50
2021-04-01|Ferry|Sydney CBD|14|800|800
2021-04-01|Ferry|All - NSW|14|1600|1400
2021-04-01|Ferry|Newcastle and surrounds|15|100|<50
2021-04-01|Ferry|North Sydney|15|100|100
2021-04-01|Ferry|Other|15|600|800
2021-04-01|Ferry|Parramatta|15|<50|<50
2021-04-01|Ferry|Sydney CBD|15|800|700
2021-04-01|Ferry|All - NSW|15|1600|1600
2021-04-01|Ferry|Newcastle and surrounds|16|100|<50
2021-04-01|Ferry|North Sydney|16|100|<50
2021-04-01|Ferry|Other|16|600|1000
2021-04-01|Ferry|Parramatta|16|<50|<50
2021-04-01|Ferry|Sydney CBD|16|900|700
2021-04-01|Ferry|All - NSW|16|1700|1700
2021-04-01|Ferry|Newcastle and surrounds|17|100|<50
2021-04-01|Ferry|North Sydney|17|100|100
2021-04-01|Ferry|Other|17|600|1300
2021-04-01|Ferry|Parramatta|17|<50|<50
2021-04-01|Ferry|Sydney CBD|17|1300|700
2021-04-01|Ferry|All - NSW|17|2100|2100
2021-04-01|Ferry|Newcastle and surrounds|18|<50|<50
2021-04-01|Ferry|North Sydney|18|100|100
2021-04-01|Ferry|Other|18|400|1100
2021-04-01|Ferry|Parramatta|18|<50|<50
2021-04-01|Ferry|Sydney CBD|18|800|500
2021-04-01|Ferry|All - NSW|18|1300|1700
2021-04-01|Ferry|Newcastle and surrounds|19|<50|<50
2021-04-01|Ferry|North Sydney|19|<50|<50
2021-04-01|Ferry|Other|19|200|500
2021-04-01|Ferry|Sydney CBD|19|300|300
2021-04-01|Ferry|All - NSW|19|500|800
2021-04-01|Ferry|Newcastle and surrounds|20|<50|<50
2021-04-01|Ferry|North Sydney|20|<50|<50
2021-04-01|Ferry|Other|20|100|300
2021-04-01|Ferry|Sydney CBD|20|300|100
2021-04-01|Ferry|All - NSW|20|400|400
2021-04-01|Ferry|Newcastle and surrounds|21|<50|<50
2021-04-01|Ferry|North Sydney|21|<50|<50
2021-04-01|Ferry|Other|21|100|300
2021-04-01|Ferry|Sydney CBD|21|200|100
2021-04-01|Ferry|All - NSW|21|300|400
2021-04-01|Ferry|Newcastle and surrounds|22|<50|<50
2021-04-01|Ferry|North Sydney|22|<50|<50
2021-04-01|Ferry|Other|22|200|200
2021-04-01|Ferry|Sydney CBD|22|300|100
2021-04-01|Ferry|All - NSW|22|500|300
2021-04-01|Ferry|North Sydney|23|<50|<50
2021-04-01|Ferry|Other|23|<50|200
2021-04-01|Ferry|Sydney CBD|23|100|100
2021-04-01|Ferry|All - NSW|23|100|300
2021-04-01|Light rail|Newcastle and surrounds|0|<50|<50
2021-04-01|Light rail|Other|0|<50|100
2021-04-01|Light rail|Sydney CBD|0|100|100
2021-04-01|Light rail|All - NSW|0|100|200
2021-04-01|Light rail|Other|1|<50|<50
2021-04-01|Light rail|Sydney CBD|1|<50|<50
2021-04-01|Light rail|All - NSW|1|<50|<50
2021-04-01|Light rail|Newcastle and surrounds|4|<50|<50
2021-04-01|Light rail|Other|4|<50|<50
2021-04-01|Light rail|Sydney CBD|4|<50|<50
2021-04-01|Light rail|All - NSW|4|<50|<50
2021-04-01|Light rail|Newcastle and surrounds|5|<50|<50
2021-04-01|Light rail|Other|5|200|200
2021-04-01|Light rail|Sydney CBD|5|400|100
2021-04-01|Light rail|All - NSW|5|600|300
2021-04-01|Light rail|Newcastle and surrounds|6|<50|<50
2021-04-01|Light rail|Other|6|500|800
2021-04-01|Light rail|Sydney CBD|6|900|500
2021-04-01|Light rail|All - NSW|6|1400|1300
2021-04-01|Light rail|Newcastle and surrounds|7|100|100
2021-04-01|Light rail|Other|7|1400|1300
2021-04-01|Light rail|Sydney CBD|7|1900|1100
2021-04-01|Light rail|All - NSW|7|3400|2500
2021-04-01|Light rail|Newcastle and surrounds|8|300|300
2021-04-01|Light rail|Other|8|2200|3500
2021-04-01|Light rail|Sydney CBD|8|4200|2800
2021-04-01|Light rail|All - NSW|8|6700|6600
2021-04-01|Light rail|Newcastle and surrounds|9|200|200
2021-04-01|Light rail|Other|9|1200|2200
2021-04-01|Light rail|Sydney CBD|9|2700|2100
2021-04-01|Light rail|All - NSW|9|4100|4500
2021-04-01|Light rail|Newcastle and surrounds|10|200|200
2021-04-01|Light rail|Other|10|1100|1700
2021-04-01|Light rail|Sydney CBD|10|2600|1900
2021-04-01|Light rail|All - NSW|10|3900|3800
2021-04-01|Light rail|Newcastle and surrounds|11|300|200
2021-04-01|Light rail|Other|11|1100|1600
2021-04-01|Light rail|Sydney CBD|11|2800|2300
2021-04-01|Light rail|All - NSW|11|4200|4100
2021-04-01|Light rail|Newcastle and surrounds|12|200|200
2021-04-01|Light rail|Other|12|1200|1600
2021-04-01|Light rail|Sydney CBD|12|3200|2800
2021-04-01|Light rail|All - NSW|12|4600|4600
2021-04-01|Light rail|Newcastle and surrounds|13|200|200
2021-04-01|Light rail|Other|13|1500|1600
2021-04-01|Light rail|Sydney CBD|13|3500|3200
2021-04-01|Light rail|All - NSW|13|5200|5000
2021-04-01|Light rail|Newcastle and surrounds|14|200|200
2021-04-01|Light rail|Other|14|1600|1700
2021-04-01|Light rail|Sydney CBD|14|3400|3400
2021-04-01|Light rail|All - NSW|14|5200|5300
2021-04-01|Light rail|Newcastle and surrounds|15|200|200
2021-04-01|Light rail|Other|15|2500|1900
2021-04-01|Light rail|Sydney CBD|15|3400|3700
2021-04-01|Light rail|All - NSW|15|6100|5800
2021-04-01|Light rail|Newcastle and surrounds|16|300|300
2021-04-01|Light rail|Other|16|2700|2000
2021-04-01|Light rail|Sydney CBD|16|3600|3900
2021-04-01|Light rail|All - NSW|16|6600|6200
2021-04-01|Light rail|Newcastle and surrounds|17|200|200
2021-04-01|Light rail|Other|17|2900|2600
2021-04-01|Light rail|Sydney CBD|17|4400|4600
2021-04-01|Light rail|All - NSW|17|7500|7400
2021-04-01|Light rail|Newcastle and surrounds|18|100|100
2021-04-01|Light rail|Other|18|2000|2200
2021-04-01|Light rail|Sydney CBD|18|3400|3900
2021-04-01|Light rail|All - NSW|18|5500|6200
2021-04-01|Light rail|Newcastle and surrounds|19|100|100
2021-04-01|Light rail|Other|19|1200|1400
2021-04-01|Light rail|Sydney CBD|19|2300|2400
2021-04-01|Light rail|All - NSW|19|3600|3900
2021-04-01|Light rail|Newcastle and surrounds|20|100|100
