MonthYear,Station,Station_Type ,Entry_Exit,Trip
Sep-24,Port Kembla  Station,train,Entry,1696
Sep-24,Port Kembla  Station,train,Exit,1444
Sep-24,Port Kembla North  Station,train,Entry,278
Sep-24,Port Kembla North  Station,train,Exit,287
Sep-24,Punchbowl  Station,train,Entry,50106
Sep-24,Punchbowl  Station,train,Exit,47886
Sep-24,Pymble  Station,train,Entry,46942
Sep-24,Pymble  Station,train,Exit,42146
Sep-24,Quakers Hill  Station,train,Entry,58844
Sep-24,Quakers Hill  Station,train,Exit,52674
Sep-24,Redfern  Station,train,Entry,630651
Sep-24,Redfern  Station,train,Exit,682125
Sep-24,Regents Park  Station,train,Entry,27824
Sep-24,Regents Park  Station,train,Exit,26896
Sep-24,Revesby  Station,train,Entry,104060
Sep-24,Revesby  Station,train,Exit,101528
Sep-24,Rhodes  Station,train,Entry,219777
Sep-24,Rhodes  Station,train,Exit,215706
Sep-24,Richmond  Station,train,Entry,17014
Sep-24,Richmond  Station,train,Exit,14433
Sep-24,Riverstone  Station,train,Entry,28904
Sep-24,Riverstone  Station,train,Exit,25746
Sep-24,Riverwood  Station,train,Entry,71611
Sep-24,Riverwood  Station,train,Exit,67909
Sep-24,Rockdale  Station,train,Entry,228570
Sep-24,Rockdale  Station,train,Exit,220097
Sep-24,Rooty Hill  Station,train,Entry,79374
Sep-24,Rooty Hill  Station,train,Exit,75005
Sep-24,Roseville  Station,train,Entry,59740
Sep-24,Roseville  Station,train,Exit,55362
Sep-24,Rouse Hill  Station,metro,Entry,110235
Sep-24,Rouse Hill  Station,metro,Exit,116335
Sep-24,Rydal  Station,train,Entry,Less than 50
Sep-24,Rydal  Station,train,Exit,Less than 50
Sep-24,Sandgate  Station,train,Entry,441
Sep-24,Sandgate  Station,train,Exit,345
Sep-24,Scarborough  Station,train,Entry,425
Sep-24,Scarborough  Station,train,Exit,406
Sep-24,Schofields  Station,train,Entry,97418
Sep-24,Schofields  Station,train,Exit,90164
Sep-24,Scone  Station,train,Entry,382
Sep-24,Scone  Station,train,Exit,295
Sep-24,Sefton  Station,train,Entry,16203
Sep-24,Sefton  Station,train,Exit,13985
Sep-24,Seven Hills  Station,train,Entry,131662
Sep-24,Seven Hills  Station,train,Exit,125074
Sep-24,Shellharbour Junction  Station,train,Entry,3889
Sep-24,Shellharbour Junction  Station,train,Exit,3418
Sep-24,Singleton  Station,train,Entry,701
Sep-24,Singleton  Station,train,Exit,631
Sep-24,Springwood  Station,train,Entry,19338
Sep-24,Springwood  Station,train,Exit,18459
Sep-24,St James  Station,train,Entry,172396
Sep-24,St James  Station,train,Exit,184225
Sep-24,St Leonards  Station,train,Entry,238015
Sep-24,St Leonards  Station,train,Exit,237301
Sep-24,St Marys  Station,train,Entry,100649
Sep-24,St Marys  Station,train,Exit,96709
Sep-24,St Peters  Station,train,Entry,70031
Sep-24,St Peters  Station,train,Exit,64773
Sep-24,Stanmore  Station,train,Entry,68856
Sep-24,Stanmore  Station,train,Exit,63614
Sep-24,Stanwell Park  Station,train,Entry,1361
Sep-24,Stanwell Park  Station,train,Exit,1304
Sep-24,Strathfield  Station,train,Entry,560951
Sep-24,Strathfield  Station,train,Exit,550466
Sep-24,Summer Hill  Station,train,Entry,75053
Sep-24,Summer Hill  Station,train,Exit,71348
Sep-24,Sutherland  Station,train,Entry,144462
Sep-24,Sutherland  Station,train,Exit,140672
Sep-24,Sydenham  Station,Metro Shared,Entry,214042
Sep-24,Sydenham  Station,Metro Shared,Exit,213122
Sep-24,Tahmoor  Station,train,Entry,3023
Sep-24,Tahmoor  Station,train,Exit,2825
Sep-24,Tallawong  Station,metro,Entry,158409
Sep-24,Tallawong  Station,metro,Exit,149406
Sep-24,Tallong  Station,train,Entry,Less than 50
Sep-24,Tallong  Station,train,Exit,Less than 50
Sep-24,Tarana  Station,train,Entry,115
Sep-24,Tarana  Station,train,Exit,76
Sep-24,Tarro  Station,train,Entry,123
Sep-24,Tarro  Station,train,Exit,112
Sep-24,Tascott  Station,train,Entry,2352
Sep-24,Tascott  Station,train,Exit,1808
Sep-24,Telarah  Station,train,Entry,2890
Sep-24,Telarah  Station,train,Exit,2542
Sep-24,Telopea  Station,train,Entry,2824
Sep-24,Telopea  Station,train,Exit,2362
Sep-24,Tempe  Station,train,Entry,28639
Sep-24,Tempe  Station,train,Exit,27159
Sep-24,Teralba  Station,train,Entry,1194
Sep-24,Teralba  Station,train,Exit,1077
Sep-24,Thirroul  Station,train,Entry,20066
Sep-24,Thirroul  Station,train,Exit,19078
Sep-24,Thornleigh  Station,train,Entry,35798
Sep-24,Thornleigh  Station,train,Exit,34025
Sep-24,Thornton  Station,train,Entry,6082
Sep-24,Thornton  Station,train,Exit,5489
Sep-24,Toongabbie  Station,train,Entry,64772
Sep-24,Toongabbie  Station,train,Exit,61151
Sep-24,Town Hall  Station,train,Entry,1766600
Sep-24,Town Hall  Station,train,Exit,1683725
Sep-24,Towradgi  Station,train,Entry,1621
Sep-24,Towradgi  Station,train,Exit,1327
Sep-24,Tuggerah  Station,train,Entry,24085
Sep-24,Tuggerah  Station,train,Exit,22801
Sep-24,Turramurra  Station,train,Entry,77675
Sep-24,Turramurra  Station,train,Exit,73685
Sep-24,Turrella  Station,train,Entry,24295
Sep-24,Turrella  Station,train,Exit,22289
Sep-24,Unanderra  Station,train,Entry,8603
Sep-24,Unanderra  Station,train,Exit,7468
Sep-24,Valley Heights  Station,train,Entry,1213
Sep-24,Valley Heights  Station,train,Exit,1066
Sep-24,Victoria Cross  Station,metro,Entry,353742
Sep-24,Victoria Cross  Station,metro,Exit,343679
Sep-24,Victoria Street  Station,train,Entry,6881
Sep-24,Victoria Street  Station,train,Exit,6580
Sep-24,Villawood  Station,train,Entry,11725
Sep-24,Villawood  Station,train,Exit,11053
Sep-24,Vineyard  Station,train,Entry,3882
Sep-24,Vineyard  Station,train,Exit,3488
Sep-24,Wahroonga  Station,train,Entry,39567
Sep-24,Wahroonga  Station,train,Exit,36816
Sep-24,Waitara  Station,train,Entry,61306
Sep-24,Waitara  Station,train,Exit,57696
Sep-24,Wallarobba  Station,train,Entry,Less than 50
Sep-24,Wallarobba  Station,train,Exit,Less than 50
Sep-24,Warabrook  Station,train,Entry,5499
Sep-24,Warabrook  Station,train,Exit,5479
Sep-24,Waratah  Station,train,Entry,4321
Sep-24,Waratah  Station,train,Exit,4067
Sep-24,Warnervale  Station,train,Entry,5637
Sep-24,Warnervale  Station,train,Exit,4960
Sep-24,Warrawee  Station,train,Entry,19194
Sep-24,Warrawee  Station,train,Exit,16845
Sep-24,Warrimoo  Station,train,Entry,2492
Sep-24,Warrimoo  Station,train,Exit,2312
Sep-24,Warwick Farm  Station,train,Entry,57527
Sep-24,Warwick Farm  Station,train,Exit,52511
Sep-24,Waterfall  Station,train,Entry,8725
Sep-24,Waterfall  Station,train,Exit,8843
Sep-24,Waterloo  Station,metro,Entry,122288
Sep-24,Waterloo  Station,metro,Exit,116326
Sep-24,Waverton  Station,train,Entry,39566
Sep-24,Waverton  Station,train,Exit,34746
Sep-24,Wentworth Falls  Station,train,Entry,7243
Sep-24,Wentworth Falls  Station,train,Exit,6971
Sep-24,Wentworthville  Station,train,Entry,86687
Sep-24,Wentworthville  Station,train,Exit,83076
Sep-24,Werrington  Station,train,Entry,28249
Sep-24,Werrington  Station,train,Exit,25007
Sep-24,West Ryde  Station,train,Entry,105842
Sep-24,West Ryde  Station,train,Exit,105387
Sep-24,Westmead  Station,train,Entry,155358
Sep-24,Westmead  Station,train,Exit,144540
Sep-24,Wiley Park  Station,train,Entry,36550
Sep-24,Wiley Park  Station,train,Exit,31466
Sep-24,Windsor  Station,train,Entry,15641
Sep-24,Windsor  Station,train,Exit,15218
Sep-24,Wingello  Station,train,Entry,Less than 50
Sep-24,Wingello  Station,train,Exit,Less than 50
Sep-24,Wirragulla  Station,train,Entry,Less than 50
Sep-24,Wirragulla  Station,train,Exit,Less than 50
Sep-24,Wolli Creek  Station,train,Entry,211510
Sep-24,Wolli Creek  Station,train,Exit,208039
Sep-24,Wollongong  Station,train,Entry,40715
Sep-24,Wollongong  Station,train,Exit,40580
Sep-24,Wollstonecraft  Station,train,Entry,42173
Sep-24,Wollstonecraft  Station,train,Exit,38236
Sep-24,Wombarra  Station,train,Entry,723
Sep-24,Wombarra  Station,train,Exit,608
Sep-24,Wondabyne  Station,train,Entry,352
Sep-24,Wondabyne  Station,train,Exit,427
Sep-24,Woodford  Station,train,Entry,1521
Sep-24,Woodford  Station,train,Exit,1408
Sep-24,Woolooware  Station,train,Entry,25999
Sep-24,Woolooware  Station,train,Exit,24697
Sep-24,Woonona  Station,train,Entry,2483
Sep-24,Woonona  Station,train,Exit,1978
Sep-24,Woy Woy  Station,train,Entry,73514
Sep-24,Woy Woy  Station,train,Exit,73824
Sep-24,Wyee  Station,train,Entry,5577
Sep-24,Wyee  Station,train,Exit,4832
Sep-24,Wynyard  Station,train,Entry,1128414
Sep-24,Wynyard  Station,train,Exit,1186651
Sep-24,Wyong  Station,train,Entry,27815
Sep-24,Wyong  Station,train,Exit,25741
Sep-24,Yagoona  Station,train,Entry,32171
Sep-24,Yagoona  Station,train,Exit,28475
Sep-24,Yennora  Station,train,Entry,25490
Sep-24,Yennora  Station,train,Exit,25739
Sep-24,Yerrinbool  Station,train,Entry,302
Sep-24,Yerrinbool  Station,train,Exit,284
Sep-24,Zig Zag  Station,train,Entry,Less than 50
Sep-24,Zig Zag  Station,train,Exit,Less than 50
Oct-24,Aberdeen  Station,train,Entry,68
Oct-24,Aberdeen  Station,train,Exit,Less than 50
Oct-24,Adamstown  Station,train,Entry,2615
Oct-24,Adamstown  Station,train,Exit,2628
Oct-24,Albion Park  Station,train,Entry,6637
Oct-24,Albion Park  Station,train,Exit,5897
Oct-24,Allawah  Station,train,Entry,63265
Oct-24,Allawah  Station,train,Exit,56145
Oct-24,Arncliffe  Station,train,Entry,59736
Oct-24,Arncliffe  Station,train,Exit,53820
Oct-24,Artarmon  Station,train,Entry,102717
Oct-24,Artarmon  Station,train,Exit,98117
Oct-24,Ashfield  Station,train,Entry,263438
Oct-24,Ashfield  Station,train,Exit,262867
Oct-24,Asquith  Station,train,Entry,30480
Oct-24,Asquith  Station,train,Exit,26983
Oct-24,Auburn  Station,train,Entry,388373
Oct-24,Auburn  Station,train,Exit,370489
Oct-24,Austinmer  Station,train,Entry,2552
Oct-24,Austinmer  Station,train,Exit,2026
Oct-24,Awaba  Station,train,Entry,523
Oct-24,Awaba  Station,train,Exit,452
Oct-24,Banksia  Station,train,Entry,37199
Oct-24,Banksia  Station,train,Exit,33655
Oct-24,Bankstown  Station,train,Entry,42976
Oct-24,Bankstown  Station,train,Exit,45706
Oct-24,Barangaroo  Station,metro,Entry,205889
Oct-24,Barangaroo  Station,metro,Exit,230913
Oct-24,Bardwell Park  Station,train,Entry,28224
Oct-24,Bardwell Park  Station,train,Exit,26308
Oct-24,Bargo  Station,train,Entry,1277
Oct-24,Bargo  Station,train,Exit,1143
Oct-24,Bathurst  Station,train,Entry,2793
Oct-24,Bathurst  Station,train,Exit,1947
Oct-24,Beecroft  Station,train,Entry,33358
Oct-24,Beecroft  Station,train,Exit,32081
Oct-24,Bell  Station,train,Entry,102
Oct-24,Bell  Station,train,Exit,86
Oct-24,Bella Vista  Station,metro,Entry,81835
Oct-24,Bella Vista  Station,metro,Exit,79330
Oct-24,Bellambi  Station,train,Entry,2498
Oct-24,Bellambi  Station,train,Exit,2233
Oct-24,Berala  Station,train,Entry,41771
Oct-24,Berala  Station,train,Exit,39262
Oct-24,Beresfield  Station,train,Entry,3886
Oct-24,Beresfield  Station,train,Exit,3497
Oct-24,Berowra  Station,train,Entry,27399
Oct-24,Berowra  Station,train,Exit,25229
Oct-24,Berry  Station,train,Entry,1840
Oct-24,Berry  Station,train,Exit,1814
Oct-24,Beverly Hills  Station,train,Entry,48696
Oct-24,Beverly Hills  Station,train,Exit,44025
Oct-24,Bexley North  Station,train,Entry,33367
Oct-24,Bexley North  Station,train,Exit,30458
Oct-24,Birrong  Station,train,Entry,4902
Oct-24,Birrong  Station,train,Exit,4972
Oct-24,Blackheath  Station,train,Entry,6657
Oct-24,Blackheath  Station,train,Exit,6352
Oct-24,Blacktown  Station,train,Entry,394111
Oct-24,Blacktown  Station,train,Exit,402232
Oct-24,Blaxland  Station,train,Entry,11092
Oct-24,Blaxland  Station,train,Exit,10228
Oct-24,Bomaderry  Station,train,Entry,7864
Oct-24,Bomaderry  Station,train,Exit,6457
Oct-24,Bombo  Station,train,Entry,928
Oct-24,Bombo  Station,train,Exit,759
Oct-24,Bondi Junction  Station,train,Entry,615537
Oct-24,Bondi Junction  Station,train,Exit,613867
Oct-24,Booragul  Station,train,Entry,794
Oct-24,Booragul  Station,train,Exit,769
Oct-24,Bowral  Station,train,Entry,6278
Oct-24,Bowral  Station,train,Exit,6063
Oct-24,Branxton  Station,train,Entry,193
Oct-24,Branxton  Station,train,Exit,145
Oct-24,Broadmeadow  Station,train,Entry,22306
Oct-24,Broadmeadow  Station,train,Exit,20872
Oct-24,Bullaburra  Station,train,Entry,1137
Oct-24,Bullaburra  Station,train,Exit,1147
Oct-24,Bulli  Station,train,Entry,3497
Oct-24,Bulli  Station,train,Exit,3218
Oct-24,Bundanoon  Station,train,Entry,415
Oct-24,Bundanoon  Station,train,Exit,270
Oct-24,Burradoo  Station,train,Entry,242
Oct-24,Burradoo  Station,train,Exit,273
Oct-24,Burwood  Station,train,Entry,534913
Oct-24,Burwood  Station,train,Exit,545696
Oct-24,Cabramatta  Station,train,Entry,200845
Oct-24,Cabramatta  Station,train,Exit,198232
Oct-24,Camellia  Station,train,Entry,3994
Oct-24,Camellia  Station,train,Exit,2841
Oct-24,Campbelltown  Station,train,Entry,140463
Oct-24,Campbelltown  Station,train,Exit,139108
Oct-24,Canley Vale  Station,train,Entry,64367
Oct-24,Canley Vale  Station,train,Exit,57013
Oct-24,Cardiff  Station,train,Entry,23226
Oct-24,Cardiff  Station,train,Exit,21461
Oct-24,Caringbah  Station,train,Entry,59754
Oct-24,Caringbah  Station,train,Exit,57106
Oct-24,Carlingford  Station,train,Entry,2862
Oct-24,Carlingford  Station,train,Exit,2312
Oct-24,Carlton  Station,train,Entry,65669
Oct-24,Carlton  Station,train,Exit,59863
Oct-24,Carramar  Station,train,Entry,14054
Oct-24,Carramar  Station,train,Exit,12443
Oct-24,Castle Hill  Station,metro,Entry,175609
Oct-24,Castle Hill  Station,metro,Exit,185393
Oct-24,Casula  Station,train,Entry,9676
Oct-24,Casula  Station,train,Exit,8543
Oct-24,Central  Station,Metro Shared,Entry,2290280
Oct-24,Central  Station,Metro Shared,Exit,2348041
Oct-24,Chatswood  Station,Metro Shared,Entry,805570
Oct-24,Chatswood  Station,Metro Shared,Exit,832438
Oct-24,Cheltenham  Station,train,Entry,20738
Oct-24,Cheltenham  Station,train,Exit,17447
Oct-24,Cherrybrook  Station,metro,Entry,113542
Oct-24,Cherrybrook  Station,metro,Exit,109065
Oct-24,Chester Hill  Station,train,Entry,27611
Oct-24,Chester Hill  Station,train,Exit,26192
Oct-24,Circular Quay  Station,train,Entry,595780
Oct-24,Circular Quay  Station,train,Exit,595459
Oct-24,Clarendon  Station,train,Entry,2523
Oct-24,Clarendon  Station,train,Exit,2505
Oct-24,Clyde  Station,train,Entry,24825
Oct-24,Clyde  Station,train,Exit,23978
Oct-24,Coalcliff  Station,train,Entry,462
Oct-24,Coalcliff  Station,train,Exit,557
Oct-24,Cockle Creek  Station,train,Entry,1254
Oct-24,Cockle Creek  Station,train,Exit,1364
Oct-24,Coledale  Station,train,Entry,923
Oct-24,Coledale  Station,train,Exit,856
Oct-24,Como  Station,train,Entry,15382
Oct-24,Como  Station,train,Exit,13129
Oct-24,Concord West  Station,train,Entry,49465
Oct-24,Concord West  Station,train,Exit,46366
Oct-24,Coniston  Station,train,Entry,5714
Oct-24,Coniston  Station,train,Exit,5100
Oct-24,Corrimal  Station,train,Entry,3215
Oct-24,Corrimal  Station,train,Exit,2918
Oct-24,Cowan  Station,train,Entry,1441
Oct-24,Cowan  Station,train,Exit,1594
Oct-24,Cringila  Station,train,Entry,238
Oct-24,Cringila  Station,train,Exit,349
Oct-24,Cronulla  Station,train,Entry,64610
Oct-24,Cronulla  Station,train,Exit,64388
Oct-24,Crows Nest  Station,metro,Entry,248339
Oct-24,Crows Nest  Station,metro,Exit,254329
Oct-24,Croydon  Station,train,Entry,55465
Oct-24,Croydon  Station,train,Exit,50032
Oct-24,Dapto  Station,train,Entry,11631
Oct-24,Dapto  Station,train,Exit,10504
Oct-24,Denistone  Station,train,Entry,13791
Oct-24,Denistone  Station,train,Exit,12073
Oct-24,Domestic  Station,train,Entry,250069
Oct-24,Domestic  Station,train,Exit,218592
Oct-24,Doonside  Station,train,Entry,67960
Oct-24,Doonside  Station,train,Exit,61400
Oct-24,Dora Creek  Station,train,Entry,966
Oct-24,Dora Creek  Station,train,Exit,864
Oct-24,Douglas Park  Station,train,Entry,460
Oct-24,Douglas Park  Station,train,Exit,467
Oct-24,Dundas  Station,train,Entry,2765
Oct-24,Dundas  Station,train,Exit,2594
Oct-24,Dungog  Station,train,Entry,526
Oct-24,Dungog  Station,train,Exit,427
Oct-24,East Hills  Station,train,Entry,20159
Oct-24,East Hills  Station,train,Exit,18435
Oct-24,East Maitland  Station,train,Entry,590
Oct-24,East Maitland  Station,train,Exit,533
Oct-24,East Richmond  Station,train,Entry,4477
Oct-24,East Richmond  Station,train,Exit,6111
Oct-24,Eastwood  Station,train,Entry,182830
Oct-24,Eastwood  Station,train,Exit,185590
Oct-24,Edgecliff  Station,train,Entry,203170
Oct-24,Edgecliff  Station,train,Exit,197936
Oct-24,Edmondson Park  Station,train,Entry,103427
Oct-24,Edmondson Park  Station,train,Exit,99320
Oct-24,Emu Plains  Station,train,Entry,25743
Oct-24,Emu Plains  Station,train,Exit,24130
Oct-24,Engadine  Station,train,Entry,28805
Oct-24,Engadine  Station,train,Exit,27156
Oct-24,Epping  Station,Metro Shared,Entry,370700
Oct-24,Epping  Station,Metro Shared,Exit,363370
Oct-24,Erskineville  Station,train,Entry,59812
Oct-24,Erskineville  Station,train,Exit,54484
Oct-24,Exeter  Station,train,Entry,99
Oct-24,Exeter  Station,train,Exit,55
Oct-24,Fairfield  Station,train,Entry,145672
Oct-24,Fairfield  Station,train,Exit,140692
Oct-24,Fairy Meadow  Station,train,Entry,2798
Oct-24,Fairy Meadow  Station,train,Exit,2499
Oct-24,Fassifern  Station,train,Entry,10357
Oct-24,Fassifern  Station,train,Exit,9451
Oct-24,Faulconbridge  Station,train,Entry,2119
Oct-24,Faulconbridge  Station,train,Exit,2041
Oct-24,Flemington  Station,train,Entry,123410
Oct-24,Flemington  Station,train,Exit,117127
Oct-24,Gadigal  Station,metro,Entry,428467
Oct-24,Gadigal  Station,metro,Exit,442899
Oct-24,Gerringong  Station,train,Entry,1177
Oct-24,Gerringong  Station,train,Exit,1216
Oct-24,Glenbrook  Station,train,Entry,9879
Oct-24,Glenbrook  Station,train,Exit,8899
Oct-24,Glenfield  Station,train,Entry,128615
Oct-24,Glenfield  Station,train,Exit,119718
Oct-24,Gordon  Station,train,Entry,155860
Oct-24,Gordon  Station,train,Exit,153140
Oct-24,Gosford  Station,train,Entry,106030
Oct-24,Gosford  Station,train,Exit,104229
Oct-24,Goulburn  Station,train,Entry,1103
Oct-24,Goulburn  Station,train,Exit,801
Oct-24,Granville  Station,train,Entry,178707
Oct-24,Granville  Station,train,Exit,167990
Oct-24,Green Square  Station,train,Entry,258680
Oct-24,Green Square  Station,train,Exit,252473
Oct-24,Greta  Station,train,Entry,Less than 50
Oct-24,Greta  Station,train,Exit,Less than 50
Oct-24,Guildford  Station,train,Entry,73859
Oct-24,Guildford  Station,train,Exit,66929
Oct-24,Gymea  Station,train,Entry,45427
Oct-24,Gymea  Station,train,Exit,41968
Oct-24,Hamilton  Station,train,Entry,16954
Oct-24,Hamilton  Station,train,Exit,17055
Oct-24,Harris Park  Station,train,Entry,71272
Oct-24,Harris Park  Station,train,Exit,73350
Oct-24,Hawkesbury River  Station,train,Entry,7561
Oct-24,Hawkesbury River  Station,train,Exit,7358
Oct-24,Hazelbrook  Station,train,Entry,6174
Oct-24,Hazelbrook  Station,train,Exit,5683
Oct-24,Heathcote  Station,train,Entry,12430
Oct-24,Heathcote  Station,train,Exit,12131
Oct-24,Helensburgh  Station,train,Entry,9928
Oct-24,Helensburgh  Station,train,Exit,9133
Oct-24,Hexham  Station,train,Entry,233
Oct-24,Hexham  Station,train,Exit,229
Oct-24,High Street  Station,train,Entry,395
Oct-24,High Street  Station,train,Exit,435
Oct-24,Hilldale  Station,train,Entry,Less than 50
Oct-24,Hilldale  Station,train,Exit,Less than 50
Oct-24,Hills Showground  Station,metro,Entry,100564
Oct-24,Hills Showground  Station,metro,Exit,96369
Oct-24,Holsworthy  Station,train,Entry,70504
Oct-24,Holsworthy  Station,train,Exit,67106
Oct-24,Homebush  Station,train,Entry,94135
Oct-24,Homebush  Station,train,Exit,89389
Oct-24,Hornsby  Station,train,Entry,285593
Oct-24,Hornsby  Station,train,Exit,288283
Oct-24,Hurstville  Station,train,Entry,492204
Oct-24,Hurstville  Station,train,Exit,496017
Oct-24,Ingleburn  Station,train,Entry,73223
Oct-24,Ingleburn  Station,train,Exit,72540
Oct-24,International  Station,train,Entry,151221
Oct-24,International  Station,train,Exit,135894
Oct-24,Jannali  Station,train,Entry,56583
Oct-24,Jannali  Station,train,Exit,53201
Oct-24,Katoomba  Station,train,Entry,33287
Oct-24,Katoomba  Station,train,Exit,33879
Oct-24,Kellyville  Station,metro,Entry,102123
Oct-24,Kellyville  Station,metro,Exit,100173
Oct-24,Kembla Grange  Station,train,Entry,267
Oct-24,Kembla Grange  Station,train,Exit,325
Oct-24,Kiama  Station,train,Entry,14343
Oct-24,Kiama  Station,train,Exit,14375
Oct-24,Killara  Station,train,Entry,46594
Oct-24,Killara  Station,train,Exit,44599
Oct-24,Kings Cross  Station,train,Entry,356292
Oct-24,Kings Cross  Station,train,Exit,371516
Oct-24,Kingsgrove  Station,train,Entry,55427
Oct-24,Kingsgrove  Station,train,Exit,52282
Oct-24,Kingswood  Station,train,Entry,53691
Oct-24,Kingswood  Station,train,Exit,50127
Oct-24,Kirrawee  Station,train,Entry,41608
Oct-24,Kirrawee  Station,train,Exit,40126
Oct-24,Kogarah  Station,train,Entry,266360
Oct-24,Kogarah  Station,train,Exit,256766
Oct-24,Koolewong  Station,train,Entry,1661
Oct-24,Koolewong  Station,train,Exit,1240
Oct-24,Kotara  Station,train,Entry,1441
Oct-24,Kotara  Station,train,Exit,1735
Oct-24,Lapstone  Station,train,Entry,1861
Oct-24,Lapstone  Station,train,Exit,1664
Oct-24,Lawson  Station,train,Entry,3450
Oct-24,Lawson  Station,train,Exit,3361
Oct-24,Leightonfield  Station,train,Entry,5410
Oct-24,Leightonfield  Station,train,Exit,5277
Oct-24,Leppington  Station,train,Entry,100625
Oct-24,Leppington  Station,train,Exit,96532
Oct-24,Leumeah  Station,train,Entry,60303
Oct-24,Leumeah  Station,train,Exit,57068
Oct-24,Leura  Station,train,Entry,13058
Oct-24,Leura  Station,train,Exit,10768
Oct-24,Lewisham  Station,train,Entry,64855
Oct-24,Lewisham  Station,train,Exit,61272
Oct-24,Lidcombe  Station,train,Entry,423937
Oct-24,Lidcombe  Station,train,Exit,426165
Oct-24,Linden  Station,train,Entry,350
Oct-24,Linden  Station,train,Exit,271
Oct-24,Lindfield  Station,train,Entry,91632
Oct-24,Lindfield  Station,train,Exit,90046
Oct-24,Lisarow  Station,train,Entry,3246
Oct-24,Lisarow  Station,train,Exit,2893
Oct-24,Lithgow  Station,train,Entry,6801
Oct-24,Lithgow  Station,train,Exit,6201
Oct-24,Liverpool  Station,train,Entry,214986
Oct-24,Liverpool  Station,train,Exit,211302
Oct-24,Lochinvar  Station,train,Entry,Less than 50
Oct-24,Lochinvar  Station,train,Exit,Less than 50
Oct-24,Loftus  Station,train,Entry,8958
Oct-24,Loftus  Station,train,Exit,8279
Oct-24,Lysaghts  Station,train,Entry,Less than 50
Oct-24,Lysaghts  Station,train,Exit,Less than 50
Oct-24,Macarthur  Station,train,Entry,73567
Oct-24,Macarthur  Station,train,Exit,72267
Oct-24,Macdonaldtown  Station,train,Entry,25477
Oct-24,Macdonaldtown  Station,train,Exit,25191
Oct-24,Macquarie Fields  Station,train,Entry,22702
Oct-24,Macquarie Fields  Station,train,Exit,21923
Oct-24,Macquarie Park  Station,metro,Entry,113327
Oct-24,Macquarie Park  Station,metro,Exit,112405
Oct-24,Macquarie University  Station,metro,Entry,399851
Oct-24,Macquarie University  Station,metro,Exit,405199
Oct-24,Maitland  Station,train,Entry,10041
Oct-24,Maitland  Station,train,Exit,9342
Oct-24,Marayong  Station,train,Entry,25096
Oct-24,Marayong  Station,train,Exit,22802
Oct-24,Martin Place  Station,Metro Shared,Entry,820023
Oct-24,Martin Place  Station,Metro Shared,Exit,906838
Oct-24,Martins Creek  Station,train,Entry,Less than 50
Oct-24,Martins Creek  Station,train,Exit,Less than 50
Oct-24,Marulan  Station,train,Entry,66
Oct-24,Marulan  Station,train,Exit,51
Oct-24,Mascot  Station,train,Entry,416839
Oct-24,Mascot  Station,train,Exit,420232
Oct-24,Meadowbank  Station,train,Entry,123181
Oct-24,Meadowbank  Station,train,Exit,111643
Oct-24,Medlow Bath  Station,train,Entry,1005
Oct-24,Medlow Bath  Station,train,Exit,878
Oct-24,Menangle  Station,train,Entry,324
Oct-24,Menangle  Station,train,Exit,302
Oct-24,Menangle Park  Station,train,Entry,406
Oct-24,Menangle Park  Station,train,Exit,398
Oct-24,Merrylands  Station,train,Entry,155089
Oct-24,Merrylands  Station,train,Exit,151074
Oct-24,Metford  Station,train,Entry,1908
Oct-24,Metford  Station,train,Exit,1765
Oct-24,Milsons Point  Station,train,Entry,189110
Oct-24,Milsons Point  Station,train,Exit,199830
Oct-24,Mindaribba  Station,train,Entry,Less than 50
Oct-24,Mindaribba  Station,train,Exit,Less than 50
Oct-24,Minnamurra  Station,train,Entry,2488
Oct-24,Minnamurra  Station,train,Exit,2249
Oct-24,Minto  Station,train,Entry,69525
Oct-24,Minto  Station,train,Exit,66787
Oct-24,Miranda  Station,train,Entry,87004
Oct-24,Miranda  Station,train,Exit,89749
Oct-24,Mittagong  Station,train,Entry,4153
Oct-24,Mittagong  Station,train,Exit,3755
Oct-24,Morisset  Station,train,Entry,17803
Oct-24,Morisset  Station,train,Exit,16221
Oct-24,Mortdale  Station,train,Entry,80610
Oct-24,Mortdale  Station,train,Exit,73596
Oct-24,Moss Vale  Station,train,Entry,4149
Oct-24,Moss Vale  Station,train,Exit,3787
Oct-24,Mount Colah  Station,train,Entry,14220
Oct-24,Mount Colah  Station,train,Exit,12770
Oct-24,Mount Druitt  Station,train,Entry,156133
Oct-24,Mount Druitt  Station,train,Exit,154524
Oct-24,Mount Kuring-gai  Station,train,Entry,5459
Oct-24,Mount Kuring-gai  Station,train,Exit,5394
Oct-24,Mount Victoria  Station,train,Entry,2714
Oct-24,Mount Victoria  Station,train,Exit,2650
Oct-24,Mulgrave  Station,train,Entry,6530
Oct-24,Mulgrave  Station,train,Exit,6126
Oct-24,Museum  Station,train,Entry,238688
Oct-24,Museum  Station,train,Exit,266574
Oct-24,Muswellbrook  Station,train,Entry,635
Oct-24,Muswellbrook  Station,train,Exit,507
Oct-24,Narara  Station,train,Entry,5250
Oct-24,Narara  Station,train,Exit,4605
Oct-24,Narwee  Station,train,Entry,44706
Oct-24,Narwee  Station,train,Exit,40671
Oct-24,Newcastle Interchange Station,train,Entry,46786
Oct-24,Newcastle Interchange Station,train,Exit,47143
