MonthYear,Station,Station_Type ,Entry_Exit,Trip
Mar-25,Fairy Meadow  Station,train,Exit,2526
Mar-25,Fassifern  Station,train,Entry,10131
Mar-25,Fassifern  Station,train,Exit,9264
Mar-25,Faulconbridge  Station,train,Entry,1826
Mar-25,Faulconbridge  Station,train,Exit,1823
Mar-25,Flemington  Station,train,Entry,126682
Mar-25,Flemington  Station,train,Exit,121866
Mar-25,Gadigal  Station,metro,Entry,465580
Mar-25,Gadigal  Station,metro,Exit,450256
Mar-25,Gerringong  Station,train,Entry,1093
Mar-25,Gerringong  Station,train,Exit,1151
Mar-25,Glenbrook  Station,train,Entry,9278
Mar-25,Glenbrook  Station,train,Exit,8371
Mar-25,Glenfield  Station,train,Entry,147410
Mar-25,Glenfield  Station,train,Exit,139819
Mar-25,Gordon  Station,train,Entry,162250
Mar-25,Gordon  Station,train,Exit,157683
Mar-25,Gosford  Station,train,Entry,109001
Mar-25,Gosford  Station,train,Exit,108146
Mar-25,Goulburn  Station,train,Entry,1028
Mar-25,Goulburn  Station,train,Exit,837
Mar-25,Granville  Station,train,Entry,209971
Mar-25,Granville  Station,train,Exit,200828
Mar-25,Green Square  Station,train,Entry,222127
Mar-25,Green Square  Station,train,Exit,216408
Mar-25,Greta  Station,train,Entry,Less than 50
Mar-25,Greta  Station,train,Exit,Less than 50
Mar-25,Guildford  Station,train,Entry,68683
Mar-25,Guildford  Station,train,Exit,61439
Mar-25,Gymea  Station,train,Entry,44391
Mar-25,Gymea  Station,train,Exit,41065
Mar-25,Hamilton  Station,train,Entry,17763
Mar-25,Hamilton  Station,train,Exit,17888
Mar-25,Harris Park  Station,train,Entry,62096
Mar-25,Harris Park  Station,train,Exit,63128
Mar-25,Hawkesbury River  Station,train,Entry,6581
Mar-25,Hawkesbury River  Station,train,Exit,6502
Mar-25,Hazelbrook  Station,train,Entry,6131
Mar-25,Hazelbrook  Station,train,Exit,5846
Mar-25,Heathcote  Station,train,Entry,11324
Mar-25,Heathcote  Station,train,Exit,11186
Mar-25,Helensburgh  Station,train,Entry,10148
Mar-25,Helensburgh  Station,train,Exit,9418
Mar-25,Hexham  Station,train,Entry,209
Mar-25,Hexham  Station,train,Exit,217
Mar-25,High Street  Station,train,Entry,345
Mar-25,High Street  Station,train,Exit,397
Mar-25,Hilldale  Station,train,Entry,Less than 50
Mar-25,Hilldale  Station,train,Exit,Less than 50
Mar-25,Hills Showground  Station,metro,Entry,113381
Mar-25,Hills Showground  Station,metro,Exit,109355
Mar-25,Holsworthy  Station,train,Entry,68044
Mar-25,Holsworthy  Station,train,Exit,64320
Mar-25,Homebush  Station,train,Entry,98146
Mar-25,Homebush  Station,train,Exit,93274
Mar-25,Hornsby  Station,train,Entry,298036
Mar-25,Hornsby  Station,train,Exit,303243
Mar-25,Hurlstone Park  Station,train,Entry,Less than 50
Mar-25,Hurlstone Park  Station,train,Exit,Less than 50
Mar-25,Hurstville  Station,train,Entry,472538
Mar-25,Hurstville  Station,train,Exit,481627
Mar-25,Ingleburn  Station,train,Entry,70122
Mar-25,Ingleburn  Station,train,Exit,69639
Mar-25,International  Station,train,Entry,131941
Mar-25,International  Station,train,Exit,125111
Mar-25,Jannali  Station,train,Entry,56178
Mar-25,Jannali  Station,train,Exit,53333
Mar-25,Katoomba  Station,train,Entry,32397
Mar-25,Katoomba  Station,train,Exit,33288
Mar-25,Kellyville  Station,metro,Entry,111697
Mar-25,Kellyville  Station,metro,Exit,110988
Mar-25,Kembla Grange  Station,train,Entry,198
Mar-25,Kembla Grange  Station,train,Exit,218
Mar-25,Kiama  Station,train,Entry,13858
Mar-25,Kiama  Station,train,Exit,13093
Mar-25,Killara  Station,train,Entry,49450
Mar-25,Killara  Station,train,Exit,47417
Mar-25,Kings Cross  Station,train,Entry,363379
Mar-25,Kings Cross  Station,train,Exit,373646
Mar-25,Kingsgrove  Station,train,Entry,52821
Mar-25,Kingsgrove  Station,train,Exit,50698
Mar-25,Kingswood  Station,train,Entry,52419
Mar-25,Kingswood  Station,train,Exit,49505
Mar-25,Kirrawee  Station,train,Entry,40189
Mar-25,Kirrawee  Station,train,Exit,38423
Mar-25,Kogarah  Station,train,Entry,251481
Mar-25,Kogarah  Station,train,Exit,242151
Mar-25,Koolewong  Station,train,Entry,1545
Mar-25,Koolewong  Station,train,Exit,1248
Mar-25,Kotara  Station,train,Entry,1518
Mar-25,Kotara  Station,train,Exit,1757
Mar-25,Lakemba  Station,train,Entry,Less than 50
Mar-25,Lakemba  Station,train,Exit,Less than 50
Mar-25,Lapstone  Station,train,Entry,1616
Mar-25,Lapstone  Station,train,Exit,1444
Mar-25,Lawson  Station,train,Entry,3239
Mar-25,Lawson  Station,train,Exit,3177
Mar-25,Leightonfield  Station,train,Entry,4864
Mar-25,Leightonfield  Station,train,Exit,4870
Mar-25,Leppington  Station,train,Entry,103277
Mar-25,Leppington  Station,train,Exit,99236
Mar-25,Leumeah  Station,train,Entry,59729
Mar-25,Leumeah  Station,train,Exit,57088
Mar-25,Leura  Station,train,Entry,10133
Mar-25,Leura  Station,train,Exit,7660
Mar-25,Lewisham  Station,train,Entry,64078
Mar-25,Lewisham  Station,train,Exit,60816
Mar-25,Lidcombe  Station,train,Entry,332491
Mar-25,Lidcombe  Station,train,Exit,326849
Mar-25,Linden  Station,train,Entry,238
Mar-25,Linden  Station,train,Exit,221
Mar-25,Lindfield  Station,train,Entry,94439
Mar-25,Lindfield  Station,train,Exit,91268
Mar-25,Lisarow  Station,train,Entry,3537
Mar-25,Lisarow  Station,train,Exit,3115
Mar-25,Lithgow  Station,train,Entry,6270
Mar-25,Lithgow  Station,train,Exit,5850
Mar-25,Liverpool  Station,train,Entry,207059
Mar-25,Liverpool  Station,train,Exit,204101
Mar-25,Lochinvar  Station,train,Entry,Less than 50
Mar-25,Lochinvar  Station,train,Exit,Less than 50
Mar-25,Loftus  Station,train,Entry,9477
Mar-25,Loftus  Station,train,Exit,8683
Mar-25,Lysaghts  Station,train,Entry,Less than 50
Mar-25,Lysaghts  Station,train,Exit,Less than 50
Mar-25,Macarthur  Station,train,Entry,73077
Mar-25,Macarthur  Station,train,Exit,70609
Mar-25,Macdonaldtown  Station,train,Entry,28365
Mar-25,Macdonaldtown  Station,train,Exit,27859
Mar-25,Macquarie Fields  Station,train,Entry,22613
Mar-25,Macquarie Fields  Station,train,Exit,20724
Mar-25,Macquarie Park  Station,metro,Entry,127610
Mar-25,Macquarie Park  Station,metro,Exit,127082
Mar-25,Macquarie University  Station,metro,Entry,467324
Mar-25,Macquarie University  Station,metro,Exit,475686
Mar-25,Maitland  Station,train,Entry,10988
Mar-25,Maitland  Station,train,Exit,10122
Mar-25,Marayong  Station,train,Entry,23773
Mar-25,Marayong  Station,train,Exit,21697
Mar-25,Marrickville  Station,train,Entry,Less than 50
Mar-25,Marrickville  Station,train,Exit,Less than 50
Mar-25,Martin Place  Station,Metro Shared,Entry,884712
Mar-25,Martin Place  Station,Metro Shared,Exit,999508
Mar-25,Martins Creek  Station,train,Entry,Less than 50
Mar-25,Martins Creek  Station,train,Exit,Less than 50
Mar-25,Marulan  Station,train,Entry,Less than 50
Mar-25,Marulan  Station,train,Exit,54
Mar-25,Mascot  Station,train,Entry,383317
Mar-25,Mascot  Station,train,Exit,386681
Mar-25,Meadowbank  Station,train,Entry,126862
Mar-25,Meadowbank  Station,train,Exit,114348
Mar-25,Medlow Bath  Station,train,Entry,919
Mar-25,Medlow Bath  Station,train,Exit,782
Mar-25,Menangle  Station,train,Entry,306
Mar-25,Menangle  Station,train,Exit,313
Mar-25,Menangle Park  Station,train,Entry,379
Mar-25,Menangle Park  Station,train,Exit,418
Mar-25,Merrylands  Station,train,Entry,147044
Mar-25,Merrylands  Station,train,Exit,142638
Mar-25,Metford  Station,train,Entry,1767
Mar-25,Metford  Station,train,Exit,1735
Mar-25,Milsons Point  Station,train,Entry,168445
Mar-25,Milsons Point  Station,train,Exit,174973
Mar-25,Mindaribba  Station,train,Entry,Less than 50
Mar-25,Mindaribba  Station,train,Exit,Less than 50
Mar-25,Minnamurra  Station,train,Entry,2534
Mar-25,Minnamurra  Station,train,Exit,2250
Mar-25,Minto  Station,train,Entry,67459
Mar-25,Minto  Station,train,Exit,64071
Mar-25,Miranda  Station,train,Entry,77721
Mar-25,Miranda  Station,train,Exit,78747
Mar-25,Mittagong  Station,train,Entry,3574
Mar-25,Mittagong  Station,train,Exit,3164
Mar-25,Morisset  Station,train,Entry,17807
Mar-25,Morisset  Station,train,Exit,16175
Mar-25,Mortdale  Station,train,Entry,78118
Mar-25,Mortdale  Station,train,Exit,70753
Mar-25,Moss Vale  Station,train,Entry,3477
Mar-25,Moss Vale  Station,train,Exit,3177
Mar-25,Mount Colah  Station,train,Entry,14654
Mar-25,Mount Colah  Station,train,Exit,13337
Mar-25,Mount Druitt  Station,train,Entry,145589
Mar-25,Mount Druitt  Station,train,Exit,144599
Mar-25,Mount Kuring-gai  Station,train,Entry,4930
Mar-25,Mount Kuring-gai  Station,train,Exit,4691
Mar-25,Mount Victoria  Station,train,Entry,2423
Mar-25,Mount Victoria  Station,train,Exit,2254
Mar-25,Mulgrave  Station,train,Entry,5461
Mar-25,Mulgrave  Station,train,Exit,5393
Mar-25,Museum  Station,train,Entry,221860
Mar-25,Museum  Station,train,Exit,254642
Mar-25,Muswellbrook  Station,train,Entry,642
Mar-25,Muswellbrook  Station,train,Exit,507
Mar-25,Narara  Station,train,Entry,5444
Mar-25,Narara  Station,train,Exit,4779
Mar-25,Narwee  Station,train,Entry,42532
Mar-25,Narwee  Station,train,Exit,38735
Mar-25,Newcastle Interchange Station,train,Entry,49188
Mar-25,Newcastle Interchange Station,train,Exit,48674
Mar-25,Newtown  Station,train,Entry,253716
Mar-25,Newtown  Station,train,Exit,285185
Mar-25,Niagara Park  Station,train,Entry,2468
Mar-25,Niagara Park  Station,train,Exit,2300
Mar-25,Normanhurst  Station,train,Entry,31778
Mar-25,Normanhurst  Station,train,Exit,25021
Mar-25,North Ryde  Station,metro,Entry,93194
Mar-25,North Ryde  Station,metro,Exit,92833
Mar-25,North Strathfield  Station,train,Entry,65197
Mar-25,North Strathfield  Station,train,Exit,64074
Mar-25,North Sydney  Station,train,Entry,262663
Mar-25,North Sydney  Station,train,Exit,282440
Mar-25,North Wollongong  Station,train,Entry,38344
Mar-25,North Wollongong  Station,train,Exit,38010
Mar-25,Norwest  Station,metro,Entry,86740
Mar-25,Norwest  Station,metro,Exit,86007
Mar-25,Oak Flats  Station,train,Entry,10732
Mar-25,Oak Flats  Station,train,Exit,9206
Mar-25,Oatley  Station,train,Entry,45748
Mar-25,Oatley  Station,train,Exit,42881
Mar-25,Olympic Park  Station,train,Entry,92666
Mar-25,Olympic Park  Station,train,Exit,103492
Mar-25,Otford  Station,train,Entry,1008
Mar-25,Otford  Station,train,Exit,909
Mar-25,Ourimbah  Station,train,Entry,5128
Mar-25,Ourimbah  Station,train,Exit,5007
Mar-25,Padstow  Station,train,Entry,58907
Mar-25,Padstow  Station,train,Exit,55081
Mar-25,Panania  Station,train,Entry,38537
Mar-25,Panania  Station,train,Exit,35652
Mar-25,Parramatta  Station,train,Entry,986810
Mar-25,Parramatta  Station,train,Exit,996851
Mar-25,Paterson  Station,train,Entry,182
Mar-25,Paterson  Station,train,Exit,108
Mar-25,Pendle Hill  Station,train,Entry,73565
Mar-25,Pendle Hill  Station,train,Exit,68387
Mar-25,Pennant Hills  Station,train,Entry,43833
Mar-25,Pennant Hills  Station,train,Exit,42407
Mar-25,Penrith  Station,train,Entry,172074
Mar-25,Penrith  Station,train,Exit,177486
Mar-25,Penrose  Station,train,Entry,Less than 50
Mar-25,Penrose  Station,train,Exit,Less than 50
Mar-25,Penshurst  Station,train,Entry,69637
Mar-25,Penshurst  Station,train,Exit,59132
Mar-25,Petersham  Station,train,Entry,85407
Mar-25,Petersham  Station,train,Exit,82243
Mar-25,Picton  Station,train,Entry,2932
Mar-25,Picton  Station,train,Exit,2606
Mar-25,Point Clare  Station,train,Entry,3683
Mar-25,Point Clare  Station,train,Exit,3102
Mar-25,Port Kembla  Station,train,Entry,1765
Mar-25,Port Kembla  Station,train,Exit,1457
Mar-25,Port Kembla North  Station,train,Entry,319
Mar-25,Port Kembla North  Station,train,Exit,294
Mar-25,Pymble  Station,train,Entry,55487
Mar-25,Pymble  Station,train,Exit,50756
Mar-25,Quakers Hill  Station,train,Entry,62327
Mar-25,Quakers Hill  Station,train,Exit,55032
Mar-25,Redfern  Station,train,Entry,710618
Mar-25,Redfern  Station,train,Exit,756994
Mar-25,Regents Park  Station,train,Entry,32670
Mar-25,Regents Park  Station,train,Exit,29965
Mar-25,Revesby  Station,train,Entry,129902
Mar-25,Revesby  Station,train,Exit,127295
Mar-25,Rhodes  Station,train,Entry,245043
Mar-25,Rhodes  Station,train,Exit,240005
Mar-25,Richmond  Station,train,Entry,19699
Mar-25,Richmond  Station,train,Exit,15993
Mar-25,Riverstone  Station,train,Entry,27908
Mar-25,Riverstone  Station,train,Exit,25673
Mar-25,Riverwood  Station,train,Entry,77313
Mar-25,Riverwood  Station,train,Exit,73289
Mar-25,Rockdale  Station,train,Entry,235152
Mar-25,Rockdale  Station,train,Exit,229606
Mar-25,Rooty Hill  Station,train,Entry,84317
Mar-25,Rooty Hill  Station,train,Exit,79652
Mar-25,Roseville  Station,train,Entry,70313
Mar-25,Roseville  Station,train,Exit,66848
Mar-25,Rouse Hill  Station,metro,Entry,135242
Mar-25,Rouse Hill  Station,metro,Exit,140963
Mar-25,Rydal  Station,train,Entry,Less than 50
Mar-25,Rydal  Station,train,Exit,Less than 50
Mar-25,Sandgate  Station,train,Entry,381
Mar-25,Sandgate  Station,train,Exit,385
Mar-25,Scarborough  Station,train,Entry,492
Mar-25,Scarborough  Station,train,Exit,553
Mar-25,Schofields  Station,train,Entry,98847
Mar-25,Schofields  Station,train,Exit,93356
Mar-25,Scone  Station,train,Entry,447
Mar-25,Scone  Station,train,Exit,379
Mar-25,Sefton  Station,train,Entry,20010
Mar-25,Sefton  Station,train,Exit,17805
Mar-25,Seven Hills  Station,train,Entry,140706
Mar-25,Seven Hills  Station,train,Exit,133542
Mar-25,Shellharbour Junction  Station,train,Entry,4931
Mar-25,Shellharbour Junction  Station,train,Exit,4184
Mar-25,Singleton  Station,train,Entry,834
Mar-25,Singleton  Station,train,Exit,721
Mar-25,Springwood  Station,train,Entry,20961
Mar-25,Springwood  Station,train,Exit,19790
Mar-25,St James  Station,train,Entry,164040
Mar-25,St James  Station,train,Exit,187325
Mar-25,St Leonards  Station,train,Entry,252646
Mar-25,St Leonards  Station,train,Exit,255637
Mar-25,St Marys  Station,train,Entry,106502
Mar-25,St Marys  Station,train,Exit,103820
Mar-25,St Peters  Station,train,Entry,65247
Mar-25,St Peters  Station,train,Exit,57185
Mar-25,Stanmore  Station,train,Entry,72745
Mar-25,Stanmore  Station,train,Exit,66492
Mar-25,Stanwell Park  Station,train,Entry,1446
Mar-25,Stanwell Park  Station,train,Exit,1537
Mar-25,Strathfield  Station,train,Entry,623416
Mar-25,Strathfield  Station,train,Exit,613187
Mar-25,Summer Hill  Station,train,Entry,81956
Mar-25,Summer Hill  Station,train,Exit,76840
Mar-25,Sutherland  Station,train,Entry,156857
Mar-25,Sutherland  Station,train,Exit,156341
Mar-25,Sydenham  Station,Metro Shared,Entry,494749
Mar-25,Sydenham  Station,Metro Shared,Exit,485961
Mar-25,Tahmoor  Station,train,Entry,3227
Mar-25,Tahmoor  Station,train,Exit,2892
Mar-25,Tallawong  Station,metro,Entry,207267
Mar-25,Tallawong  Station,metro,Exit,196058
Mar-25,Tallong  Station,train,Entry,Less than 50
Mar-25,Tallong  Station,train,Exit,Less than 50
Mar-25,Tarana  Station,train,Entry,92
Mar-25,Tarana  Station,train,Exit,56
Mar-25,Tarro  Station,train,Entry,153
Mar-25,Tarro  Station,train,Exit,129
Mar-25,Tascott  Station,train,Entry,2586
Mar-25,Tascott  Station,train,Exit,1931
Mar-25,Telarah  Station,train,Entry,3510
Mar-25,Telarah  Station,train,Exit,2917
Mar-25,Tempe  Station,train,Entry,34035
Mar-25,Tempe  Station,train,Exit,31332
Mar-25,Teralba  Station,train,Entry,1261
Mar-25,Teralba  Station,train,Exit,1199
Mar-25,Thirroul  Station,train,Entry,22588
Mar-25,Thirroul  Station,train,Exit,21772
Mar-25,Thornleigh  Station,train,Entry,40992
Mar-25,Thornleigh  Station,train,Exit,39498
Mar-25,Thornton  Station,train,Entry,6862
Mar-25,Thornton  Station,train,Exit,6225
Mar-25,Toongabbie  Station,train,Entry,67824
Mar-25,Toongabbie  Station,train,Exit,64439
Mar-25,Town Hall  Station,train,Entry,1806244
Mar-25,Town Hall  Station,train,Exit,1722657
Mar-25,Towradgi  Station,train,Entry,1858
Mar-25,Towradgi  Station,train,Exit,1735
Mar-25,Tuggerah  Station,train,Entry,27399
Mar-25,Tuggerah  Station,train,Exit,25943
Mar-25,Turramurra  Station,train,Entry,90238
Mar-25,Turramurra  Station,train,Exit,84730
Mar-25,Turrella  Station,train,Entry,25180
Mar-25,Turrella  Station,train,Exit,23181
Mar-25,Unanderra  Station,train,Entry,10212
Mar-25,Unanderra  Station,train,Exit,9256
Mar-25,Valley Heights  Station,train,Entry,1403
Mar-25,Valley Heights  Station,train,Exit,1100
Mar-25,Victoria Cross  Station,metro,Entry,414972
Mar-25,Victoria Cross  Station,metro,Exit,396822
Mar-25,Victoria Street  Station,train,Entry,8034
Mar-25,Victoria Street  Station,train,Exit,7576
Mar-25,Villawood  Station,train,Entry,11142
Mar-25,Villawood  Station,train,Exit,10883
Mar-25,Vineyard  Station,train,Entry,3699
Mar-25,Vineyard  Station,train,Exit,3540
Mar-25,Wahroonga  Station,train,Entry,47694
Mar-25,Wahroonga  Station,train,Exit,44566
Mar-25,Waitara  Station,train,Entry,72827
Mar-25,Waitara  Station,train,Exit,66987
Mar-25,Wallarobba  Station,train,Entry,Less than 50
Mar-25,Wallarobba  Station,train,Exit,Less than 50
Mar-25,Warabrook  Station,train,Entry,8734
Mar-25,Warabrook  Station,train,Exit,9038
Mar-25,Waratah  Station,train,Entry,4383
Mar-25,Waratah  Station,train,Exit,4137
Mar-25,Warnervale  Station,train,Entry,6407
Mar-25,Warnervale  Station,train,Exit,5573
Mar-25,Warrawee  Station,train,Entry,23460
Mar-25,Warrawee  Station,train,Exit,21369
Mar-25,Warrimoo  Station,train,Entry,2682
Mar-25,Warrimoo  Station,train,Exit,2497
Mar-25,Warwick Farm  Station,train,Entry,56242
Mar-25,Warwick Farm  Station,train,Exit,50683
Mar-25,Waterfall  Station,train,Entry,8836
Mar-25,Waterfall  Station,train,Exit,8773
Mar-25,Waterloo  Station,metro,Entry,134869
Mar-25,Waterloo  Station,metro,Exit,128321
Mar-25,Waverton  Station,train,Entry,46705
Mar-25,Waverton  Station,train,Exit,41137
Mar-25,Wentworth Falls  Station,train,Entry,8150
Mar-25,Wentworth Falls  Station,train,Exit,7835
Mar-25,Wentworthville  Station,train,Entry,88400
Mar-25,Wentworthville  Station,train,Exit,85066
Mar-25,Werrington  Station,train,Entry,29622
Mar-25,Werrington  Station,train,Exit,26209
Mar-25,West Ryde  Station,train,Entry,111656
Mar-25,West Ryde  Station,train,Exit,112824
Mar-25,Westmead  Station,train,Entry,156706
Mar-25,Westmead  Station,train,Exit,146911
Mar-25,Wiley Park  Station,train,Entry,Less than 50
Mar-25,Wiley Park  Station,train,Exit,Less than 50
Mar-25,Windsor  Station,train,Entry,16312
Mar-25,Windsor  Station,train,Exit,15858
Mar-25,Wingello  Station,train,Entry,Less than 50
Mar-25,Wingello  Station,train,Exit,Less than 50
Mar-25,Wirragulla  Station,train,Entry,Less than 50
Mar-25,Wirragulla  Station,train,Exit,Less than 50
Mar-25,Wolli Creek  Station,train,Entry,237705
Mar-25,Wolli Creek  Station,train,Exit,241004
Mar-25,Wollongong  Station,train,Entry,45124
Mar-25,Wollongong  Station,train,Exit,44456
Mar-25,Wollstonecraft  Station,train,Entry,49247
Mar-25,Wollstonecraft  Station,train,Exit,45312
Mar-25,Wombarra  Station,train,Entry,813
Mar-25,Wombarra  Station,train,Exit,680
Mar-25,Wondabyne  Station,train,Entry,273
Mar-25,Wondabyne  Station,train,Exit,260
Mar-25,Woodford  Station,train,Entry,1717
Mar-25,Woodford  Station,train,Exit,1591
Mar-25,Woolooware  Station,train,Entry,27881
Mar-25,Woolooware  Station,train,Exit,26300
Mar-25,Woonona  Station,train,Entry,2497
Mar-25,Woonona  Station,train,Exit,2166
Mar-25,Woy Woy  Station,train,Entry,81906
Mar-25,Woy Woy  Station,train,Exit,82115
Mar-25,Wyee  Station,train,Entry,6348
Mar-25,Wyee  Station,train,Exit,5568
Mar-25,Wynyard  Station,train,Entry,1149829
Mar-25,Wynyard  Station,train,Exit,1208546
Mar-25,Wyong  Station,train,Entry,31600
Mar-25,Wyong  Station,train,Exit,29526
Mar-25,Yagoona  Station,train,Entry,22507
Mar-25,Yagoona  Station,train,Exit,20788
Mar-25,Yennora  Station,train,Entry,25782
Mar-25,Yennora  Station,train,Exit,26374
Mar-25,Yerrinbool  Station,train,Entry,316
Mar-25,Yerrinbool  Station,train,Exit,282
Mar-25,Zig Zag  Station,train,Entry,Less than 50
Mar-25,Zig Zag  Station,train,Exit,Less than 50
Apr-25,Aberdeen  Station,train,Entry,Less than 50
Apr-25,Aberdeen  Station,train,Exit,Less than 50
Apr-25,Adamstown  Station,train,Entry,2205
Apr-25,Adamstown  Station,train,Exit,2146
Apr-25,Albion Park  Station,train,Entry,6093
Apr-25,Albion Park  Station,train,Exit,5441
Apr-25,Allawah  Station,train,Entry,57147
Apr-25,Allawah  Station,train,Exit,51016
Apr-25,Arncliffe  Station,train,Entry,53502
Apr-25,Arncliffe  Station,train,Exit,48288
Apr-25,Artarmon  Station,train,Entry,89883
Apr-25,Artarmon  Station,train,Exit,85131
Apr-25,Ashfield  Station,train,Entry,238252
Apr-25,Ashfield  Station,train,Exit,235144
Apr-25,Asquith  Station,train,Entry,27769
Apr-25,Asquith  Station,train,Exit,25102
Apr-25,Auburn  Station,train,Entry,344407
Apr-25,Auburn  Station,train,Exit,329604
Apr-25,Austinmer  Station,train,Entry,2042
Apr-25,Austinmer  Station,train,Exit,1683
Apr-25,Awaba  Station,train,Entry,503
Apr-25,Awaba  Station,train,Exit,445
Apr-25,Banksia  Station,train,Entry,33617
Apr-25,Banksia  Station,train,Exit,30189
Apr-25,Barangaroo  Station,metro,Entry,200986
Apr-25,Barangaroo  Station,metro,Exit,216915
Apr-25,Bardwell Park  Station,train,Entry,22887
Apr-25,Bardwell Park  Station,train,Exit,20329
Apr-25,Bargo  Station,train,Entry,1009
Apr-25,Bargo  Station,train,Exit,956
Apr-25,Bathurst  Station,train,Entry,2824
Apr-25,Bathurst  Station,train,Exit,2043
Apr-25,Beecroft  Station,train,Entry,29166
Apr-25,Beecroft  Station,train,Exit,28418
Apr-25,Bell  Station,train,Entry,115
Apr-25,Bell  Station,train,Exit,152
Apr-25,Bella Vista  Station,metro,Entry,80619
Apr-25,Bella Vista  Station,metro,Exit,77536
Apr-25,Bellambi  Station,train,Entry,1901
Apr-25,Bellambi  Station,train,Exit,1810
Apr-25,Berala  Station,train,Entry,44614
Apr-25,Berala  Station,train,Exit,41359
Apr-25,Beresfield  Station,train,Entry,3260
Apr-25,Beresfield  Station,train,Exit,2901
Apr-25,Berowra  Station,train,Entry,25967
Apr-25,Berowra  Station,train,Exit,23522
Apr-25,Berry  Station,train,Entry,1528
Apr-25,Berry  Station,train,Exit,1452
Apr-25,Beverly Hills  Station,train,Entry,44543
Apr-25,Beverly Hills  Station,train,Exit,40360
Apr-25,Bexley North  Station,train,Entry,29784
Apr-25,Bexley North  Station,train,Exit,26865
Apr-25,Birrong  Station,train,Entry,8314
Apr-25,Birrong  Station,train,Exit,8441
Apr-25,Blackheath  Station,train,Entry,7898
Apr-25,Blackheath  Station,train,Exit,7747
Apr-25,Blacktown  Station,train,Entry,336974
Apr-25,Blacktown  Station,train,Exit,347540
Apr-25,Blaxland  Station,train,Entry,9991
Apr-25,Blaxland  Station,train,Exit,9063
Apr-25,Bomaderry  Station,train,Entry,6921
Apr-25,Bomaderry  Station,train,Exit,5755
Apr-25,Bombo  Station,train,Entry,814
Apr-25,Bombo  Station,train,Exit,707
Apr-25,Bondi Junction  Station,train,Entry,504487
Apr-25,Bondi Junction  Station,train,Exit,497625
Apr-25,Booragul  Station,train,Entry,686
Apr-25,Booragul  Station,train,Exit,602
Apr-25,Bowral  Station,train,Entry,5357
Apr-25,Bowral  Station,train,Exit,5066
Apr-25,Branxton  Station,train,Entry,169
Apr-25,Branxton  Station,train,Exit,137
Apr-25,Broadmeadow  Station,train,Entry,21191
Apr-25,Broadmeadow  Station,train,Exit,19666
Apr-25,Bullaburra  Station,train,Entry,1114
Apr-25,Bullaburra  Station,train,Exit,1001
Apr-25,Bulli  Station,train,Entry,2875
Apr-25,Bulli  Station,train,Exit,2673
Apr-25,Bundanoon  Station,train,Entry,422
Apr-25,Bundanoon  Station,train,Exit,304
Apr-25,Burradoo  Station,train,Entry,201
Apr-25,Burradoo  Station,train,Exit,250
Apr-25,Burwood  Station,train,Entry,493732
Apr-25,Burwood  Station,train,Exit,504314
Apr-25,Cabramatta  Station,train,Entry,184235
Apr-25,Cabramatta  Station,train,Exit,182582
Apr-25,Campbelltown  Station,train,Entry,127957
Apr-25,Campbelltown  Station,train,Exit,127488
Apr-25,Campsie  Station,train,Entry,Less than 50
Apr-25,Campsie  Station,train,Exit,Less than 50
Apr-25,Canley Vale  Station,train,Entry,57493
Apr-25,Canley Vale  Station,train,Exit,52520
Apr-25,Canterbury  Station,train,Entry,Less than 50
Apr-25,Canterbury  Station,train,Exit,Less than 50
Apr-25,Cardiff  Station,train,Entry,21182
Apr-25,Cardiff  Station,train,Exit,19532
Apr-25,Caringbah  Station,train,Entry,53866
Apr-25,Caringbah  Station,train,Exit,51445
Apr-25,Carlton  Station,train,Entry,59918
Apr-25,Carlton  Station,train,Exit,54829
Apr-25,Carramar  Station,train,Entry,13528
Apr-25,Carramar  Station,train,Exit,11683
Apr-25,Castle Hill  Station,metro,Entry,175148
Apr-25,Castle Hill  Station,metro,Exit,184102
Apr-25,Casula  Station,train,Entry,9143
Apr-25,Casula  Station,train,Exit,8240
Apr-25,Central  Station,Metro Shared,Entry,2171309
Apr-25,Central  Station,Metro Shared,Exit,2242083
Apr-25,Chatswood  Station,Metro Shared,Entry,783577
Apr-25,Chatswood  Station,Metro Shared,Exit,811109
Apr-25,Cheltenham  Station,train,Entry,17855
Apr-25,Cheltenham  Station,train,Exit,15562
Apr-25,Cherrybrook  Station,metro,Entry,117150
Apr-25,Cherrybrook  Station,metro,Exit,111401
Apr-25,Chester Hill  Station,train,Entry,26505
Apr-25,Chester Hill  Station,train,Exit,24749
Apr-25,Circular Quay  Station,train,Entry,542778
Apr-25,Circular Quay  Station,train,Exit,538811
Apr-25,Clarendon  Station,train,Entry,1675
Apr-25,Clarendon  Station,train,Exit,1590
Apr-25,Clyde  Station,train,Entry,21178
Apr-25,Clyde  Station,train,Exit,19803
Apr-25,Coalcliff  Station,train,Entry,338
Apr-25,Coalcliff  Station,train,Exit,441
Apr-25,Cockle Creek  Station,train,Entry,1060
Apr-25,Cockle Creek  Station,train,Exit,1112
Apr-25,Coledale  Station,train,Entry,708
Apr-25,Coledale  Station,train,Exit,613
Apr-25,Como  Station,train,Entry,14141
Apr-25,Como  Station,train,Exit,11879
Apr-25,Concord West  Station,train,Entry,44202
Apr-25,Concord West  Station,train,Exit,42610
Apr-25,Coniston  Station,train,Entry,4652
Apr-25,Coniston  Station,train,Exit,4361
